
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.175471,,Surface,1,0,
0.17817,,Surface,1,1,
0.153054,,Surface,1,2,
0.306716,,Surface,1,3,
0.160167,,Surface,1,4,
0.165753,,Surface,1,5,
0.104694,,Surface,1,6,
0.180169,,Surface,1,7,
0.172959,,Surface,1,8,
0.215332,,Surface,1,9,
0.447579,,Surface,1,10,
0.205353,,Surface,1,11,
0.0804846,,Surface,1,12,
0.109779,,Surface,1,13,
0.551088,,Surface,1,14,
0.0405916,,Surface,1,15,
0.253699,,Surface,1,16,
0.119451,,Surface,1,17,
0.0791085,,Surface,1,18,
0.205933,,Surface,1,19,
