
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
48.6675,,Surface,8,Image 1,1,0,
0.444049,,Surface,8,Image 1,1,1,
0,,Surface,8,Image 1,1,2,
195.86,,Surface,8,Image 1,1,3,
582.782,,Surface,8,Image 1,1,4,
48.8687,,Surface,8,Image 1,1,5,
0,,Surface,8,Image 1,1,6,
16.1798,,Surface,8,Image 1,1,7,
0,,Surface,8,Image 1,1,8,
117.843,,Surface,8,Image 1,1,9,
5.09706,,Surface,8,Image 1,1,10,
90.9021,,Surface,8,Image 1,1,11,
76.7269,,Surface,8,Image 1,1,12,
12.578,,Surface,8,Image 1,1,13,
0,,Surface,8,Image 1,1,14,
271.117,,Surface,8,Image 1,1,15,
53.1169,,Surface,8,Image 1,1,16,
318.853,,Surface,8,Image 1,1,17,
18.4579,,Surface,8,Image 1,1,18,
132.689,,Surface,8,Image 1,1,19,
