
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
623.929,,Surface,2,Image 1,1,0,
553.266,,Surface,2,Image 1,1,1,
551.688,,Surface,2,Image 1,1,2,
931.265,,Surface,2,Image 1,1,3,
1447.36,,Surface,2,Image 1,1,4,
695.354,,Surface,2,Image 1,1,5,
623.44,,Surface,2,Image 1,1,6,
630.428,,Surface,2,Image 1,1,7,
595.894,,Surface,2,Image 1,1,8,
813.356,,Surface,2,Image 1,1,9,
532.013,,Surface,2,Image 1,1,10,
861.685,,Surface,2,Image 1,1,11,
730.623,,Surface,2,Image 1,1,12,
690.682,,Surface,2,Image 1,1,13,
635.806,,Surface,2,Image 1,1,14,
1019.93,,Surface,2,Image 1,1,15,
695.818,,Surface,2,Image 1,1,16,
1185.18,,Surface,2,Image 1,1,17,
644.968,,Surface,2,Image 1,1,18,
938.566,,Surface,2,Image 1,1,19,
