
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.398788,,Surface,1,0,
0.33678,,Surface,1,1,
0.475598,,Surface,1,2,
0.704951,,Surface,1,3,
0.40197,,Surface,1,4,
0.313276,,Surface,1,5,
0.46658,,Surface,1,6,
0.439736,,Surface,1,7,
0.519349,,Surface,1,8,
0.576102,,Surface,1,9,
0.524073,,Surface,1,10,
0.321246,,Surface,1,11,
0.417999,,Surface,1,12,
0.452483,,Surface,1,13,
0.521103,,Surface,1,14,
0.287724,,Surface,1,15,
0.556168,,Surface,1,16,
0.375441,,Surface,1,17,
0.250331,,Surface,1,18,
0.4134,,Surface,1,19,
