
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
378.499,um,Surface,Distance from Origin,1,0,
391.998,um,Surface,Distance from Origin,1,1,
367.144,um,Surface,Distance from Origin,1,2,
380.924,um,Surface,Distance from Origin,1,3,
345.342,um,Surface,Distance from Origin,1,4,
317.553,um,Surface,Distance from Origin,1,5,
320.305,um,Surface,Distance from Origin,1,6,
332.814,um,Surface,Distance from Origin,1,7,
283.431,um,Surface,Distance from Origin,1,8,
294.755,um,Surface,Distance from Origin,1,9,
311.491,um,Surface,Distance from Origin,1,10,
245.636,um,Surface,Distance from Origin,1,11,
261.41,um,Surface,Distance from Origin,1,12,
274.58,um,Surface,Distance from Origin,1,13,
171.623,um,Surface,Distance from Origin,1,14,
217.648,um,Surface,Distance from Origin,1,15,
169.036,um,Surface,Distance from Origin,1,16,
34.4484,um,Surface,Distance from Origin,1,17,
