
Intensity Median Ch=7 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
0,,Surface,7,Image 1,1,0,
14.822,,Surface,7,Image 1,1,1,
5.86,,Surface,7,Image 1,1,2,
41.5908,,Surface,7,Image 1,1,3,
0,,Surface,7,Image 1,1,4,
6.853,,Surface,7,Image 1,1,5,
13.152,,Surface,7,Image 1,1,6,
0,,Surface,7,Image 1,1,7,
30.436,,Surface,7,Image 1,1,8,
0,,Surface,7,Image 1,1,9,
0,,Surface,7,Image 1,1,10,
5.76,,Surface,7,Image 1,1,11,
3.3205,,Surface,7,Image 1,1,12,
24.94,,Surface,7,Image 1,1,13,
6.6,,Surface,7,Image 1,1,14,
0,,Surface,7,Image 1,1,15,
11.072,,Surface,7,Image 1,1,16,
8.69,,Surface,7,Image 1,1,17,
