
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
7043.44,,Surface,1,Image 1,1,0,
6068.11,,Surface,1,Image 1,1,1,
4254.13,,Surface,1,Image 1,1,2,
5062.33,,Surface,1,Image 1,1,3,
5463.38,,Surface,1,Image 1,1,4,
5984.35,,Surface,1,Image 1,1,5,
7586.95,,Surface,1,Image 1,1,6,
954.63,,Surface,1,Image 1,1,7,
9397.5,,Surface,1,Image 1,1,8,
2691,,Surface,1,Image 1,1,9,
4340.79,,Surface,1,Image 1,1,10,
6144.44,,Surface,1,Image 1,1,11,
5237.85,,Surface,1,Image 1,1,12,
4719.84,,Surface,1,Image 1,1,13,
6453.7,,Surface,1,Image 1,1,14,
3684.68,,Surface,1,Image 1,1,15,
6012.74,,Surface,1,Image 1,1,16,
3352.23,,Surface,1,Image 1,1,17,
