
Area
 ==================== 
Area,Unit,Category,Time,ID,
1235.78,um^2,Surface,1,0,
4222.34,um^2,Surface,1,1,
2679.37,um^2,Surface,1,2,
24064.3,um^2,Surface,1,3,
1744.07,um^2,Surface,1,4,
4567.57,um^2,Surface,1,5,
4236.54,um^2,Surface,1,6,
944.419,um^2,Surface,1,7,
2082.57,um^2,Surface,1,8,
1863.8,um^2,Surface,1,9,
23283.6,um^2,Surface,1,10,
6077.37,um^2,Surface,1,11,
1673.82,um^2,Surface,1,12,
8628.56,um^2,Surface,1,13,
3285.59,um^2,Surface,1,14,
2029.73,um^2,Surface,1,15,
2901.03,um^2,Surface,1,16,
7107.39,um^2,Surface,1,17,
