
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.1977e+08,,Surface,3,Image 1,1,0,
8.28715e+08,,Surface,3,Image 1,1,1,
3.74767e+08,,Surface,3,Image 1,1,2,
9.14626e+09,,Surface,3,Image 1,1,3,
4.94442e+08,,Surface,3,Image 1,1,4,
9.02722e+08,,Surface,3,Image 1,1,5,
2.25998e+09,,Surface,3,Image 1,1,6,
1.59848e+08,,Surface,3,Image 1,1,7,
9.76091e+08,,Surface,3,Image 1,1,8,
5.62888e+08,,Surface,3,Image 1,1,9,
8.72179e+09,,Surface,3,Image 1,1,10,
2.49269e+09,,Surface,3,Image 1,1,11,
2.06565e+08,,Surface,3,Image 1,1,12,
2.21405e+09,,Surface,3,Image 1,1,13,
1.33753e+09,,Surface,3,Image 1,1,14,
2.98016e+08,,Surface,3,Image 1,1,15,
1.3683e+09,,Surface,3,Image 1,1,16,
2.18714e+09,,Surface,3,Image 1,1,17,
