
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2553,,Surface,4,Image 1,1,0,
2219,,Surface,4,Image 1,1,1,
2143,,Surface,4,Image 1,1,2,
2023,,Surface,4,Image 1,1,3,
2383,,Surface,4,Image 1,1,4,
2113,,Surface,4,Image 1,1,5,
2191,,Surface,4,Image 1,1,6,
2659,,Surface,4,Image 1,1,7,
2379,,Surface,4,Image 1,1,8,
1880,,Surface,4,Image 1,1,9,
2121,,Surface,4,Image 1,1,10,
2450,,Surface,4,Image 1,1,11,
2392,,Surface,4,Image 1,1,12,
2043,,Surface,4,Image 1,1,13,
2626,,Surface,4,Image 1,1,14,
2303,,Surface,4,Image 1,1,15,
2203,,Surface,4,Image 1,1,16,
2508,,Surface,4,Image 1,1,17,
