
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
113,,Surface,2,Image 1,1,0,
9,,Surface,2,Image 1,1,1,
63,,Surface,2,Image 1,1,2,
7,,Surface,2,Image 1,1,3,
34,,Surface,2,Image 1,1,4,
54,,Surface,2,Image 1,1,5,
32,,Surface,2,Image 1,1,6,
120,,Surface,2,Image 1,1,7,
100,,Surface,2,Image 1,1,8,
102,,Surface,2,Image 1,1,9,
17,,Surface,2,Image 1,1,10,
21,,Surface,2,Image 1,1,11,
35,,Surface,2,Image 1,1,12,
79,,Surface,2,Image 1,1,13,
0,,Surface,2,Image 1,1,14,
69,,Surface,2,Image 1,1,15,
65,,Surface,2,Image 1,1,16,
14,,Surface,2,Image 1,1,17,
