
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
6049.15,,Surface,4,Image 1,1,0,
7556.55,,Surface,4,Image 1,1,1,
4881.42,,Surface,4,Image 1,1,2,
13435.9,,Surface,4,Image 1,1,3,
7296.14,,Surface,4,Image 1,1,4,
6697.84,,Surface,4,Image 1,1,5,
16129.6,,Surface,4,Image 1,1,6,
4436.69,,Surface,4,Image 1,1,7,
11865.3,,Surface,4,Image 1,1,8,
11285.7,,Surface,4,Image 1,1,9,
12974.8,,Surface,4,Image 1,1,10,
14304.4,,Surface,4,Image 1,1,11,
2884.29,,Surface,4,Image 1,1,12,
11843.4,,Surface,4,Image 1,1,13,
16102.1,,Surface,4,Image 1,1,14,
6614.2,,Surface,4,Image 1,1,15,
11329.1,,Surface,4,Image 1,1,16,
11390,,Surface,4,Image 1,1,17,
