
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.493933,,Surface,1,0,
0.158099,,Surface,1,1,
0.0833527,,Surface,1,2,
0.0598099,,Surface,1,3,
0.25993,,Surface,1,4,
0.231405,,Surface,1,5,
0.0925187,,Surface,1,6,
0.294787,,Surface,1,7,
0.147883,,Surface,1,8,
0.209099,,Surface,1,9,
0.0678402,,Surface,1,10,
0.0707927,,Surface,1,11,
0.034028,,Surface,1,12,
0.255273,,Surface,1,13,
0.102891,,Surface,1,14,
0.113442,,Surface,1,15,
0.12249,,Surface,1,16,
0.136192,,Surface,1,17,
