
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
5109.75,,Surface,2,Image 1,1,0,
1765.15,,Surface,2,Image 1,1,1,
1906.63,,Surface,2,Image 1,1,2,
4175.16,,Surface,2,Image 1,1,3,
4023.75,,Surface,2,Image 1,1,4,
1877.48,,Surface,2,Image 1,1,5,
1589.61,,Surface,2,Image 1,1,6,
5970.51,,Surface,2,Image 1,1,7,
2977.92,,Surface,2,Image 1,1,8,
1713.17,,Surface,2,Image 1,1,9,
1822.39,,Surface,2,Image 1,1,10,
1392.12,,Surface,2,Image 1,1,11,
1939.19,,Surface,2,Image 1,1,12,
4921.18,,Surface,2,Image 1,1,13,
1070.42,,Surface,2,Image 1,1,14,
