
Intensity Mean Ch=7 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
295.825,,Surface,7,Image 1,1,0,
0,,Surface,7,Image 1,1,1,
0,,Surface,7,Image 1,1,2,
141.996,,Surface,7,Image 1,1,3,
55.4316,,Surface,7,Image 1,1,4,
50.6557,,Surface,7,Image 1,1,5,
0,,Surface,7,Image 1,1,6,
995.776,,Surface,7,Image 1,1,7,
23.8085,,Surface,7,Image 1,1,8,
12.1159,,Surface,7,Image 1,1,9,
22.7603,,Surface,7,Image 1,1,10,
0,,Surface,7,Image 1,1,11,
2.16345,,Surface,7,Image 1,1,12,
167.645,,Surface,7,Image 1,1,13,
0,,Surface,7,Image 1,1,14,
