
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
290.926,um,Surface,Distance from Origin,1,0,
422.43,um,Surface,Distance from Origin,1,1,
401.796,um,Surface,Distance from Origin,1,2,
317.925,um,Surface,Distance from Origin,1,3,
343.952,um,Surface,Distance from Origin,1,4,
342.511,um,Surface,Distance from Origin,1,5,
298.522,um,Surface,Distance from Origin,1,6,
278.603,um,Surface,Distance from Origin,1,7,
277.43,um,Surface,Distance from Origin,1,8,
232.509,um,Surface,Distance from Origin,1,9,
185.22,um,Surface,Distance from Origin,1,10,
187.711,um,Surface,Distance from Origin,1,11,
163.328,um,Surface,Distance from Origin,1,12,
128.653,um,Surface,Distance from Origin,1,13,
138.845,um,Surface,Distance from Origin,1,14,
