
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
284.305,61.4049,6.16711,um,Surface,Position,1,0,
269.699,324.965,10.3521,um,Surface,Position,1,1,
199.237,348.773,10.0788,um,Surface,Position,1,2,
193.38,252.289,5.53604,um,Surface,Position,1,3,
252.16,233.752,8.86751,um,Surface,Position,1,4,
89.61,330.545,4.90966,um,Surface,Position,1,5,
260.858,145.001,6.58419,um,Surface,Position,1,6,
211.911,180.806,4.79707,um,Surface,Position,1,7,
125.704,247.191,7.90454,um,Surface,Position,1,8,
86.0732,215.902,6.17529,um,Surface,Position,1,9,
108.231,150.115,7.61573,um,Surface,Position,1,10,
182.987,41.4866,5.47489,um,Surface,Position,1,11,
61.6722,151.069,7.11165,um,Surface,Position,1,12,
121.043,43.0905,6.57249,um,Surface,Position,1,13,
4.89164,138.444,9.34306,um,Surface,Position,1,14,
