
Intensity Median Ch=7 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
64.9062,,Surface,7,Image 1,1,0,
0,,Surface,7,Image 1,1,1,
0,,Surface,7,Image 1,1,2,
12.786,,Surface,7,Image 1,1,3,
39.2969,,Surface,7,Image 1,1,4,
5.9605,,Surface,7,Image 1,1,5,
0,,Surface,7,Image 1,1,6,
17.66,,Surface,7,Image 1,1,7,
7.23,,Surface,7,Image 1,1,8,
21.618,,Surface,7,Image 1,1,9,
11.308,,Surface,7,Image 1,1,10,
0,,Surface,7,Image 1,1,11,
5.5785,,Surface,7,Image 1,1,12,
8.6275,,Surface,7,Image 1,1,13,
0,,Surface,7,Image 1,1,14,
