
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
49,,Surface,2,Image 1,1,0,
19,,Surface,2,Image 1,1,1,
161,,Surface,2,Image 1,1,2,
218,,Surface,2,Image 1,1,3,
12,,Surface,2,Image 1,1,4,
331,,Surface,2,Image 1,1,5,
766,,Surface,2,Image 1,1,6,
639,,Surface,2,Image 1,1,7,
521,,Surface,2,Image 1,1,8,
166,,Surface,2,Image 1,1,9,
229,,Surface,2,Image 1,1,10,
440,,Surface,2,Image 1,1,11,
7,,Surface,2,Image 1,1,12,
356,,Surface,2,Image 1,1,13,
94,,Surface,2,Image 1,1,14,
