
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
16009.8,,Surface,4,Image 1,1,0,
21992.6,,Surface,4,Image 1,1,1,
18534.5,,Surface,4,Image 1,1,2,
22009.8,,Surface,4,Image 1,1,3,
21496.1,,Surface,4,Image 1,1,4,
22446.6,,Surface,4,Image 1,1,5,
11418.1,,Surface,4,Image 1,1,6,
13366.1,,Surface,4,Image 1,1,7,
13725.3,,Surface,4,Image 1,1,8,
27692.1,,Surface,4,Image 1,1,9,
21392,,Surface,4,Image 1,1,10,
12996.5,,Surface,4,Image 1,1,11,
22542.3,,Surface,4,Image 1,1,12,
12828.3,,Surface,4,Image 1,1,13,
13815.1,,Surface,4,Image 1,1,14,
