
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.29355e+10,,Surface,2,Image 1,1,0,
1.37209e+09,,Surface,2,Image 1,1,1,
1.33107e+08,,Surface,2,Image 1,1,2,
1.01041e+09,,Surface,2,Image 1,1,3,
6.63762e+09,,Surface,2,Image 1,1,4,
1.65919e+08,,Surface,2,Image 1,1,5,
2.46569e+08,,Surface,2,Image 1,1,6,
3.58842e+08,,Surface,2,Image 1,1,7,
3.97362e+08,,Surface,2,Image 1,1,8,
1.24011e+09,,Surface,2,Image 1,1,9,
9.26012e+08,,Surface,2,Image 1,1,10,
1.21504e+08,,Surface,2,Image 1,1,11,
1.93766e+09,,Surface,2,Image 1,1,12,
2.10839e+08,,Surface,2,Image 1,1,13,
1.1591e+08,,Surface,2,Image 1,1,14,
