
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
4339,,Surface,4,Image 1,1,0,
4465,,Surface,4,Image 1,1,1,
5541,,Surface,4,Image 1,1,2,
4342,,Surface,4,Image 1,1,3,
4310,,Surface,4,Image 1,1,4,
4260,,Surface,4,Image 1,1,5,
5619,,Surface,4,Image 1,1,6,
3957,,Surface,4,Image 1,1,7,
5068,,Surface,4,Image 1,1,8,
4559,,Surface,4,Image 1,1,9,
5208,,Surface,4,Image 1,1,10,
5676,,Surface,4,Image 1,1,11,
3724,,Surface,4,Image 1,1,12,
5469,,Surface,4,Image 1,1,13,
5441,,Surface,4,Image 1,1,14,
