
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,3.67214,7024.46,117.991,631.871,14.0831,50146.2,425,um^2,Surface,,,,,1,
Distance from Origin,62.4556,455.089,290.326,82.1816,294.185,123388,425,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,166.834,65.6753,39.7857,65.1841,27912,425,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0876795,0.823057,0.39092,0.132042,0.369053,166.141,425,,Surface,,,,,1,
Ellipticity (prolate),0.114675,0.834307,0.446382,0.164588,0.440061,189.712,425,,Surface,,,,,1,
Intensity Max,3219,65535,9995.25,11692.6,5932,4.24798e+06,425,,Surface,1,,Image 1,,1,
Intensity Max,1777,48346,4810.62,4082.42,3867,2.04451e+06,425,,Surface,2,,Image 1,,1,
Intensity Max,2276,65535,12596,10785.5,8455,5.35328e+06,425,,Surface,3,,Image 1,,1,
Intensity Max,18214,65535,27277.8,9155.92,24507,1.15931e+07,425,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,6586.75,11969.4,4062,2.79937e+06,425,,Surface,5,,Image 1,,1,
Intensity Max,0,48346,2992.63,4574.11,2695,1.27187e+06,425,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,16250.2,15936.6,19799,6.90632e+06,425,,Surface,7,,Image 1,,1,
Intensity Mean,1130.22,29362.7,2667.33,2757.95,1924.22,1.13362e+06,425,,Surface,1,,Image 1,,1,
Intensity Mean,808.08,10523.7,1814.14,833.093,1630.86,771011,425,,Surface,2,,Image 1,,1,
Intensity Mean,1200.86,14610,4596.21,2076.12,4252.85,1.95339e+06,425,,Surface,3,,Image 1,,1,
Intensity Mean,14413.7,34632.8,17124.6,2340.22,16548.8,7.27794e+06,425,,Surface,4,,Image 1,,1,
Intensity Mean,0,29362.7,979.675,2695.16,160.321,416362,425,,Surface,5,,Image 1,,1,
Intensity Mean,0,10523.7,549.794,993.194,138.559,233663,425,,Surface,6,,Image 1,,1,
Intensity Mean,0,31929.6,4478.71,6131.94,1287.55,1.90345e+06,425,,Surface,7,,Image 1,,1,
Intensity Median,948.04,29612.3,2399.43,2649.68,1780.3,1.01976e+06,425,,Surface,1,,Image 1,,1,
Intensity Median,712.6,10274.4,1731.08,806.022,1570.26,735709,425,,Surface,2,,Image 1,,1,
Intensity Median,1028.12,13459.8,4280.3,1845.53,3991.9,1.81913e+06,425,,Surface,3,,Image 1,,1,
Intensity Median,14356.8,29215.1,16747.1,1739.4,16333,7.11751e+06,425,,Surface,4,,Image 1,,1,
Intensity Median,0,29612.3,660.199,2595.41,0.90625,280584,425,,Surface,5,,Image 1,,1,
Intensity Median,0,10274.4,384.675,1000.46,0.7945,163487,425,,Surface,6,,Image 1,,1,
Intensity Median,0,28645.8,3296.76,6637.26,6.2795,1.40112e+06,425,,Surface,7,,Image 1,,1,
Intensity Min,0,11881,205.529,827.786,1,87350,425,,Surface,1,,Image 1,,1,
Intensity Min,20,4762,428.532,357.888,358,182126,425,,Surface,2,,Image 1,,1,
Intensity Min,205,8498,1817.97,852.684,1709,772636,425,,Surface,3,,Image 1,,1,
Intensity Min,4331,13511,10325.2,1468.76,10441,4.38822e+06,425,,Surface,4,,Image 1,,1,
Intensity Min,0,11881,56.3529,674.043,0,23950,425,,Surface,5,,Image 1,,1,
Intensity Min,0,4762,39.2447,300.199,0,16679,425,,Surface,6,,Image 1,,1,
Intensity Min,0,12422,420.741,2027.1,0,178815,425,,Surface,7,,Image 1,,1,
Intensity StdDev,738.691,11225.5,1566.21,1478.51,1068.29,665638,425,,Surface,1,,Image 1,,1,
Intensity StdDev,395.358,4156.53,711.692,316.596,637.233,302469,425,,Surface,2,,Image 1,,1,
Intensity StdDev,406.623,7866.03,1667.54,1284.81,1151.27,708704,425,,Surface,3,,Image 1,,1,
Intensity StdDev,1523.47,18897.2,3174.19,2132.42,2646.16,1.34903e+06,425,,Surface,4,,Image 1,,1,
Intensity StdDev,0,12853.1,999.056,1681.77,591.846,424599,425,,Surface,5,,Image 1,,1,
Intensity StdDev,0,3419.68,514.997,560.57,490.867,218874,425,,Surface,6,,Image 1,,1,
Intensity StdDev,0,23363.1,3953.85,4030.62,3285.52,1.68039e+06,425,,Surface,7,,Image 1,,1,
Intensity Sum,66494,1.19619e+09,1.35897e+07,9.15574e+07,387208,5.77564e+09,425,,Surface,1,,Image 1,,1,
Intensity Sum,53110,6.82641e+08,8.17969e+06,5.5636e+07,280227,3.47637e+09,425,,Surface,2,,Image 1,,1,
Intensity Sum,76280,2.51799e+09,2.81665e+07,1.95025e+08,701113,1.19708e+10,425,,Surface,3,,Image 1,,1,
Intensity Sum,778930,9.56118e+09,1.18513e+08,8.24268e+08,2.66442e+06,5.03681e+10,425,,Surface,4,,Image 1,,1,
Intensity Sum,0,7.63699e+08,7.21992e+06,5.20066e+07,32401,3.06846e+09,425,,Surface,5,,Image 1,,1,
Intensity Sum,0,3.72823e+08,3.8888e+06,2.84425e+07,23186,1.65274e+09,425,,Surface,6,,Image 1,,1,
Intensity Sum,0,4.98805e+09,4.76513e+07,3.55785e+08,233532,2.02518e+10,425,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,425,425,,Surface,,,,,1,
Position X,14.5264,351.652,196.46,89.1955,214.774,83495.4,425,um,Surface,,Position,,,1,
Position Y,4.14586,353.221,188.6,93.6916,194.948,80155.1,425,um,Surface,,Position,,,1,
Position Z,7.18345,25.938,11.3607,3.6427,10.0382,4828.29,425,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,-1.00409,21.6395,7.14106,5.08383,6.5179,3034.95,425,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-1.02336,4.43906,0.352186,0.732982,0,149.679,425,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-0.858461,9.47374,2.26619,2.17923,1.72848,963.132,425,um,Surface,,,,Surfaces 1,1,
Sphericity,0.268722,0.966287,0.782539,0.128545,0.81466,332.579,425,,Surface,,,,,1,
Time,0,0,0,0,0,0,425,s,Surface,,,,,1,
Time Index,1,1,1,0,1,425,425,,Surface,,,,,1,
Volume,0.33435,10604.4,139.554,924.638,3.64069,59310.4,425,um^3,Surface,,,,,1,
