
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,11.36,7668.83,252.926,816.194,36.312,54632.1,216,um^2,Surface,,,,,1,
Distance from Origin,34.9696,482.554,286.647,86.1446,295.966,61915.7,216,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,158.729,73.6374,44.8802,75.4805,15905.7,216,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0220317,0.871088,0.374806,0.195869,0.347315,80.958,216,,Surface,,,,,1,
Ellipticity (prolate),0.031012,0.931665,0.425638,0.207604,0.398344,91.9378,216,,Surface,,,,,1,
Intensity Max,3330,61168,14087.4,9048.95,11496,3.04288e+06,216,,Surface,1,,Image 1,,1,
Intensity Max,3428,65535,13160.2,12137.3,9274.5,2.8426e+06,216,,Surface,2,,Image 1,,1,
Intensity Max,4874,65535,15946.5,10554.6,13263.5,3.44444e+06,216,,Surface,3,,Image 1,,1,
Intensity Max,13783,65535,24064.2,12257,19383,5.19787e+06,216,,Surface,4,,Image 1,,1,
Intensity Max,0,61168,9188.88,9793,7154.5,1.9848e+06,216,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,9157.05,9950.27,8503.5,1.97792e+06,216,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,3433.38,9295.45,0,741611,216,,Surface,7,,Image 1,,1,
Intensity Mean,688.747,16879,3292.69,2245.32,2687.44,711221,216,,Surface,1,,Image 1,,1,
Intensity Mean,1338.12,11955,4262.7,1395.91,4067.72,920743,216,,Surface,2,,Image 1,,1,
Intensity Mean,2299.3,16726.3,6147.05,1897.48,5975.97,1.32776e+06,216,,Surface,3,,Image 1,,1,
Intensity Mean,10748.6,23444.9,12653.5,2427.64,11850,2.73316e+06,216,,Surface,4,,Image 1,,1,
Intensity Mean,0,12272.8,1095.33,1593.68,569.498,236592,216,,Surface,5,,Image 1,,1,
Intensity Mean,0,10231.2,1710.69,1975.96,901.298,369510,216,,Surface,6,,Image 1,,1,
Intensity Mean,0,12180.5,299.695,1336.4,0,64734.2,216,,Surface,7,,Image 1,,1,
Intensity Median,464.868,16731.9,2931.63,2233.86,2316.04,633233,216,,Surface,1,,Image 1,,1,
Intensity Median,1147.3,9769.21,4060.3,1244.37,3925.26,877025,216,,Surface,2,,Image 1,,1,
Intensity Median,2339.19,15311,5896.01,1814.8,5778.57,1.27354e+06,216,,Surface,3,,Image 1,,1,
Intensity Median,10725.4,17432.9,12069.4,1299.51,11659.7,2.60698e+06,216,,Surface,4,,Image 1,,1,
Intensity Median,0,12184.1,711.25,1659.19,2.66793,153630,216,,Surface,5,,Image 1,,1,
Intensity Median,0,9769.21,1339.77,2188.79,2.61,289391,216,,Surface,6,,Image 1,,1,
Intensity Median,0,11934.9,153.015,1287.43,0,33051.2,216,,Surface,7,,Image 1,,1,
Intensity Min,0,5344,179.106,573.913,0,38687,216,,Surface,1,,Image 1,,1,
Intensity Min,49,5601,1183.61,767.717,1043,255660,216,,Surface,2,,Image 1,,1,
Intensity Min,175,9581,2446.11,1275.21,2238.5,528359,216,,Surface,3,,Image 1,,1,
Intensity Min,3885,8726,6659.18,869.858,6741.5,1.43838e+06,216,,Surface,4,,Image 1,,1,
Intensity Min,0,3397,34.3148,277.133,0,7412,216,,Surface,5,,Image 1,,1,
Intensity Min,0,5601,106.023,592.878,0,22901,216,,Surface,6,,Image 1,,1,
Intensity Min,0,7630,35.3241,517.953,0,7630,216,,Surface,7,,Image 1,,1,
Intensity StdDev,721.683,5026.45,1951.2,912.987,1744.82,421460,216,,Surface,1,,Image 1,,1,
Intensity StdDev,688.586,10525.5,1522.86,1060.05,1257.13,328938,216,,Surface,2,,Image 1,,1,
Intensity StdDev,648.641,5009.91,1752.15,781.805,1608.61,378465,216,,Surface,3,,Image 1,,1,
Intensity StdDev,1305.38,16158.9,2973.24,2835.01,2091.41,642219,216,,Surface,4,,Image 1,,1,
Intensity StdDev,0,7895.51,1251.42,1233.6,1106.89,270306,216,,Surface,5,,Image 1,,1,
Intensity StdDev,0,6639.4,1504.26,1192.97,1648.06,324921,216,,Surface,6,,Image 1,,1,
Intensity StdDev,0,7037.5,450.115,1374.7,0,97224.9,216,,Surface,7,,Image 1,,1,
Intensity Sum,169195,1.46155e+09,3.20227e+07,1.33287e+08,1.49369e+06,6.9169e+09,216,,Surface,1,,Image 1,,1,
Intensity Sum,290493,1.64282e+09,4.222e+07,1.72005e+08,2.19043e+06,9.11952e+09,216,,Surface,2,,Image 1,,1,
Intensity Sum,500272,3.20385e+09,7.66462e+07,3.43833e+08,3.22228e+06,1.65556e+10,216,,Surface,3,,Image 1,,1,
Intensity Sum,1.66811e+06,1.07644e+10,2.39847e+08,1.12536e+09,6.03713e+06,5.18069e+10,216,,Surface,4,,Image 1,,1,
Intensity Sum,0,6.27254e+08,1.12934e+07,5.69603e+07,409587,2.43937e+09,216,,Surface,5,,Image 1,,1,
Intensity Sum,0,6.23847e+08,1.46231e+07,6.94314e+07,863758,3.15858e+09,216,,Surface,6,,Image 1,,1,
Intensity Sum,0,5.18713e+07,1.06426e+06,5.49198e+06,0,2.2988e+08,216,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,216,216,,Surface,,,,,1,
Position X,0.839695,352.962,203.361,89.2388,208.285,43926,216,um,Surface,,Position,,,1,
Position Y,1.5804,351.81,181.789,83.9798,177.763,39266.5,216,um,Surface,,Position,,,1,
Position Z,8.72024,19.3379,12.6132,2.94738,11.3318,2724.46,216,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,0,34.8881,5.23674,5.58536,4.27141,1131.14,216,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.978584,5.10925,0.49769,1.22055,0,107.501,216,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-0.329888,6.65029,0.919036,1.32605,0.239674,198.512,216,um,Surface,,,,Surfaces 1,1,
Sphericity,0.317759,0.961024,0.711127,0.134007,0.708563,153.604,216,,Surface,,,,,1,
Time,0,0,0,0,0,0,216,s,Surface,,,,,1,
Time Index,1,1,1,0,1,216,216,,Surface,,,,,1,
Volume,1.57264,14564.2,356.979,1522.84,11.9155,77107.5,216,um^3,Surface,,,,,1,
