
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,4.70757,12004.8,244.104,996.837,21.019,92271.2,378,um^2,Surface,,,,,1,
Distance from Origin,29.6819,486.151,255.38,98.6463,264.985,96533.8,378,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,171.608,58.3633,43.2304,51.9842,22061.3,378,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0740068,0.872664,0.408489,0.144796,0.390635,154.409,378,,Surface,,,,,1,
Ellipticity (prolate),0.0533393,0.916573,0.423344,0.165924,0.414613,160.024,378,,Surface,,,,,1,
Intensity Max,2528,64173,11533.4,13731.4,5315,4.35962e+06,378,,Surface,1,,Image 1,,1,
Intensity Max,1898,65535,5792.27,6248.88,4088,2.18948e+06,378,,Surface,2,,Image 1,,1,
Intensity Max,2491,65535,13663.9,14220.8,8526.5,5.16494e+06,378,,Surface,3,,Image 1,,1,
Intensity Max,13391,65535,23013,11681.8,19245,8.6989e+06,378,,Surface,4,,Image 1,,1,
Intensity Max,0,64173,8107.7,14173,3397,3.06471e+06,378,,Surface,5,,Image 1,,1,
Intensity Max,0,24454,1102.15,2749.63,0,416614,378,,Surface,6,,Image 1,,1,
Intensity Max,0,64417,893.108,5493.52,0,337595,378,,Surface,7,,Image 1,,1,
Intensity Mean,755.138,26598.7,2386.97,3361.49,1372.59,902275,378,,Surface,1,,Image 1,,1,
Intensity Mean,835.141,12705.5,1836.1,1073.06,1566.44,694047,378,,Surface,2,,Image 1,,1,
Intensity Mean,1584.69,19457,3847.9,1918.37,3394.49,1.45451e+06,378,,Surface,3,,Image 1,,1,
Intensity Mean,9958.69,22966.1,11985.2,1994.41,11424.6,4.5304e+06,378,,Surface,4,,Image 1,,1,
Intensity Mean,0,25734.8,914.497,2728.91,129.214,345680,378,,Surface,5,,Image 1,,1,
Intensity Mean,0,4276.03,85.2266,384.431,0,32215.6,378,,Surface,6,,Image 1,,1,
Intensity Mean,0,7568.69,31.7495,430.55,0,12001.3,378,,Surface,7,,Image 1,,1,
Intensity Median,588.705,26696.1,2046.13,3193.92,1224.62,773437,378,,Surface,1,,Image 1,,1,
Intensity Median,762.4,11558.6,1693.7,837.811,1488.78,640220,378,,Surface,2,,Image 1,,1,
Intensity Median,1563.94,19075.3,3502.17,1722.45,3083.72,1.32382e+06,378,,Surface,3,,Image 1,,1,
Intensity Median,9768.12,18198.5,11506.6,1165.91,11203.3,4.34948e+06,378,,Surface,4,,Image 1,,1,
Intensity Median,0,25321.5,564.98,2580.54,0.70825,213563,378,,Surface,5,,Image 1,,1,
Intensity Median,0,2524.49,38.8574,275.12,0,14688.1,378,,Surface,6,,Image 1,,1,
Intensity Median,0,7320.51,19.619,376.018,0,7415.98,378,,Surface,7,,Image 1,,1,
Intensity Min,0,8597,174.085,940.055,0,65804,378,,Surface,1,,Image 1,,1,
Intensity Min,9,3116,346.733,296.127,290.5,131065,378,,Surface,2,,Image 1,,1,
Intensity Min,137,7230,1263.47,812.744,1091.5,477593,378,,Surface,3,,Image 1,,1,
Intensity Min,3239,8920,5930.19,1060.49,6052,2.24161e+06,378,,Surface,4,,Image 1,,1,
Intensity Min,0,4608,19.3148,256.334,0,7301,378,,Surface,5,,Image 1,,1,
Intensity Min,0,955,4.78571,65.7211,0,1809,378,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,378,,Surface,7,,Image 1,,1,
Intensity StdDev,589.763,17550.3,1673.18,1968.03,908.403,632461,378,,Surface,1,,Image 1,,1,
Intensity StdDev,363.266,12035.8,828.61,883.527,632.91,313215,378,,Surface,2,,Image 1,,1,
Intensity StdDev,404.255,9308.96,1611.58,1253.49,1230.46,609176,378,,Surface,3,,Image 1,,1,
Intensity StdDev,1320.25,15022.1,2937.68,2185.19,2259.97,1.11044e+06,378,,Surface,4,,Image 1,,1,
Intensity StdDev,0,18069.8,1098.5,2272.85,486.687,415232,378,,Surface,5,,Image 1,,1,
Intensity StdDev,0,4948.96,121.02,397.389,0,45745.5,378,,Surface,6,,Image 1,,1,
Intensity StdDev,0,7936.34,56.5141,525.044,0,21362.3,378,,Surface,7,,Image 1,,1,
Intensity Sum,60411,1.93939e+09,2.61878e+07,1.39899e+08,491010,9.89898e+09,378,,Surface,1,,Image 1,,1,
Intensity Sum,59295,1.35746e+09,1.7617e+07,9.6679e+07,487428,6.65924e+09,378,,Surface,2,,Image 1,,1,
Intensity Sum,131529,4.46285e+09,5.67577e+07,3.03936e+08,995762,2.14544e+10,378,,Surface,3,,Image 1,,1,
Intensity Sum,717835,1.79721e+10,2.18303e+08,1.27643e+09,2.97936e+06,8.25186e+10,378,,Surface,4,,Image 1,,1,
Intensity Sum,0,1.14801e+09,1.35663e+07,7.80837e+07,54721,5.12806e+09,378,,Surface,5,,Image 1,,1,
Intensity Sum,0,8.76477e+07,927751,5.84561e+06,0,3.5069e+08,378,,Surface,6,,Image 1,,1,
Intensity Sum,0,3.05784e+07,132789,1.62306e+06,0,5.01943e+07,378,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,378,378,,Surface,,,,,1,
Position X,0.329668,352.775,162.286,107.727,161.394,61344.1,378,um,Surface,,Position,,,1,
