
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,15.2854,128872,651.388,7744.28,35.4416,181086,278,um^2,Surface,,,,,1,
Distance from Origin,92.3016,482.159,282.04,97.6394,284.432,78407,278,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,168.071,62.0348,44.5927,52.2169,17245.7,278,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0751277,0.817338,0.373637,0.133544,0.369142,103.871,278,,Surface,,,,,1,
Ellipticity (prolate),0.00933147,0.879126,0.437063,0.160229,0.417205,121.504,278,,Surface,,,,,1,
Intensity Max,3529,65535,11634.5,12550.5,6735,3.23438e+06,278,,Surface,1,,Image 1,,1,
Intensity Max,2569,65535,8539.59,9839.22,5387,2.37401e+06,278,,Surface,2,,Image 1,,1,
Intensity Max,2602,65535,12273,11466.7,7906,3.41188e+06,278,,Surface,3,,Image 1,,1,
Intensity Max,14130,65535,23441.8,10407.1,20216,6.51682e+06,278,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,6916.12,10762.7,4994,1.92268e+06,278,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,5426.32,8021.58,4017,1.50852e+06,278,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,2075.54,7348.91,0,576999,278,,Surface,7,,Image 1,,1,
Intensity Mean,1061.5,19803.6,2504.14,2080.3,1948.27,696150,278,,Surface,1,,Image 1,,1,
Intensity Mean,955.781,9717.03,2349.74,1265.17,2009.8,653226,278,,Surface,2,,Image 1,,1,
Intensity Mean,1514.87,7985.34,3523.72,1059.43,3507.04,979594,278,,Surface,3,,Image 1,,1,
Intensity Mean,10865.6,28577.4,12745,2132.93,11968.9,3.54312e+06,278,,Surface,4,,Image 1,,1,
Intensity Mean,0,6088.29,564.787,880.639,201.722,157011,278,,Surface,5,,Image 1,,1,
Intensity Mean,0,6381.78,641.673,1000.63,200.829,178385,278,,Surface,6,,Image 1,,1,
Intensity Mean,0,6956.7,154.871,795.341,0,43054.2,278,,Surface,7,,Image 1,,1,
Intensity Median,957.8,18415.4,2206.31,1811.21,1794.4,613353,278,,Surface,1,,Image 1,,1,
Intensity Median,890.228,9064.36,2160.81,1080.01,1876.83,600705,278,,Surface,2,,Image 1,,1,
Intensity Median,1490.82,6322.47,3287.13,865.255,3278.84,913822,278,,Surface,3,,Image 1,,1,
Intensity Median,10819.9,21427,12326.5,1498.31,11767.7,3.42678e+06,278,,Surface,4,,Image 1,,1,
Intensity Median,0,5246.13,245.183,696.958,1.419,68160.9,278,,Surface,5,,Image 1,,1,
Intensity Median,0,5492.9,358.888,934.704,1.0905,99770.9,278,,Surface,6,,Image 1,,1,
Intensity Median,0,9803.9,63.7475,745.057,0,17721.8,278,,Surface,7,,Image 1,,1,
Intensity Min,0,3651,67.1727,297.856,0,18674,278,,Surface,1,,Image 1,,1,
Intensity Min,20,1887,428.993,329.792,333.5,119260,278,,Surface,2,,Image 1,,1,
Intensity Min,129,2681,1186.52,503.299,1142,329853,278,,Surface,3,,Image 1,,1,
Intensity Min,3379,8501,6835.1,882.011,6944.5,1.90016e+06,278,,Surface,4,,Image 1,,1,
Intensity Min,0,93,0.334532,5.56773,0,93,278,,Surface,5,,Image 1,,1,
Intensity Min,0,759,2.73022,45.4398,0,759,278,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,278,,Surface,7,,Image 1,,1,
Intensity StdDev,707.087,12549.4,1605.48,1448.66,1105.02,446324,278,,Surface,1,,Image 1,,1,
Intensity StdDev,428.271,11345.1,1085.9,1026.95,807.359,301881,278,,Surface,2,,Image 1,,1,
Intensity StdDev,416.286,11376.1,1287.97,985.337,1027.61,358057,278,,Surface,3,,Image 1,,1,
Intensity StdDev,1304.07,17905.1,2701.86,2018.25,2013.22,751118,278,,Surface,4,,Image 1,,1,
Intensity StdDev,0,6323.01,873.097,1064.41,680.712,242721,278,,Surface,5,,Image 1,,1,
