
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,6.95901,20494.3,276.908,1418.61,24.983,125162,452,um^2,Surface,,,,,1,
Distance from Origin,17.8167,486.055,299.357,86.9235,304.364,135309,452,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,168.553,64.6182,44.7368,60.7952,29207.4,452,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0886308,0.920408,0.410131,0.162819,0.380835,185.379,452,,Surface,,,,,1,
Ellipticity (prolate),0.0291639,0.851322,0.400531,0.186219,0.408419,181.04,452,,Surface,,,,,1,
Intensity Max,4146,65535,15081.4,12800.1,10444,6.81679e+06,452,,Surface,1,,Image 1,,1,
Intensity Max,3322,53799,9266.35,7420.75,6907,4.18839e+06,452,,Surface,2,,Image 1,,1,
Intensity Max,3417,65535,12979.5,12796.7,8689,5.86672e+06,452,,Surface,3,,Image 1,,1,
Intensity Max,9367,65535,16142.6,11705.8,12079,7.29646e+06,452,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,10990.4,13136,7106,4.96767e+06,452,,Surface,5,,Image 1,,1,
Intensity Max,0,53799,7231.58,7426.36,6268.5,3.26868e+06,452,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,7220.89,11231.2,0,3.26384e+06,452,,Surface,7,,Image 1,,1,
Intensity Mean,1309.22,47020.4,3679.81,3291.09,2776.01,1.66327e+06,452,,Surface,1,,Image 1,,1,
Intensity Mean,1400.2,19997.4,3247.68,1832.01,2711.19,1.46795e+06,452,,Surface,2,,Image 1,,1,
Intensity Mean,1751.9,11576.8,4125.7,1336.77,3723.72,1.86482e+06,452,,Surface,3,,Image 1,,1,
Intensity Mean,6980.85,18600.3,8008.67,1580.99,7547.5,3.61992e+06,452,,Surface,4,,Image 1,,1,
Intensity Mean,0,15296,1376.99,2088.83,719.68,622399,452,,Surface,5,,Image 1,,1,
Intensity Mean,0,13783,1365.36,1780.83,753.279,617144,452,,Surface,6,,Image 1,,1,
Intensity Mean,0,8130.07,1211.51,2110.69,0,547603,452,,Surface,7,,Image 1,,1,
Intensity Median,1156.2,45786.2,3261.83,3149.11,2404.73,1.47435e+06,452,,Surface,1,,Image 1,,1,
Intensity Median,1308.5,18771.7,3076,1709.6,2591.55,1.39035e+06,452,,Surface,2,,Image 1,,1,
Intensity Median,1691.06,11657.4,3861.35,1249.13,3527.62,1.74533e+06,452,,Surface,3,,Image 1,,1,
Intensity Median,6881.79,14284.7,7668.58,775.445,7451.58,3.4662e+06,452,,Surface,4,,Image 1,,1,
Intensity Median,0,14865.2,812.276,1939.79,2.598,367149,452,,Surface,5,,Image 1,,1,
Intensity Median,0,13883.5,934.693,1812.47,1.973,422481,452,,Surface,6,,Image 1,,1,
Intensity Median,0,8131.28,940.37,2346.34,0,425047,452,,Surface,7,,Image 1,,1,
Intensity Min,0,24881,325.637,1381.28,0,147188,452,,Surface,1,,Image 1,,1,
Intensity Min,6,6644,785.062,748.409,599.5,354848,452,,Surface,2,,Image 1,,1,
Intensity Min,130,6906,1459.54,708.467,1375.5,659711,452,,Surface,3,,Image 1,,1,
Intensity Min,1858,5463,4040.65,637.756,4135.5,1.82637e+06,452,,Surface,4,,Image 1,,1,
Intensity Min,0,7307,106.896,598.343,0,48317,452,,Surface,5,,Image 1,,1,
Intensity Min,0,6644,114.555,541.298,0,51779,452,,Surface,6,,Image 1,,1,
Intensity Min,0,5176,142.352,799.057,0,64343,452,,Surface,7,,Image 1,,1,
