
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,0.534718,13053.5,71.9676,530.892,6.46774,106080,1474,um^2,Surface,,,,,1,
Distance from Origin,18.329,498.959,286.334,90.2523,290.941,422057,1474,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,171.562,59.7459,41.892,52.3583,88065.5,1474,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.058134,0.932294,0.403637,0.146013,0.386252,594.96,1474,,Surface,,,,,1,
Ellipticity (prolate),0.0397362,0.918747,0.403901,0.171524,0.383952,595.351,1474,,Surface,,,,,1,
Intensity Max,1197,65535,9716.96,12351.2,5106.5,1.43228e+07,1474,,Surface,1,,Image 1,,1,
Intensity Max,1290,65535,7015.75,9086.04,4459,1.03412e+07,1474,,Surface,2,,Image 1,,1,
Intensity Max,2745,65535,10173.1,9269.37,7081.5,1.49952e+07,1474,,Surface,3,,Image 1,,1,
Intensity Max,11721,65535,18422.8,7367.46,16459.5,2.71552e+07,1474,,Surface,4,,Image 1,,1,
Intensity Max,1197,65535,9716.96,12351.2,5106.5,1.43228e+07,1474,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,2982.97,7175.07,0,4.3969e+06,1474,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,7864.38,11607.5,0,1.15921e+07,1474,,Surface,7,,Image 1,,1,
Intensity Mean,412.389,53203.5,3229.46,4955.46,1792.44,4.76022e+06,1474,,Surface,1,,Image 1,,1,
Intensity Mean,499,40342.5,2785.68,3002.24,2055.85,4.10609e+06,1474,,Surface,2,,Image 1,,1,
Intensity Mean,1565.26,17379.8,4279.73,2044.32,3717.43,6.30832e+06,1474,,Surface,3,,Image 1,,1,
Intensity Mean,9829.27,24977.8,11782.4,1483.94,11492.2,1.73673e+07,1474,,Surface,4,,Image 1,,1,
Intensity Mean,412.389,53203.5,3229.46,4955.46,1792.44,4.76022e+06,1474,,Surface,5,,Image 1,,1,
Intensity Mean,0,22926.4,537.352,1450.9,0,792057,1474,,Surface,6,,Image 1,,1,
Intensity Mean,0,21013.2,2118.33,3782.59,0,3.12242e+06,1474,,Surface,7,,Image 1,,1,
Intensity Median,243.53,52528.6,2931.65,4882.94,1663.56,4.32126e+06,1474,,Surface,1,,Image 1,,1,
Intensity Median,411.484,39485.7,2615.74,2837.16,1958.46,3.8556e+06,1474,,Surface,2,,Image 1,,1,
Intensity Median,1430.45,17893,4039.37,1939.96,3550.39,5.95403e+06,1474,,Surface,3,,Image 1,,1,
Intensity Median,9364.44,21360.5,11553,1019.21,11370.7,1.70292e+07,1474,,Surface,4,,Image 1,,1,
Intensity Median,243.53,52528.6,2931.65,4882.94,1663.56,4.32126e+06,1474,,Surface,5,,Image 1,,1,
Intensity Median,0,24144.8,368.557,1364.27,0,543254,1474,,Surface,6,,Image 1,,1,
Intensity Median,0,16264.7,1552.46,3851.29,0,2.28832e+06,1474,,Surface,7,,Image 1,,1,
Intensity Min,0,38837,704.908,2986.26,63.5,1.03903e+06,1474,,Surface,1,,Image 1,,1,
Intensity Min,11,28273,947.651,1817.34,576,1.39684e+06,1474,,Surface,2,,Image 1,,1,
Intensity Min,233,12278,1932.71,1214.57,1644,2.84882e+06,1474,,Surface,3,,Image 1,,1,
Intensity Min,3117,12448,7259.69,1444.43,7314.5,1.07008e+07,1474,,Surface,4,,Image 1,,1,
Intensity Min,0,38837,704.908,2986.26,63.5,1.03903e+06,1474,,Surface,5,,Image 1,,1,
Intensity Min,0,12717,90.9057,560.331,0,133995,1474,,Surface,6,,Image 1,,1,
Intensity Min,0,10810,491.757,1957.63,0,724850,1474,,Surface,7,,Image 1,,1,
Intensity StdDev,273.207,17085.7,1724.42,2027.32,1008.51,2.5418e+06,1474,,Surface,1,,Image 1,,1,
Intensity StdDev,259.041,14758,1108.17,1358.06,760.978,1.63344e+06,1474,,Surface,2,,Image 1,,1,
Intensity StdDev,312.571,9031.28,1426.04,1121.8,1005.85,2.10198e+06,1474,,Surface,3,,Image 1,,1,
Intensity StdDev,561.252,17488.1,2231.61,1582.02,1909.21,3.28939e+06,1474,,Surface,4,,Image 1,,1,
Intensity StdDev,273.207,17085.7,1724.42,2027.32,1008.51,2.5418e+06,1474,,Surface,5,,Image 1,,1,
Intensity StdDev,0,19889.1,512.731,1167.18,0,755765,1474,,Surface,6,,Image 1,,1,
Intensity StdDev,0,19250.4,1820.05,2867.42,0,2.68276e+06,1474,,Surface,7,,Image 1,,1,
Intensity Sum,4747,4.09637e+09,1.07575e+07,1.36336e+08,145264,1.58566e+10,1474,,Surface,1,,Image 1,,1,
Intensity Sum,6487,1.80832e+09,6.15409e+06,6.59936e+07,159691,9.07112e+09,1474,,Surface,2,,Image 1,,1,
Intensity Sum,22845,4.93094e+09,1.65414e+07,1.84071e+08,275778,2.43821e+10,1474,,Surface,3,,Image 1,,1,
Intensity Sum,101423,1.89411e+10,5.35286e+07,6.73894e+08,789174,7.89012e+10,1474,,Surface,4,,Image 1,,1,
