
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,3.64891,19337.4,174.646,1014.15,16.7912,135875,778,um^2,Surface,,,,,1,
Distance from Origin,62.8139,495.729,308.961,83.3158,318.533,240372,778,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,170.681,59.6336,42.7391,53.3243,46395,778,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0379446,0.878185,0.382729,0.149288,0.363838,297.763,778,,Surface,,,,,1,
Ellipticity (prolate),0.0303002,0.916637,0.442845,0.188717,0.428856,344.533,778,,Surface,,,,,1,
Intensity Max,2962,65535,20183.5,15276.2,14866,1.57028e+07,778,,Surface,1,,Image 1,,1,
Intensity Max,2422,65535,9989.06,10058.3,6905,7.77149e+06,778,,Surface,2,,Image 1,,1,
Intensity Max,5809,65535,14133.3,9583.21,11407.5,1.09957e+07,778,,Surface,3,,Image 1,,1,
Intensity Max,12529,65535,20709.3,9216.83,17586,1.61119e+07,778,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,10809.5,14415.1,6117,8.40979e+06,778,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,6129.92,8531.4,5047.5,4.76907e+06,778,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,11987.1,12956.9,13657,9.326e+06,778,,Surface,7,,Image 1,,1,
Intensity Mean,1042.25,38897.2,6175.87,4896.54,4727.2,4.80483e+06,778,,Surface,1,,Image 1,,1,
Intensity Mean,1257.77,39117.9,3573.37,2446.78,3061.99,2.78008e+06,778,,Surface,2,,Image 1,,1,
Intensity Mean,3006.5,16500.7,6174.57,1651.89,5908.66,4.80381e+06,778,,Surface,3,,Image 1,,1,
Intensity Mean,9859.8,24571.4,11634.3,1618.41,11242.9,9.05149e+06,778,,Surface,4,,Image 1,,1,
Intensity Mean,0,26018.3,1622.88,3062.89,303.075,1.2626e+06,778,,Surface,5,,Image 1,,1,
Intensity Mean,0,22600.8,1095.94,1848.43,239.161,852640,778,,Surface,6,,Image 1,,1,
Intensity Mean,0,17378.2,2754.28,3574.77,799.371,2.14283e+06,778,,Surface,7,,Image 1,,1,
Intensity Median,838.936,38894.4,5515.57,4653.73,4017.05,4.29111e+06,778,,Surface,1,,Image 1,,1,
Intensity Median,1165.44,37175.8,3380.44,2313.54,2917.1,2.62998e+06,778,,Surface,2,,Image 1,,1,
Intensity Median,2877.08,15866.2,5942.01,1544.24,5639.03,4.62288e+06,778,,Surface,3,,Image 1,,1,
Intensity Median,9738,17981.9,11270.2,986.127,11075.3,8.76821e+06,778,,Surface,4,,Image 1,,1,
Intensity Median,0,22359.7,1033.95,2930.36,1.03732,804413,778,,Surface,5,,Image 1,,1,
Intensity Median,0,25276.2,757.35,1923.69,0.605719,589219,778,,Surface,6,,Image 1,,1,
Intensity Median,0,14745.7,1883.99,3962.78,2.91899,1.46574e+06,778,,Surface,7,,Image 1,,1,
Intensity Min,0,18447,1038.74,1952.63,336,808138,778,,Surface,1,,Image 1,,1,
Intensity Min,11,8695,981.564,817.777,788,763657,778,,Surface,2,,Image 1,,1,
Intensity Min,175,8275,2840.8,1071.37,2686.5,2.21014e+06,778,,Surface,3,,Image 1,,1,
Intensity Min,3320,9611,6597.31,961.826,6656.5,5.13271e+06,778,,Surface,4,,Image 1,,1,
Intensity Min,0,12688,75.6851,664.043,0,58883,778,,Surface,5,,Image 1,,1,
Intensity Min,0,4991,74.1427,440.932,0,57683,778,,Surface,6,,Image 1,,1,
Intensity Min,0,8120,240.934,1300.34,0,187447,778,,Surface,7,,Image 1,,1,
Intensity StdDev,601.916,17414.2,3208.58,2406.41,2462.92,2.49627e+06,778,,Surface,1,,Image 1,,1,
Intensity StdDev,489.452,20581.9,1385.74,1354.16,1037.3,1.07811e+06,778,,Surface,2,,Image 1,,1,
Intensity StdDev,659.241,9289.87,1664.29,885.615,1423.54,1.29482e+06,778,,Surface,3,,Image 1,,1,
Intensity StdDev,1096.07,16573.6,2431.32,1825.48,1926.4,1.89157e+06,778,,Surface,4,,Image 1,,1,
Intensity StdDev,0,17265,1803.06,2433.7,963.404,1.40278e+06,778,,Surface,5,,Image 1,,1,
Intensity StdDev,0,9549.75,1084.49,1291.85,814.707,843735,778,,Surface,6,,Image 1,,1,
Intensity StdDev,0,19717,2769.53,3041.62,2172.86,2.15469e+06,778,,Surface,7,,Image 1,,1,
Intensity Sum,71105,3.94373e+09,4.2261e+07,2.90375e+08,1.17987e+06,3.28791e+10,778,,Surface,1,,Image 1,,1,
Intensity Sum,65404,2.49539e+09,2.36361e+07,1.64624e+08,748592,1.83889e+10,778,,Surface,2,,Image 1,,1,
Intensity Sum,198476,4.65411e+09,5.01397e+07,3.51122e+08,1.27497e+06,3.90087e+10,778,,Surface,3,,Image 1,,1,
Intensity Sum,520876,1.49901e+10,1.3855e+08,1.06412e+09,2.41787e+06,1.07792e+11,778,,Surface,4,,Image 1,,1,
Intensity Sum,0,1.58296e+09,1.47722e+07,1.16673e+08,100612,1.14928e+10,778,,Surface,5,,Image 1,,1,
Intensity Sum,0,7.46949e+08,7.31736e+06,5.39862e+07,86985.5,5.69291e+09,778,,Surface,6,,Image 1,,1,
Intensity Sum,0,5.76258e+09,5.15562e+07,4.25328e+08,277063,4.01107e+10,778,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,778,778,,Surface,,,,,1,
Position X,0.860005,353.079,181.143,93.8803,181.021,140929,778,um,Surface,,Position,,,1,
Position Y,0.478666,353.281,221.765,91.2408,240.766,172534,778,um,Surface,,Position,,,1,
Position Z,51.2241,64.5,57.0841,2.97644,56.499,44411.5,778,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,-0.62566,26.7292,5.82993,5.52758,4.4529,4535.69,778,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.67194,6.25685,0.491321,0.945309,0,382.248,778,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-0.581284,7.13296,1.12637,1.33407,0.630733,876.313,778,um,Surface,,,,Surfaces 1,1,
Sphericity,0.177347,0.978559,0.768964,0.136339,0.784759,598.254,778,,Surface,,,,,1,
Time,0,0,0,0,0,0,778,s,Surface,,,,,1,
Time Index,1,1,1,0,1,778,778,,Surface,,,,,1,
Volume,0.327691,21218.8,222.93,1561.76,4.84616,173440,778,um^3,Surface,,,,,1,
