
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,14.289,44970.6,301.701,2212.64,37.9299,155376,515,um^2,Surface,,,,,1,
Distance from Origin,14.7084,476.747,245.218,104.864,244.526,126287,515,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,163.456,58.0994,40.3406,52.5764,29921.2,515,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0543669,0.940869,0.380804,0.160698,0.366005,196.114,515,,Surface,,,,,1,
Ellipticity (prolate),0.00803461,0.889187,0.43521,0.181836,0.432459,224.133,515,,Surface,,,,,1,
Intensity Max,3446,65535,12286.9,13023,6455,6.32774e+06,515,,Surface,1,,Image 1,,1,
Intensity Max,2268,37716,5142.07,3937.37,4132,2.64816e+06,515,,Surface,2,,Image 1,,1,
Intensity Max,2844,65535,11452.3,10790.2,7729,5.89792e+06,515,,Surface,3,,Image 1,,1,
Intensity Max,9112,65535,14628.8,8073.74,12143,7.53385e+06,515,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,8513.28,13137.7,4699,4.38434e+06,515,,Surface,5,,Image 1,,1,
Intensity Max,0,34452,3540.33,3808.76,3348,1.82327e+06,515,,Surface,6,,Image 1,,1,
Intensity Max,0,35495,724.144,3759.39,0,372934,515,,Surface,7,,Image 1,,1,
Intensity Mean,952.821,36599.6,2641.08,2759.35,1852.93,1.36016e+06,515,,Surface,1,,Image 1,,1,
Intensity Mean,766.304,9429.59,1586.12,579.712,1488.47,816853,515,,Surface,2,,Image 1,,1,
Intensity Mean,1222.13,8830.02,3157.41,887.028,3086.66,1.62607e+06,515,,Surface,3,,Image 1,,1,
Intensity Mean,6465.37,15232.2,7349.61,1001.67,6973.58,3.78505e+06,515,,Surface,4,,Image 1,,1,
Intensity Mean,0,36599.6,774.8,2262.65,218.777,399022,515,,Surface,5,,Image 1,,1,
Intensity Mean,0,4486.46,373.615,503.785,187.348,192412,515,,Surface,6,,Image 1,,1,
Intensity Mean,0,2918.12,18.4124,181.445,0,9482.37,515,,Surface,7,,Image 1,,1,
Intensity Median,808.838,37266.4,2278.91,2530.6,1700.2,1.17364e+06,515,,Surface,1,,Image 1,,1,
Intensity Median,670.662,8465.2,1489.22,520.274,1408.85,766950,515,,Surface,2,,Image 1,,1,
Intensity Median,1176.56,7444.24,2925.04,711.798,2944.67,1.5064e+06,515,,Surface,3,,Image 1,,1,
Intensity Median,6401.02,11899,7102.64,613.622,6870.88,3.65786e+06,515,,Surface,4,,Image 1,,1,
Intensity Median,0,37266.4,380.049,2175.19,1.28,195725,515,,Surface,5,,Image 1,,1,
Intensity Median,0,2733.44,151.336,439.876,0.9785,77938.3,515,,Surface,6,,Image 1,,1,
Intensity Median,0,21.3033,0.245352,1.55095,0,126.356,515,,Surface,7,,Image 1,,1,
Intensity Min,0,4563,62.0544,293.695,0,31958,515,,Surface,1,,Image 1,,1,
Intensity Min,2,2016,227.21,156.997,201,117013,515,,Surface,2,,Image 1,,1,
Intensity Min,139,1971,981.355,357.069,980,505398,515,,Surface,3,,Image 1,,1,
Intensity Min,630,4721,3534.28,510.261,3596,1.82015e+06,515,,Surface,4,,Image 1,,1,
Intensity Min,0,4563,10.967,203.598,0,5648,515,,Surface,5,,Image 1,,1,
Intensity Min,0,528,2.22524,30.1196,0,1146,515,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,515,,Surface,7,,Image 1,,1,
Intensity StdDev,698.503,17693.6,1785.33,1862.01,1042.17,919444,515,,Surface,1,,Image 1,,1,
Intensity StdDev,411.835,4311.16,699.337,327.77,628.406,360158,515,,Surface,2,,Image 1,,1,
Intensity StdDev,412.608,5728.11,1224.06,802.691,915.778,630393,515,,Surface,3,,Image 1,,1,
Intensity StdDev,971.343,10178.9,1704.48,1152.03,1311.68,877808,515,,Surface,4,,Image 1,,1,
Intensity StdDev,0,16106.7,1146.81,1888.84,702.316,590608,515,,Surface,5,,Image 1,,1,
Intensity StdDev,0,5769.48,555.381,525.849,551.256,286021,515,,Surface,6,,Image 1,,1,
Intensity StdDev,0,3961.26,56.1511,347.421,0,28917.8,515,,Surface,7,,Image 1,,1,
Intensity Sum,251481,6.55848e+09,3.63601e+07,3.30447e+08,1.15437e+06,1.87254e+10,515,,Surface,1,,Image 1,,1,
Intensity Sum,193913,3.82607e+09,2.08509e+07,1.9151e+08,821364,1.07382e+10,515,,Surface,2,,Image 1,,1,
Intensity Sum,329452,8.6929e+09,5.60155e+07,4.76446e+08,1.52802e+06,2.8848e+10,515,,Surface,3,,Image 1,,1,
Intensity Sum,1.33508e+06,2.01942e+10,1.38338e+08,1.16764e+09,3.78622e+06,7.12439e+10,515,,Surface,4,,Image 1,,1,
Intensity Sum,0,3.56857e+09,1.91526e+07,1.81243e+08,118885,9.86361e+09,515,,Surface,5,,Image 1,,1,
Intensity Sum,0,1.62644e+09,9.40988e+06,8.60782e+07,98353,4.84609e+09,515,,Surface,6,,Image 1,,1,
Intensity Sum,0,1.86534e+08,620718,8.66491e+06,0,3.1967e+08,515,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,515,515,,Surface,,,,,1,
Position X,0.611757,352.978,162.13,99.021,139.739,83496.9,515,um,Surface,,Position,,,1,
Position Y,0.662448,352.693,161.052,94.8373,158.185,82941.6,515,um,Surface,,Position,,,1,
Position Z,5.15476,22.046,9.47078,3.9256,7.66667,4877.45,515,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,-0.674346,19.373,4.39355,4.22994,3.37829,2262.68,515,,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.063378,5.67096,0.286961,0.782603,0,147.785,515,,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-0.473207,9.21555,1.21576,1.6015,0.586758,626.117,515,,Surface,,,,Surfaces 1,1,
Sphericity,0.161104,0.972088,0.688006,0.158593,0.685392,354.323,515,,Surface,,,,,1,
Time,0,0,0,0,0,0,515,s,Surface,,,,,1,
Time Index,1,1,1,0,1,515,515,,Surface,,,,,1,
Volume,1.66157,57986.1,372.012,3123.78,12.7993,191586,515,um^3,Surface,,,,,1,
