
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,14.4953,15356.7,304.112,1252.55,53.5856,175473,577,um^2,Surface,,,,,1,
Distance from Origin,28.8407,493.121,292.625,94.643,303.323,168845,577,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,164.321,56.7236,42.4994,49.0356,32729.5,577,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0753442,0.863439,0.408274,0.146375,0.380922,235.574,577,,Surface,,,,,1,
Ellipticity (prolate),0.0315373,0.836489,0.415183,0.164702,0.414976,239.56,577,,Surface,,,,,1,
Intensity Max,3792,65535,16286.5,15419.4,9172,9.39734e+06,577,,Surface,1,,Image 1,,1,
Intensity Max,2588,65535,10840.9,12720.9,5830,6.25521e+06,577,,Surface,2,,Image 1,,1,
Intensity Max,4607,65535,17280.2,12822.1,13512,9.97068e+06,577,,Surface,3,,Image 1,,1,
Intensity Max,11001,65535,19375.7,10361.3,16289,1.11798e+07,577,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,8760.18,14074.9,4478,5.05462e+06,577,,Surface,5,,Image 1,,1,
Intensity Max,0,65342,5349.16,8460.45,3759,3.08646e+06,577,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,11442.5,13358.7,11239,6.60234e+06,577,,Surface,7,,Image 1,,1,
Intensity Mean,763.473,22244.4,3069.02,2619.53,2159.14,1.77083e+06,577,,Surface,1,,Image 1,,1,
Intensity Mean,1055.44,28832.9,2553.06,2243.17,1999.01,1.47312e+06,577,,Surface,2,,Image 1,,1,
Intensity Mean,2159.42,29058.5,4840.66,2157.25,4440.18,2.79306e+06,577,,Surface,3,,Image 1,,1,
Intensity Mean,7546.38,19353.4,8762.21,1319.14,8443.27,5.05579e+06,577,,Surface,4,,Image 1,,1,
Intensity Mean,0,16593.6,505.021,1280.73,75.571,291397,577,,Surface,5,,Image 1,,1,
Intensity Mean,0,4587.81,350.739,640.409,84.7824,202376,577,,Surface,6,,Image 1,,1,
Intensity Mean,0,11737.5,1287.89,2113.25,331.604,743114,577,,Surface,7,,Image 1,,1,
Intensity Median,584.044,22205.2,2563.82,2303.64,1930.98,1.47933e+06,577,,Surface,1,,Image 1,,1,
Intensity Median,968.204,28281.9,2297.72,1991.39,1875.49,1.32579e+06,577,,Surface,2,,Image 1,,1,
Intensity Median,1985.1,30129.4,4410.86,1985.18,4088.95,2.54507e+06,577,,Surface,3,,Image 1,,1,
Intensity Median,7449.32,11876.6,8333.8,587.285,8211.52,4.8086e+06,577,,Surface,4,,Image 1,,1,
Intensity Median,0,17147.1,175.548,1087.52,1.0925,101291,577,,Surface,5,,Image 1,,1,
Intensity Median,0,4127.13,118.442,511.604,0.9995,68340.9,577,,Surface,6,,Image 1,,1,
Intensity Median,0,10351,446.401,1756.71,3.31982,257573,577,,Surface,7,,Image 1,,1,
Intensity Min,0,6224,80.2114,391.13,0,46282,577,,Surface,1,,Image 1,,1,
Intensity Min,4,4922,352.506,381.361,275,203396,577,,Surface,2,,Image 1,,1,
Intensity Min,121,14408,1525.49,968.418,1341,880206,577,,Surface,3,,Image 1,,1,
Intensity Min,1156,5347,3817.07,584.342,3851,2.20245e+06,577,,Surface,4,,Image 1,,1,
Intensity Min,0,2466,4.59272,102.844,0,2650,577,,Surface,5,,Image 1,,1,
Intensity Min,0,683,3.2773,45.4186,0,1891,577,,Surface,6,,Image 1,,1,
Intensity Min,0,4482,22.4367,310.801,0,12946,577,,Surface,7,,Image 1,,1,
Intensity StdDev,647.977,12639.6,2229.06,2145.55,1256.05,1.28617e+06,577,,Surface,1,,Image 1,,1,
Intensity StdDev,498.497,13629.8,1321.12,1540.07,799.73,762288,577,,Surface,2,,Image 1,,1,
Intensity StdDev,608.409,11296.4,1987.27,1440.72,1632.97,1.14665e+06,577,,Surface,3,,Image 1,,1,
Intensity StdDev,1149.75,16889.4,2376.85,1865.17,1918.09,1.37144e+06,577,,Surface,4,,Image 1,,1,
Intensity StdDev,0,12231.4,964,1618.05,437.589,556228,577,,Surface,5,,Image 1,,1,
Intensity StdDev,0,8681.55,624.47,858.731,430.624,360319,577,,Surface,6,,Image 1,,1,
Intensity StdDev,0,18622.7,2109.07,2690.19,1618.32,1.21694e+06,577,,Surface,7,,Image 1,,1,
Intensity Sum,187051,4.26432e+09,5.3628e+07,3.32071e+08,2.42902e+06,3.09433e+10,577,,Surface,1,,Image 1,,1,
Intensity Sum,219338,2.22665e+09,3.14933e+07,1.82482e+08,2.00615e+06,1.81716e+10,577,,Surface,2,,Image 1,,1,
Intensity Sum,505565,6.20329e+09,8.74079e+07,5.28299e+08,4.35609e+06,5.04344e+10,577,,Surface,3,,Image 1,,1,
Intensity Sum,1.56948e+06,1.39269e+10,2.01563e+08,1.30515e+09,7.44575e+06,1.16302e+11,577,,Surface,4,,Image 1,,1,
Intensity Sum,0,1.94847e+09,1.95728e+07,1.36876e+08,98805,1.12935e+10,577,,Surface,5,,Image 1,,1,
Intensity Sum,0,6.11515e+08,7.7704e+06,5.11956e+07,109891,4.48352e+09,577,,Surface,6,,Image 1,,1,
Intensity Sum,0,6.98618e+09,8.05095e+07,5.90305e+08,395373,4.6454e+10,577,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,577,577,,Surface,,,,,1,
Position X,0.983869,352.949,189.257,98.8596,195.351,109201,577,um,Surface,,Position,,,1,
Position Y,0.744148,352.798,195.462,99.6249,209.841,112782,577,um,Surface,,Position,,,1,
Position Z,22.5928,36.4795,29.1664,3.72953,28.7051,16829,577,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,-0.71194,17.7539,3.55336,3.77645,2.46836,2050.29,577,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.99263,8.54313,0.63311,1.28741,0,365.304,577,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,0,9.85999,2.02245,1.90647,1.67502,1166.95,577,um,Surface,,,,Surfaces 1,1,
Sphericity,0.277572,0.960419,0.723348,0.131684,0.730374,417.372,577,,Surface,,,,,1,
Time,0,0,0,0,0,0,577,s,Surface,,,,,1,
Time Index,1,1,1,0,1,577,577,,Surface,,,,,1,
Volume,3.36607,26168.8,418.975,2410.27,24.3411,241748,577,um^3,Surface,,,,,1,
