
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,14.9778,16089.4,409.445,1588.21,54.7051,176061,430,um^2,Surface,,,,,1,
Distance from Origin,12.6587,478.166,263.338,93.986,269.842,113236,430,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,161.908,58.7537,42.2187,53.0896,25264.1,430,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0781408,0.858397,0.398613,0.150595,0.384976,171.403,430,,Surface,,,,,1,
Ellipticity (prolate),0.0388119,0.851219,0.42958,0.175472,0.422717,184.72,430,,Surface,,,,,1,
Intensity Max,3404,54027,11529.9,8840.42,7993.5,4.95784e+06,430,,Surface,1,,Image 1,,1,
Intensity Max,1904,36941,4379.15,3293.26,3443.5,1.88303e+06,430,,Surface,2,,Image 1,,1,
Intensity Max,2594,65535,11809.4,10311.8,8498,5.07806e+06,430,,Surface,3,,Image 1,,1,
Intensity Max,7948,65535,16560,11326.5,13225,7.12079e+06,430,,Surface,4,,Image 1,,1,
Intensity Max,0,54027,8209.63,9590.2,6128,3.53014e+06,430,,Surface,5,,Image 1,,1,
Intensity Max,0,27894,1740.57,2747.43,0,748446,430,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,1631.78,6920.97,0,701667,430,,Surface,7,,Image 1,,1,
Intensity Mean,820.494,13004.4,2492.53,1419.32,2077.25,1.07179e+06,430,,Surface,1,,Image 1,,1,
Intensity Mean,690.868,5272.67,1174.49,355.222,1101.06,505031,430,,Surface,2,,Image 1,,1,
Intensity Mean,1154.33,14008.1,2462.13,1499.04,2051.78,1.05872e+06,430,,Surface,3,,Image 1,,1,
Intensity Mean,5520.85,15056.8,6707.09,1313.19,6344.78,2.88405e+06,430,,Surface,4,,Image 1,,1,
Intensity Mean,0,11949.5,831.961,1364.18,354.785,357743,430,,Surface,5,,Image 1,,1,
Intensity Mean,0,2535.7,118.676,332.325,0,51030.5,430,,Surface,6,,Image 1,,1,
Intensity Mean,0,4728.32,63.3243,417.732,0,27229.4,430,,Surface,7,,Image 1,,1,
Intensity Median,627.416,12461,2219.37,1272.18,1882.17,954330,430,,Surface,1,,Image 1,,1,
Intensity Median,632.728,3861.2,1084.41,287.972,1029.81,466297,430,,Surface,2,,Image 1,,1,
Intensity Median,1130.54,13856,2170.55,1385.25,1809.23,933336,430,,Surface,3,,Image 1,,1,
Intensity Median,5512.21,10177.8,6298.07,585.833,6147.19,2.70817e+06,430,,Surface,4,,Image 1,,1,
Intensity Median,0,11405.2,437.276,1214.28,1.96,188029,430,,Surface,5,,Image 1,,1,
Intensity Median,0,2353.42,56.4547,294.858,0,24275.5,430,,Surface,6,,Image 1,,1,
Intensity Median,0,5406.17,33.3066,396.415,0,14321.8,430,,Surface,7,,Image 1,,1,
Intensity Min,0,2759,65.8372,283.229,0,28310,430,,Surface,1,,Image 1,,1,
Intensity Min,1,780,137.409,88.081,127,59086,430,,Surface,2,,Image 1,,1,
Intensity Min,118,5520,553.133,457.165,472.5,237847,430,,Surface,3,,Image 1,,1,
Intensity Min,1244,3765,2527.05,496.396,2537.5,1.08663e+06,430,,Surface,4,,Image 1,,1,
Intensity Min,0,1621,17.0581,137.544,0,7335,430,,Surface,5,,Image 1,,1,
Intensity Min,0,780,4.46279,47.8503,0,1919,430,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,430,,Surface,7,,Image 1,,1,
Intensity StdDev,678.986,6725.32,1529.32,872.658,1176.21,657608,430,,Surface,1,,Image 1,,1,
Intensity StdDev,350.509,4297.11,561.575,277.044,499.528,241477,430,,Surface,2,,Image 1,,1,
Intensity StdDev,375.039,6355.13,1249.1,915.683,901.623,537112,430,,Surface,3,,Image 1,,1,
Intensity StdDev,961.637,13446.1,2105.11,1814.52,1627.81,905196,430,,Surface,4,,Image 1,,1,
Intensity StdDev,0,6678.73,1054.2,1097.3,883.763,453306,430,,Surface,5,,Image 1,,1,
Intensity StdDev,0,1436.64,186.483,302.416,0,80187.7,430,,Surface,6,,Image 1,,1,
Intensity StdDev,0,4405.05,121.181,529,0,52107.9,430,,Surface,7,,Image 1,,1,
Intensity Sum,220815,3.91668e+09,5.68455e+07,3.05164e+08,2.07489e+06,2.44436e+10,430,,Surface,1,,Image 1,,1,
Intensity Sum,175061,1.29665e+09,2.29882e+07,1.14288e+08,1.01271e+06,9.88493e+09,430,,Surface,2,,Image 1,,1,
Intensity Sum,295496,4.37323e+09,6.96598e+07,3.76252e+08,1.84694e+06,2.99537e+10,430,,Surface,3,,Image 1,,1,
Intensity Sum,1.19496e+06,1.20036e+10,2.28822e+08,1.22623e+09,5.42517e+06,9.83934e+10,430,,Surface,4,,Image 1,,1,
Intensity Sum,0,2.83082e+09,3.44643e+07,2.11648e+08,371427,1.48196e+10,430,,Surface,5,,Image 1,,1,
Intensity Sum,0,4.52164e+08,4.38887e+06,3.02831e+07,0,1.88721e+09,430,,Surface,6,,Image 1,,1,
Intensity Sum,0,1.35426e+08,927975,8.40008e+06,0,3.99029e+08,430,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,430,430,,Surface,,,,,1,
Position X,0.732392,352.165,162.144,95.555,146.149,69722.1,430,um,Surface,,Position,,,1,
Position Y,0.722668,352.802,182.207,96.921,175.2,78349.2,430,um,Surface,,Position,,,1,
Position Z,2.98359,21.1853,11.8631,4.99553,11.1736,5101.14,430,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,0,19.9779,3.78709,4.06704,2.68168,1628.45,430,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.870172,5.48296,0.236832,0.683272,0,101.838,430,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-0.853076,7.59544,1.0085,1.52065,0.0770894,433.653,430,um,Surface,,,,Surfaces 1,1,
Sphericity,0.279806,0.95318,0.712362,0.134922,0.729871,306.316,430,,Surface,,,,,1,
Time,0,0,0,0,0,0,430,s,Surface,,,,,1,
Time Index,1,1,1,0,1,430,430,,Surface,,,,,1,
Volume,3.57203,30738,609.98,2966.31,24.4799,262291,430,um^3,Surface,,,,,1,
