
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,11.4529,19042.7,255.04,1259.66,33.7519,146138,573,um^2,Surface,,,,,1,
Distance from Origin,22.2781,491.261,283.434,94.0976,292.64,162408,573,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,165.271,60.7868,44.8198,51.0266,34830.8,573,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0740268,0.838485,0.400016,0.148343,0.37377,229.209,573,,Surface,,,,,1,
Ellipticity (prolate),0.0605601,0.904035,0.418804,0.167364,0.41981,239.974,573,,Surface,,,,,1,
Intensity Max,2965,65535,16787.8,15850.6,9258,9.61939e+06,573,,Surface,1,,Image 1,,1,
Intensity Max,2293,65535,8332.47,10845.3,5116,4.77451e+06,573,,Surface,2,,Image 1,,1,
Intensity Max,3933,65535,15137.7,12946.7,10730,8.67392e+06,573,,Surface,3,,Image 1,,1,
Intensity Max,12807,65535,20909.7,9224.63,18252,1.19812e+07,573,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,9284.07,15917.2,3433,5.31977e+06,573,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,4288.36,8862.17,2657,2.45723e+06,573,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,11391.3,14005.3,11893,6.52722e+06,573,,Surface,7,,Image 1,,1,
Intensity Mean,767.319,27580.9,3613.95,3350.4,2339.64,2.07079e+06,573,,Surface,1,,Image 1,,1,
Intensity Mean,904.764,34172.2,2262.27,2254.57,1858.93,1.29628e+06,573,,Surface,2,,Image 1,,1,
Intensity Mean,1940.3,20636.3,4529.15,1970.48,3979.85,2.5952e+06,573,,Surface,3,,Image 1,,1,
Intensity Mean,9315.18,21887.7,10900.3,1449.9,10543.5,6.24585e+06,573,,Surface,4,,Image 1,,1,
Intensity Mean,0,19122.9,821.631,2089,36.4734,470794,573,,Surface,5,,Image 1,,1,
Intensity Mean,0,28055,466.416,1517.38,29.6422,267256,573,,Surface,6,,Image 1,,1,
Intensity Mean,0,14805.8,1957.85,3143.57,160.984,1.12185e+06,573,,Surface,7,,Image 1,,1,
Intensity Median,575.004,24861.3,3033.82,3008.35,2054.1,1.73838e+06,573,,Surface,1,,Image 1,,1,
Intensity Median,779.038,31021.2,2055.94,2005.41,1746.17,1.17805e+06,573,,Surface,2,,Image 1,,1,
Intensity Median,1875.55,20715.7,4142.54,1710.23,3692.3,2.37368e+06,573,,Surface,3,,Image 1,,1,
Intensity Median,9302.19,16097.7,10516,805.817,10320.1,6.02567e+06,573,,Surface,4,,Image 1,,1,
Intensity Median,0,17299.3,399.224,1740.77,0,228755,573,,Surface,5,,Image 1,,1,
Intensity Median,0,28610.7,278.719,1520.8,0,159706,573,,Surface,6,,Image 1,,1,
Intensity Median,0,12192,1156.99,3124.53,0,662955,573,,Surface,7,,Image 1,,1,
Intensity Min,0,10371,172.145,735.059,0,98639,573,,Surface,1,,Image 1,,1,
Intensity Min,3,9184,369.614,539.637,294,211789,573,,Surface,2,,Image 1,,1,
Intensity Min,245,6269,1438.8,653.112,1305,824432,573,,Surface,3,,Image 1,,1,
Intensity Min,2687,7301,5373.47,829.763,5435,3.079e+06,573,,Surface,4,,Image 1,,1,
Intensity Min,0,804,3.81675,45.4428,0,2187,573,,Surface,5,,Image 1,,1,
Intensity Min,0,1000,7.48866,71.9827,0,4291,573,,Surface,6,,Image 1,,1,
Intensity Min,0,7008,73.2443,661.535,0,41969,573,,Surface,7,,Image 1,,1,
Intensity StdDev,666.008,15932,2492.55,2413.94,1346.49,1.42823e+06,573,,Surface,1,,Image 1,,1,
Intensity StdDev,458.895,16972.5,1122.29,1543.87,751.399,643072,573,,Surface,2,,Image 1,,1,
Intensity StdDev,555.839,13992.6,1844.41,1493.06,1351.44,1.05685e+06,573,,Surface,3,,Image 1,,1,
Intensity StdDev,1354.71,14615.1,2525.67,1695.17,2113.87,1.44721e+06,573,,Surface,4,,Image 1,,1,
Intensity StdDev,0,15550.5,1248.61,2294.51,297.89,715452,573,,Surface,5,,Image 1,,1,
Intensity StdDev,0,20311.2,594.621,1287.46,224.987,340718,573,,Surface,6,,Image 1,,1,
Intensity StdDev,0,16695.9,2369.2,2989.64,1274.58,1.35755e+06,573,,Surface,7,,Image 1,,1,
Intensity Sum,149915,4.54261e+09,4.31739e+07,2.96438e+08,1.46042e+06,2.47387e+10,573,,Surface,1,,Image 1,,1,
Intensity Sum,163823,2.12075e+09,2.05628e+07,1.36064e+08,928088,1.17825e+10,573,,Surface,2,,Image 1,,1,
Intensity Sum,376578,6.1532e+09,6.6213e+07,4.38065e+08,2.01352e+06,3.794e+10,573,,Surface,3,,Image 1,,1,
