
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,19.3405,41998.5,479.391,3233.82,53.5302,172581,360,um^2,Surface,,,,,1,
Distance from Origin,23.125,490.432,290.164,92.3234,294.351,104459,360,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,173.424,63.0209,45.5264,58.3054,22687.5,360,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0758087,0.860933,0.366752,0.147257,0.343452,132.031,360,,Surface,,,,,1,
Ellipticity (prolate),0.046101,0.877746,0.471845,0.169997,0.470748,169.864,360,,Surface,,,,,1,
Intensity Max,3430,57307,10874.8,8257.27,7439.5,3.91492e+06,360,,Surface,1,,Image 1,,1,
Intensity Max,2058,37949,4397.7,3551.92,3648,1.58317e+06,360,,Surface,2,,Image 1,,1,
Intensity Max,2149,59915,10171.7,9484.1,6534,3.66182e+06,360,,Surface,3,,Image 1,,1,
Intensity Max,3638,65535,8326.57,8819.07,6044.5,2.99756e+06,360,,Surface,4,,Image 1,,1,
Intensity Max,0,57307,6679.69,8306.49,5174,2.40469e+06,360,,Surface,5,,Image 1,,1,
Intensity Max,0,37762,2941.48,3360.23,2916,1.05893e+06,360,,Surface,6,,Image 1,,1,
Intensity Max,0,48419,959.511,5069.94,0,345424,360,,Surface,7,,Image 1,,1,
Intensity Mean,640.362,13122.5,2391.47,1351.36,1915.88,860930,360,,Surface,1,,Image 1,,1,
Intensity Mean,595.979,5076.73,1220.03,378.289,1130.98,439212,360,,Surface,2,,Image 1,,1,
Intensity Mean,904.014,17486.5,2187.83,1625.1,1826.68,787620,360,,Surface,3,,Image 1,,1,
Intensity Mean,2283.68,8549.48,2705.25,566.396,2591.97,973888,360,,Surface,4,,Image 1,,1,
Intensity Mean,0,7730.65,563.213,1012.14,170.93,202757,360,,Surface,5,,Image 1,,1,
Intensity Mean,0,2502.25,293.7,446.5,95.3745,105732,360,,Surface,6,,Image 1,,1,
Intensity Mean,0,1575.93,30.2216,174.26,0,10879.8,360,,Surface,7,,Image 1,,1,
Intensity Median,484.184,13607.9,2125.71,1235.72,1748.62,765255,360,,Surface,1,,Image 1,,1,
Intensity Median,547.512,4719.5,1134.66,339.335,1061.16,408478,360,,Surface,2,,Image 1,,1,
Intensity Median,809.872,18081.5,1958.65,1556.54,1650.63,705114,360,,Surface,3,,Image 1,,1,
Intensity Median,2233.41,4442.65,2534.3,243.553,2497.17,912348,360,,Surface,4,,Image 1,,1,
Intensity Median,0,8442.92,271.187,927.168,1.455,97627.2,360,,Surface,5,,Image 1,,1,
Intensity Median,0,2292.58,147.526,415.886,0.69175,53109.4,360,,Surface,6,,Image 1,,1,
Intensity Median,0,1835.43,13.6187,146.373,0,4902.72,360,,Surface,7,,Image 1,,1,
Intensity Min,0,2432,56.9611,220.952,0,20506,360,,Surface,1,,Image 1,,1,
Intensity Min,0,1126,141,96.6085,126,50760,360,,Surface,2,,Image 1,,1,
Intensity Min,14,3429,470.547,400.534,397,169397,360,,Surface,3,,Image 1,,1,
Intensity Min,155,1237,690.517,182.498,693,248586,360,,Surface,4,,Image 1,,1,
Intensity Min,0,724,6.70278,57.3755,0,2413,360,,Surface,5,,Image 1,,1,
Intensity Min,0,488,6.40556,45.196,0,2306,360,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,360,,Surface,7,,Image 1,,1,
Intensity StdDev,599.797,8009.85,1482.07,852.818,1127.28,533547,360,,Surface,1,,Image 1,,1,
Intensity StdDev,308.906,2622.61,572.422,203.649,527.644,206072,360,,Surface,2,,Image 1,,1,
Intensity StdDev,351.187,6472.27,1084.12,936.612,765.091,390283,360,,Surface,3,,Image 1,,1,
Intensity StdDev,545.576,10586.8,1008.37,909.579,819.458,363012,360,,Surface,4,,Image 1,,1,
Intensity StdDev,0,5284.19,822.274,876.623,624.653,296019,360,,Surface,5,,Image 1,,1,
Intensity StdDev,0,2354.58,403.046,372.235,378.228,145097,360,,Surface,6,,Image 1,,1,
Intensity StdDev,0,1625.55,56.3937,241.66,0,20301.7,360,,Surface,7,,Image 1,,1,
Intensity Sum,265602,9.05987e+09,6.71966e+07,5.71395e+08,1.70472e+06,2.41908e+10,360,,Surface,1,,Image 1,,1,
Intensity Sum,216525,4.40842e+09,3.23407e+07,2.74696e+08,939626,1.16426e+10,360,,Surface,2,,Image 1,,1,
Intensity Sum,279735,8.38463e+09,6.70101e+07,5.46898e+08,1.54325e+06,2.41237e+10,360,,Surface,3,,Image 1,,1,
Intensity Sum,604606,1.24627e+10,1.358e+08,1.07912e+09,1.98718e+06,4.88881e+10,360,,Surface,4,,Image 1,,1,
Intensity Sum,0,5.68987e+09,2.98554e+07,3.19425e+08,163351,1.07479e+10,360,,Surface,5,,Image 1,,1,
Intensity Sum,0,2.89199e+09,1.37988e+07,1.57954e+08,103086,4.96756e+09,360,,Surface,6,,Image 1,,1,
Intensity Sum,0,7.87729e+08,2.5559e+06,4.16017e+07,0,9.20125e+08,360,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,360,360,,Surface,,,,,1,
Position X,1.03473,352.617,183.418,92.6586,185.12,66030.4,360,um,Surface,,Position,,,1,
Position Y,0.953005,352.416,202.325,97.1785,213.051,72837.2,360,um,Surface,,Position,,,1,
Position Z,2.37179,20.3129,9.31184,4.99629,7.54481,3352.26,360,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,-0.628329,20.2578,5.01799,4.60044,3.92033,1806.48,360,,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-1.13359,8.4388,0.713564,1.23182,0,256.883,360,um,Surface,,,,Surfaces 1,1,
Shortest Distance to Surfaces,-0.792248,5.37234,0.328172,0.83855,0,118.142,360,,Surface,,,,Surfaces 3,1,
Sphericity,0.178896,0.951608,0.668859,0.128811,0.681257,240.789,360,,Surface,,,,,1,
Time,0,0,0,0,0,0,360,s,Surface,,,,,1,
Time Index,1,1,1,0,1,360,360,,Surface,,,,,1,
Volume,3.95586,88391.7,798.076,6255.52,20.7192,287307,360,um^3,Surface,,,,,1,
