
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,16.6594,34743.6,397.077,2126.51,54.3738,152477,384,um^2,Surface,,,,,1,
Distance from Origin,17.2042,494.864,263.259,92.5109,270.279,101092,384,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,169.364,63.2742,42.4132,57.436,24297.3,384,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.110927,0.836971,0.397524,0.129478,0.381249,152.649,384,,Surface,,,,,1,
Ellipticity (prolate),0.0407438,0.901783,0.419508,0.163693,0.411519,161.091,384,,Surface,,,,,1,
Intensity Max,3316,63430,11259.4,10279.6,7020.5,4.32362e+06,384,,Surface,1,,Image 1,,1,
Intensity Max,2332,40459,5335.7,4065.59,4239.5,2.04891e+06,384,,Surface,2,,Image 1,,1,
Intensity Max,2854,65535,12339.8,12996.3,7328.5,4.73849e+06,384,,Surface,3,,Image 1,,1,
Intensity Max,9086,65535,15748.7,9944.48,12938,6.04749e+06,384,,Surface,4,,Image 1,,1,
Intensity Max,0,61123,7379.79,10643.4,4802,2.83384e+06,384,,Surface,5,,Image 1,,1,
Intensity Max,0,29086,3507.54,3621.12,3374.5,1.3469e+06,384,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,11225.4,12071.4,10451,4.31057e+06,384,,Surface,7,,Image 1,,1,
Intensity Mean,955.44,25363.3,2263.11,1869.17,1773.08,869033,384,,Surface,1,,Image 1,,1,
Intensity Mean,1089.56,5961.31,1619.66,369.926,1555.38,621948,384,,Surface,2,,Image 1,,1,
Intensity Mean,1256.14,9704.77,2820.34,1061.78,2526.93,1.08301e+06,384,,Surface,3,,Image 1,,1,
Intensity Mean,6465.52,15077,7404.55,1010.17,7178.19,2.84335e+06,384,,Surface,4,,Image 1,,1,
Intensity Mean,0,25363.3,588.452,1623.7,196.478,225966,384,,Surface,5,,Image 1,,1,
Intensity Mean,0,4008.19,368.299,516.258,162.556,141427,384,,Surface,6,,Image 1,,1,
Intensity Mean,0,13020.6,1728.92,2270.1,676.525,663905,384,,Surface,7,,Image 1,,1,
Intensity Median,790.868,24313.6,1984.31,1706.32,1580.46,761974,384,,Surface,1,,Image 1,,1,
Intensity Median,1026.2,5515.98,1531.25,336.267,1482.71,588001,384,,Surface,2,,Image 1,,1,
Intensity Median,1187.28,9767.39,2547.85,845.08,2386.95,978373,384,,Surface,3,,Image 1,,1,
Intensity Median,6382.96,10464.3,7140.03,508.41,7033.5,2.74177e+06,384,,Surface,4,,Image 1,,1,
Intensity Median,0,24313.6,263.718,1410.76,1.513,101268,384,,Surface,5,,Image 1,,1,
Intensity Median,0,3504.03,190.17,511.369,1.0445,73025.4,384,,Surface,6,,Image 1,,1,
Intensity Median,0,9844.5,933.621,2299.62,3.4145,358511,384,,Surface,7,,Image 1,,1,
Intensity Min,0,6214,57.4818,383.369,0,22073,384,,Surface,1,,Image 1,,1,
Intensity Min,49,858,331.604,117.551,322.5,127336,384,,Surface,2,,Image 1,,1,
Intensity Min,197,4020,888.849,345.777,855,341318,384,,Surface,3,,Image 1,,1,
Intensity Min,1646,4775,3502.17,481.856,3503,1.34483e+06,384,,Surface,4,,Image 1,,1,
Intensity Min,0,6214,17.9115,318.243,0,6878,384,,Surface,5,,Image 1,,1,
Intensity Min,0,669,6.82031,58.6909,0,2619,384,,Surface,6,,Image 1,,1,
Intensity Min,0,4399,54.8802,441.912,0,21074,384,,Surface,7,,Image 1,,1,
Intensity StdDev,685.336,9792.73,1461.99,1079.15,1075.62,561404,384,,Surface,1,,Image 1,,1,
Intensity StdDev,402.537,3189.56,640.92,222.35,591.133,246113,384,,Surface,2,,Image 1,,1,
Intensity StdDev,359.807,8496.29,1227.45,1090.21,804.573,471342,384,,Surface,3,,Image 1,,1,
Intensity StdDev,944.994,11239.9,1747.35,1370.71,1427.35,670981,384,,Surface,4,,Image 1,,1,
Intensity StdDev,0,10167,860.529,1252.47,655.943,330443,384,,Surface,5,,Image 1,,1,
Intensity StdDev,0,3471.84,493.29,418.162,528.535,189423,384,,Surface,6,,Image 1,,1,
Intensity StdDev,0,13466.5,2196.05,2197.57,2056.79,843283,384,,Surface,7,,Image 1,,1,
Intensity Sum,247854,6.55598e+09,5.40729e+07,4.03273e+08,1.76337e+06,2.0764e+10,384,,Surface,1,,Image 1,,1,
Intensity Sum,256868,3.86589e+09,3.27023e+07,2.27783e+08,1.41563e+06,1.25577e+10,384,,Surface,2,,Image 1,,1,
Intensity Sum,384982,8.96079e+09,7.71217e+07,5.44267e+08,2.30912e+06,2.96147e+10,384,,Surface,3,,Image 1,,1,
Intensity Sum,1.33973e+06,3.06063e+10,2.43307e+08,1.83879e+09,6.41329e+06,9.34297e+10,384,,Surface,4,,Image 1,,1,
Intensity Sum,0,3.58411e+09,2.9284e+07,2.35472e+08,176174,1.12451e+10,384,,Surface,5,,Image 1,,1,
Intensity Sum,0,1.72088e+09,1.40253e+07,1.05017e+08,167638,5.38573e+09,384,,Surface,6,,Image 1,,1,
Intensity Sum,0,1.81527e+10,1.39806e+08,1.13416e+09,764496,5.36855e+10,384,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,384,384,,Surface,,,,,1,
Position X,0.530355,352.635,185.497,95.5812,192.666,71230.7,384,um,Surface,,Position,,,1,
Position Y,0.625345,351.473,161.091,90.7193,162.534,61858.9,384,um,Surface,,Position,,,1,
Position Z,5.57859,20.7194,11.0056,4.19543,9.83709,4226.15,384,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,0,21.6321,6.0996,5.25782,5.18967,2342.25,384,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.484225,4.08964,0.219833,0.590738,0,84.416,384,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-0.349899,6.87629,1.27539,1.51249,0.769558,489.751,384,um,Surface,,,,Surfaces 1,1,
Sphericity,0.247417,0.973456,0.713191,0.127638,0.726621,273.865,384,,Surface,,,,,1,
Time,0,0,0,0,0,0,384,s,Surface,,,,,1,
Time Index,1,1,1,0,1,384,384,,Surface,,,,,1,
Volume,2.85595,74942.9,636.566,4453.98,24.1717,244441,384,um^3,Surface,,,,,1,
