
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,8.69254,13822.7,228.356,1161.85,27.0398,70790.4,310,um^2,Surface,,,,,1,
Distance from Origin,79.2184,472.612,313.435,77.688,320.407,97165,310,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,169.758,59.6769,46.0371,45.5971,18499.8,310,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0896623,0.812112,0.394495,0.140351,0.375048,122.294,310,,Surface,,,,,1,
Ellipticity (prolate),0.0825484,0.899343,0.445005,0.167824,0.438856,137.952,310,,Surface,,,,,1,
Intensity Max,2948,65535,11072.6,11606.3,6031,3.43249e+06,310,,Surface,1,,Image 1,,1,
Intensity Max,1812,35408,4455.96,4661.97,3205,1.38135e+06,310,,Surface,2,,Image 1,,1,
Intensity Max,2593,65535,10019.2,11877.5,5812,3.10594e+06,310,,Surface,3,,Image 1,,1,
Intensity Max,8927,65535,14704.9,8139.15,12589.5,4.55852e+06,310,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,7917.26,12014.8,4735,2.45435e+06,310,,Surface,5,,Image 1,,1,
Intensity Max,0,32344,2968,3891.95,2617.5,920080,310,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,10723.5,10427.2,10649,3.32428e+06,310,,Surface,7,,Image 1,,1,
Intensity Mean,766.295,20156.1,2233.68,1970.02,1561.94,692442,310,,Surface,1,,Image 1,,1,
Intensity Mean,597.866,8957.72,1258.42,769.486,1103.82,390109,310,,Surface,2,,Image 1,,1,
Intensity Mean,1400.78,17988,2868.37,1581.11,2444.83,889196,310,,Surface,3,,Image 1,,1,
Intensity Mean,6367.98,15666.8,7621.36,1139.09,7355.33,2.36262e+06,310,,Surface,4,,Image 1,,1,
Intensity Mean,0,7244.69,762.543,1023.33,367.553,236388,310,,Surface,5,,Image 1,,1,
Intensity Mean,0,3092.4,397.533,474.122,255.661,123235,310,,Surface,6,,Image 1,,1,
Intensity Mean,0,14162.9,2582.41,2918.62,1633.13,800548,310,,Surface,7,,Image 1,,1,
Intensity Median,625.336,22787.5,1932.54,1899.8,1399.16,599088,310,,Surface,1,,Image 1,,1,
Intensity Median,542.92,8121.95,1154.52,676.53,1031.9,357902,310,,Surface,2,,Image 1,,1,
Intensity Median,1372.1,17178.4,2626.62,1369.6,2319.45,814253,310,,Surface,3,,Image 1,,1,
Intensity Median,6282.92,11290.7,7383.55,665.852,7229.72,2.2889e+06,310,,Surface,4,,Image 1,,1,
Intensity Median,0,5976,390.72,788.628,1.52401,121123,310,,Surface,5,,Image 1,,1,
Intensity Median,0,2750.07,258.532,459.935,0.8255,80144.8,310,,Surface,6,,Image 1,,1,
Intensity Median,0,10435.1,1984.48,3189.88,3.4865,615190,310,,Surface,7,,Image 1,,1,
Intensity Min,0,8084,66.6452,499.551,0,20660,310,,Surface,1,,Image 1,,1,
Intensity Min,0,3986,179.406,252.808,147,55616,310,,Surface,2,,Image 1,,1,
Intensity Min,160,5256,830.081,420.517,779,257325,310,,Surface,3,,Image 1,,1,
Intensity Min,1662,5029,3583.41,626.227,3624,1.11086e+06,310,,Surface,4,,Image 1,,1,
Intensity Min,0,473,2.89032,31.3943,0,896,310,,Surface,5,,Image 1,,1,
Intensity Min,0,420,9.76129,51.5936,0,3026,310,,Surface,6,,Image 1,,1,
Intensity Min,0,4768,170.7,791.752,0,52917,310,,Surface,7,,Image 1,,1,
Intensity StdDev,607.512,9953.86,1558.97,1359.16,1000.01,483280,310,,Surface,1,,Image 1,,1,
Intensity StdDev,302.454,5148.87,621.461,495.069,502.999,192653,310,,Surface,2,,Image 1,,1,
Intensity StdDev,402.359,7165.17,1196.89,1154.08,738.958,371035,310,,Surface,3,,Image 1,,1,
Intensity StdDev,1034.48,10947.9,1811.31,1272.81,1508.37,561508,310,,Surface,4,,Image 1,,1,
Intensity StdDev,0,10308.7,1063.94,1417.27,753.609,329821,310,,Surface,5,,Image 1,,1,
Intensity StdDev,0,3360.55,444.622,417.017,469.52,137833,310,,Surface,6,,Image 1,,1,
Intensity StdDev,0,12704.9,2360.86,2121.83,2652.15,731867,310,,Surface,7,,Image 1,,1,
Intensity Sum,110203,2.97261e+09,2.9547e+07,2.17976e+08,729044,9.15955e+09,310,,Surface,1,,Image 1,,1,
Intensity Sum,83760,8.33575e+08,1.14881e+07,7.25303e+07,415980,3.56132e+09,310,,Surface,2,,Image 1,,1,
Intensity Sum,183669,3.14258e+09,4.43541e+07,2.8457e+08,948398,1.37498e+10,310,,Surface,3,,Image 1,,1,
Intensity Sum,677464,9.15058e+09,1.22245e+08,8.31961e+08,2.64347e+06,3.7896e+10,310,,Surface,4,,Image 1,,1,
Intensity Sum,0,2.58127e+09,2.28524e+07,1.83678e+08,163659,7.08424e+09,310,,Surface,5,,Image 1,,1,
Intensity Sum,0,6.16982e+08,7.70547e+06,5.29987e+07,95297,2.3887e+09,310,,Surface,6,,Image 1,,1,
Intensity Sum,0,7.62187e+09,9.43315e+07,6.81016e+08,598733,2.92428e+10,310,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,310,310,,Surface,,,,,1,
Position X,1.43011,351.632,211.027,94.9749,212.18,65418.3,310,um,Surface,,Position,,,1,
Position Y,0.306233,352.795,202.782,94.2758,213.456,62862.4,310,um,Surface,,Position,,,1,
Position Z,17.8057,38.0171,26.2834,5.02424,25.8751,8147.85,310,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,-0.945288,23.6086,8.0306,5.81925,7.64441,2489.49,310,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.970119,3.20773,0.192558,0.561983,0,59.693,310,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,0,11.97,2.59942,2.2945,2.36907,805.821,310,um,Surface,,,,Surfaces 1,1,
Sphericity,0.261164,0.941076,0.747231,0.137622,0.76691,231.642,310,,Surface,,,,,1,
Time,0,0,0,0,0,0,310,s,Surface,,,,,1,
Time Index,1,1,1,0,1,310,310,,Surface,,,,,1,
