
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,3.21236,19459.3,155.658,985.059,16.5488,153946,989,um^2,Surface,,,,,1,
Distance from Origin,22.2927,491.901,289.381,91.6823,296.857,286198,989,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,172.3,60.3182,44.7351,49.6167,59654.7,989,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0783669,0.872765,0.395114,0.140163,0.376676,390.768,989,,Surface,,,,,1,
Ellipticity (prolate),0.06287,0.909046,0.442786,0.172451,0.439565,437.916,989,,Surface,,,,,1,
Intensity Max,1711,65535,13895.7,14014.7,7527,1.37429e+07,989,,Surface,1,,Image 1,,1,
Intensity Max,1980,65535,7015.43,9044.45,4675,6.93826e+06,989,,Surface,2,,Image 1,,1,
Intensity Max,3277,65535,12247.7,10772.2,8628,1.21129e+07,989,,Surface,3,,Image 1,,1,
Intensity Max,11335,65535,18396.3,7707.16,16385,1.81939e+07,989,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,7306.9,13493.8,2404,7.22652e+06,989,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,3524.62,7321.53,2150,3.48585e+06,989,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,914.031,5014.07,0,903977,989,,Surface,7,,Image 1,,1,
Intensity Mean,550.454,34240.6,3623.38,3587.42,2256.18,3.58353e+06,989,,Surface,1,,Image 1,,1,
Intensity Mean,720.388,28845.3,2273.01,2012.34,1851.49,2.24801e+06,989,,Surface,2,,Image 1,,1,
Intensity Mean,1953.41,20539.1,4458.02,1943.36,3907.83,4.40898e+06,989,,Surface,3,,Image 1,,1,
Intensity Mean,8920.36,21587.1,10544.1,1209.02,10266.8,1.04281e+07,989,,Surface,4,,Image 1,,1,
Intensity Mean,0,20035.2,862.405,2157.79,22.0143,852919,989,,Surface,5,,Image 1,,1,
Intensity Mean,0,21380.6,494.191,1197.82,21.7138,488755,989,,Surface,6,,Image 1,,1,
Intensity Mean,0,9538.91,69.5487,588.406,0,68783.6,989,,Surface,7,,Image 1,,1,
Intensity Median,465.64,35414.9,3148.59,3305.34,2035.58,3.11396e+06,989,,Surface,1,,Image 1,,1,
Intensity Median,663.128,27471.9,2100.74,1834.21,1761.36,2.07764e+06,989,,Surface,2,,Image 1,,1,
Intensity Median,1879.51,20587.2,4161.11,1768.94,3649.73,4.11534e+06,989,,Surface,3,,Image 1,,1,
Intensity Median,8995.96,15788.4,10272.6,755.271,10114.8,1.01596e+07,989,,Surface,4,,Image 1,,1,
Intensity Median,0,17195.7,497.463,1820.09,0,491991,989,,Surface,5,,Image 1,,1,
Intensity Median,0,24666.7,340.114,1251.39,0,336373,989,,Surface,6,,Image 1,,1,
Intensity Median,0,10137,37.1228,581.706,0,36714.5,989,,Surface,7,,Image 1,,1,
Intensity Min,0,19625,338.459,1189.54,16,334736,989,,Surface,1,,Image 1,,1,
Intensity Min,3,9980,492.459,599.429,381,487042,989,,Surface,2,,Image 1,,1,
Intensity Min,245,15294,1689.04,928.593,1479,1.67046e+06,989,,Surface,3,,Image 1,,1,
Intensity Min,2687,7959,5699.65,926.272,5779,5.63696e+06,989,,Surface,4,,Image 1,,1,
Intensity Min,0,3218,14.7058,150.6,0,14544,989,,Surface,5,,Image 1,,1,
Intensity Min,0,2628,21.2032,157.31,0,20970,989,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,989,,Surface,7,,Image 1,,1,
Intensity StdDev,478.773,18158.1,2252.39,2269.97,1254.99,2.22762e+06,989,,Surface,1,,Image 1,,1,
Intensity StdDev,371.877,19035.8,1044.5,1383.17,729.161,1.03301e+06,989,,Surface,2,,Image 1,,1,
Intensity StdDev,481.411,10123,1597.82,1223.08,1189.96,1.58024e+06,989,,Surface,3,,Image 1,,1,
Intensity StdDev,1019.38,14580.8,2220.96,1371.92,1911.25,2.19653e+06,989,,Surface,4,,Image 1,,1,
Intensity StdDev,0,18158.1,1134,2180.02,253.942,1.12153e+06,989,,Surface,5,,Image 1,,1,
Intensity StdDev,0,21238.8,564.405,1116,194.531,558197,989,,Surface,6,,Image 1,,1,
Intensity StdDev,0,6118.61,116.54,668.629,0,115258,989,,Surface,7,,Image 1,,1,
Intensity Sum,42018,4.67911e+09,2.60607e+07,2.33153e+08,623422,2.5774e+10,989,,Surface,1,,Image 1,,1,
Intensity Sum,48266,2.18647e+09,1.24721e+07,1.0729e+08,418095,1.23349e+10,989,,Surface,2,,Image 1,,1,
Intensity Sum,107077,6.28226e+09,3.95207e+07,3.41621e+08,856579,3.9086e+10,989,,Surface,3,,Image 1,,1,
Intensity Sum,487504,1.96561e+10,1.0833e+08,1.02456e+09,2.06304e+06,1.07138e+11,989,,Surface,4,,Image 1,,1,
Intensity Sum,0,1.95856e+09,1.12294e+07,1.02672e+08,4760,1.11059e+10,989,,Surface,5,,Image 1,,1,
Intensity Sum,0,9.1197e+08,4.3977e+06,4.09614e+07,5247,4.34932e+09,989,,Surface,6,,Image 1,,1,
Intensity Sum,0,2.29532e+08,657134,1.04149e+07,0,6.49905e+08,989,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,989,989,,Surface,,,,,1,
Position X,0.33391,352.954,187.445,98.5113,198.262,185383,989,um,Surface,,Position,,,1,
Position Y,0.409701,352.779,192.924,98.0028,203.291,190802,989,um,Surface,,Position,,,1,
Position Z,15.1959,30.5,21.6541,3.72649,20.9538,21416,989,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,-0.690033,45.869,6.44203,5.75587,5.70784,6371.17,989,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.977718,6.22026,0.716942,1.14097,0,709.055,989,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-0.394901,9.90386,2.47804,2.17773,2.15359,2450.78,989,um,Surface,,,,Surfaces 1,1,
Sphericity,0.246137,0.971529,0.769391,0.136296,0.795132,760.928,989,,Surface,,,,,1,
Time,0,0,0,0,0,0,989,s,Surface,,,,,1,
Time Index,1,1,1,0,1,989,989,,Surface,,,,,1,
