
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,12.0342,14698.1,357.403,1422.92,45.0766,151539,424,um^2,Surface,,,,,1,
Distance from Origin,52.3715,499.107,294.711,85.5733,306.676,124957,424,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,167.74,62.0643,44.685,57.7321,26315.3,424,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0686532,0.8585,0.410347,0.150048,0.386064,173.987,424,,Surface,,,,,1,
Ellipticity (prolate),0.0267996,0.823268,0.423344,0.168486,0.416935,179.498,424,,Surface,,,,,1,
Intensity Max,2916,55383,11263,9015.29,7614,4.77551e+06,424,,Surface,1,,Image 1,,1,
Intensity Max,1831,31431,4277.05,3277.01,3480,1.81347e+06,424,,Surface,2,,Image 1,,1,
Intensity Max,2325,65535,11151.2,10009.5,7042.5,4.72809e+06,424,,Surface,3,,Image 1,,1,
Intensity Max,7228,65535,14163.2,10443.5,11379.5,6.00519e+06,424,,Surface,4,,Image 1,,1,
Intensity Max,0,55383,8585.94,9606.84,6096,3.64044e+06,424,,Surface,5,,Image 1,,1,
Intensity Max,0,31431,3292.15,3383.9,3100.5,1.39587e+06,424,,Surface,6,,Image 1,,1,
Intensity Max,0,55529,1208.69,5437.69,0,512484,424,,Surface,7,,Image 1,,1,
Intensity Mean,695.625,15297.6,2629.35,1691.99,2055.87,1.11485e+06,424,,Surface,1,,Image 1,,1,
Intensity Mean,637.703,3008.86,1225.02,287.751,1164.39,519409,424,,Surface,2,,Image 1,,1,
Intensity Mean,1154.63,20487.7,2445.82,1787.3,2007.36,1.03703e+06,424,,Surface,3,,Image 1,,1,
Intensity Mean,4813.75,13515.2,5677.75,929.745,5470.9,2.40737e+06,424,,Surface,4,,Image 1,,1,
Intensity Mean,0,15297.6,1148.05,1651.82,670.765,486775,424,,Surface,5,,Image 1,,1,
Intensity Mean,0,2901.43,507.048,528.174,385.191,214988,424,,Surface,6,,Image 1,,1,
Intensity Mean,0,2858.79,32.6673,230.756,0,13850.9,424,,Surface,7,,Image 1,,1,
Intensity Median,534.5,15246.2,2353.57,1574.09,1894.15,997913,424,,Surface,1,,Image 1,,1,
Intensity Median,554.632,2832.5,1145.75,268.855,1087.09,485798,424,,Surface,2,,Image 1,,1,
Intensity Median,1103.59,20885.3,2159.86,1727.21,1780.97,915783,424,,Surface,3,,Image 1,,1,
Intensity Median,4723.96,8154.59,5365.52,363.369,5305.92,2.27498e+06,424,,Surface,4,,Image 1,,1,
Intensity Median,0,15246.2,757.74,1603.5,2.35749,321282,424,,Surface,5,,Image 1,,1,
Intensity Median,0,2750.82,361.235,557.081,1.1685,153163,424,,Surface,6,,Image 1,,1,
Intensity Median,0,35.1273,0.435601,2.32087,0,184.695,424,,Surface,7,,Image 1,,1,
Intensity Min,0,3271,95.2759,345.675,0,40397,424,,Surface,1,,Image 1,,1,
Intensity Min,0,645,152.259,92.1568,145,64558,424,,Surface,2,,Image 1,,1,
Intensity Min,44,7280,580.833,668.077,465.5,246273,424,,Surface,3,,Image 1,,1,
Intensity Min,561,3301,2155.76,454.316,2159,914041,424,,Surface,4,,Image 1,,1,
Intensity Min,0,3271,31.2524,238.535,0,13251,424,,Surface,5,,Image 1,,1,
Intensity Min,0,645,15.3868,72.2007,0,6524,424,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,424,,Surface,7,,Image 1,,1,
Intensity StdDev,671.196,7836.94,1582.24,956.516,1173.98,670870,424,,Surface,1,,Image 1,,1,
Intensity StdDev,351.431,2337.24,562.786,156.86,528.724,238621,424,,Surface,2,,Image 1,,1,
Intensity StdDev,379.464,7152.44,1230.92,945.173,845.088,521912,424,,Surface,3,,Image 1,,1,
Intensity StdDev,903.746,13927.3,1766.57,1525.3,1420.84,749026,424,,Surface,4,,Image 1,,1,
Intensity StdDev,0,8277.78,1244.5,1193.55,1059.45,527669,424,,Surface,5,,Image 1,,1,
