
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,8.29495,14217,253.626,1281.68,29.9708,115400,455,um^2,Surface,,,,,1,
Distance from Origin,38.389,470.672,273.888,90.7494,286.609,124619,455,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,169.53,61.9457,42.9749,58.1904,28185.3,455,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0388292,0.857644,0.382918,0.142433,0.368281,174.228,455,,Surface,,,,,1,
Ellipticity (prolate),0.0662728,0.840173,0.447663,0.167427,0.438157,203.686,455,,Surface,,,,,1,
Intensity Max,2758,57874,9542.15,7785.3,6598,4.34168e+06,455,,Surface,1,,Image 1,,1,
Intensity Max,1825,28334,4077.07,2725.12,3435,1.85507e+06,455,,Surface,2,,Image 1,,1,
Intensity Max,2336,65535,9961.98,9732.02,6239,4.5327e+06,455,,Surface,3,,Image 1,,1,
Intensity Max,9979,65535,17408.1,9151.7,14600,7.92068e+06,455,,Surface,4,,Image 1,,1,
Intensity Max,0,57874,6223.58,8653.59,4389,2.83173e+06,455,,Surface,5,,Image 1,,1,
Intensity Max,0,28334,2578.72,2965.68,2596,1.17332e+06,455,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,11313.4,12149.2,11352,5.14759e+06,455,,Surface,7,,Image 1,,1,
Intensity Mean,777.391,11424.4,2304.79,1338.56,1892.1,1.04868e+06,455,,Surface,1,,Image 1,,1,
Intensity Mean,906.897,7294.49,1301.27,427.013,1210.06,592079,455,,Surface,2,,Image 1,,1,
Intensity Mean,1336.5,17201.4,2612.84,1778.72,2070.76,1.18884e+06,455,,Surface,3,,Image 1,,1,
Intensity Mean,6696.83,19334.8,8258.99,1326.64,7959.12,3.75784e+06,455,,Surface,4,,Image 1,,1,
Intensity Mean,0,11424.4,731.639,1348.56,210.453,332896,455,,Surface,5,,Image 1,,1,
Intensity Mean,0,3773.31,382.23,560.732,145.591,173914,455,,Surface,6,,Image 1,,1,
Intensity Mean,0,14852,2325.72,3023,855.76,1.0582e+06,455,,Surface,7,,Image 1,,1,
Intensity Median,595.688,10121.3,2051.93,1191.73,1702.68,933628,455,,Surface,1,,Image 1,,1,
Intensity Median,814,7113.33,1220.38,400.541,1134.08,555272,455,,Surface,2,,Image 1,,1,
Intensity Median,1280,16676.3,2357.63,1671,1872.78,1.07272e+06,455,,Surface,3,,Image 1,,1,
Intensity Median,6574.22,12012.5,7875.38,589.97,7749.92,3.5833e+06,455,,Surface,4,,Image 1,,1,
Intensity Median,0,10121.3,443.079,1170.49,1.392,201601,455,,Surface,5,,Image 1,,1,
Intensity Median,0,3716.86,261.222,547.391,0.845,118856,455,,Surface,6,,Image 1,,1,
Intensity Median,0,10397.3,1666.08,3060.3,3.6645,758066,455,,Surface,7,,Image 1,,1,
Intensity Min,0,2754,91.6264,296.978,0,41690,455,,Surface,1,,Image 1,,1,
Intensity Min,7,2725,230.29,165.477,212,104782,455,,Surface,2,,Image 1,,1,
Intensity Min,134,9913,741.092,732.842,622,337197,455,,Surface,3,,Image 1,,1,
Intensity Min,1294,5294,3663,699.874,3689,1.66666e+06,455,,Surface,4,,Image 1,,1,
Intensity Min,0,2754,25.6835,221.125,0,11686,455,,Surface,5,,Image 1,,1,
Intensity Min,0,1029,19.2198,107.482,0,8745,455,,Surface,6,,Image 1,,1,
Intensity Min,0,5090,157.516,787.026,0,71670,455,,Surface,7,,Image 1,,1,
Intensity StdDev,579.113,6920.57,1410.48,832.173,1093.8,641768,455,,Surface,1,,Image 1,,1,
Intensity StdDev,340.386,3609.89,567.872,228.418,519.279,258382,455,,Surface,2,,Image 1,,1,
Intensity StdDev,370.426,8588.71,1179.64,975.695,781.275,536736,455,,Surface,3,,Image 1,,1,
Intensity StdDev,1030.59,16499.9,2262.5,1824.33,1838.89,1.02944e+06,455,,Surface,4,,Image 1,,1,
Intensity StdDev,0,6937.51,872.014,1081.52,653.979,396767,455,,Surface,5,,Image 1,,1,
Intensity StdDev,0,3593.5,403.274,392.224,424.366,183490,455,,Surface,6,,Image 1,,1,
Intensity StdDev,0,18823,2373.09,2710.61,2228.53,1.07975e+06,455,,Surface,7,,Image 1,,1,
Intensity Sum,89147,2.53106e+09,3.23367e+07,2.20409e+08,812620,1.47132e+10,455,,Surface,1,,Image 1,,1,
Intensity Sum,99927,1.07961e+09,1.60318e+07,1.02999e+08,480449,7.29445e+09,455,,Surface,2,,Image 1,,1,
Intensity Sum,142085,3.35707e+09,4.45136e+07,3.00548e+08,892615,2.02537e+10,455,,Surface,3,,Image 1,,1,
Intensity Sum,751560,1.45368e+10,1.91283e+08,1.33049e+09,2.92985e+06,8.70337e+10,455,,Surface,4,,Image 1,,1,
Intensity Sum,0,1.82479e+09,1.96056e+07,1.48575e+08,108220,8.92054e+09,455,,Surface,5,,Image 1,,1,
Intensity Sum,0,6.87051e+08,8.28014e+06,5.91632e+07,70860,3.76746e+09,455,,Surface,6,,Image 1,,1,
Intensity Sum,0,1.05047e+10,1.28336e+08,9.58786e+08,415102,5.83928e+10,455,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,455,455,,Surface,,,,,1,
Position X,0.933585,351.77,185.75,96.1471,186.721,84516.2,455,um,Surface,,Position,,,1,
Position Y,0.577923,352.157,170.681,97.2809,170.602,77659.7,455,um,Surface,,Position,,,1,
Position Z,22.5,38.14,29.8215,4.24378,29.4412,13568.8,455,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,-0.641115,31.8894,8.19253,6.69017,7.63808,3727.6,455,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-1.82234,5.65978,0.350549,0.83474,0,159.5,455,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-0.0498253,8.30912,1.40098,1.60105,0.939072,637.444,455,um,Surface,,,,Surfaces 1,1,
Sphericity,0.28918,0.946626,0.743213,0.123685,0.75981,338.162,455,,Surface,,,,,1,
