
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,11.0024,24018.2,367.838,1860.67,37.4109,194218,528,um^2,Surface,,,,,1,
Distance from Origin,23.0248,493.994,279.277,92.4765,297.387,147458,528,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,167.813,55.9207,43.0909,52.0242,29526.1,528,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0731432,0.856756,0.40148,0.147067,0.373847,211.982,528,,Surface,,,,,1,
Ellipticity (prolate),0.0293692,0.908887,0.417511,0.175664,0.407263,220.446,528,,Surface,,,,,1,
Intensity Max,3801,65535,14688.7,14211.7,8359.5,7.75561e+06,528,,Surface,1,,Image 1,,1,
Intensity Max,3093,65535,9898.09,9772.09,6789,5.22619e+06,528,,Surface,2,,Image 1,,1,
Intensity Max,4408,65535,18354.3,14715.4,13199.5,9.69109e+06,528,,Surface,3,,Image 1,,1,
Intensity Max,8165,65535,16118.2,9725.68,13351.5,8.51042e+06,528,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,10520.8,14147.6,6160,5.555e+06,528,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,7257.51,8465.95,6038,3.83197e+06,528,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,1221.67,5150.12,0,645041,528,,Surface,7,,Image 1,,1,
Intensity Mean,867.597,22584.2,3413.61,2762.15,2546.5,1.80239e+06,528,,Surface,1,,Image 1,,1,
Intensity Mean,1132.97,29055.5,2827.54,1944.51,2462,1.49294e+06,528,,Surface,2,,Image 1,,1,
Intensity Mean,1914.26,26733.2,5064.64,3061.78,4144.84,2.67413e+06,528,,Surface,3,,Image 1,,1,
Intensity Mean,5865.96,16857.7,7112.48,1058.6,6896.75,3.75539e+06,528,,Surface,4,,Image 1,,1,
Intensity Mean,0,22584.2,1276.76,2532.56,397.197,674132,528,,Surface,5,,Image 1,,1,
Intensity Mean,0,8497.97,979.458,1249.62,481.482,517154,528,,Surface,6,,Image 1,,1,
Intensity Mean,0,4747.48,32.2009,268.423,0,17002.1,528,,Surface,7,,Image 1,,1,
Intensity Median,687.312,22291.2,3025.16,2489.06,2366.27,1.59729e+06,528,,Surface,1,,Image 1,,1,
Intensity Median,974.408,26269.5,2621.01,1707.15,2297.12,1.38389e+06,528,,Surface,2,,Image 1,,1,
Intensity Median,1849.83,26299.8,4588.61,2865.41,3683.53,2.42279e+06,528,,Surface,3,,Image 1,,1,
Intensity Median,5822.26,10431,6774.17,533.158,6684.22,3.57676e+06,528,,Surface,4,,Image 1,,1,
Intensity Median,0,22291.2,832.98,2346.39,1.96775,439813,528,,Surface,5,,Image 1,,1,
Intensity Median,0,8246.1,648.377,1302.27,1.7985,342343,528,,Surface,6,,Image 1,,1,
Intensity Median,0,5887.21,11.5722,255.955,0,6110.1,528,,Surface,7,,Image 1,,1,
Intensity Min,0,6269,168.326,554.872,0,88876,528,,Surface,1,,Image 1,,1,
Intensity Min,0,7879,516.6,519.448,416.5,272765,528,,Surface,2,,Image 1,,1,
Intensity Min,37,10930,1505.14,1133.3,1221.5,794715,528,,Surface,3,,Image 1,,1,
Intensity Min,1377,4336,3063.92,528.622,3097.5,1.61775e+06,528,,Surface,4,,Image 1,,1,
Intensity Min,0,3346,21.4583,176.244,0,11330,528,,Surface,5,,Image 1,,1,
Intensity Min,0,2297,47.0492,222.352,0,24842,528,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,528,,Surface,7,,Image 1,,1,
Intensity StdDev,721.64,12225.8,2072.97,1892.61,1277.16,1.09453e+06,528,,Surface,1,,Image 1,,1,
Intensity StdDev,561.837,15764,1255.77,1167.88,962.744,663046,528,,Surface,2,,Image 1,,1,
Intensity StdDev,596.006,12397.5,2202.48,1647.23,1692.64,1.16291e+06,528,,Surface,3,,Image 1,,1,
Intensity StdDev,896.221,15116.5,1968.73,1467.07,1621.88,1.03949e+06,528,,Surface,4,,Image 1,,1,
Intensity StdDev,0,12999.3,1462.4,1978.85,998.187,772146,528,,Surface,5,,Image 1,,1,
Intensity StdDev,0,12647.6,1059.1,1013.26,1002.16,559206,528,,Surface,6,,Image 1,,1,
Intensity StdDev,0,3789.31,90.029,433.83,0,47535.3,528,,Surface,7,,Image 1,,1,
Intensity Sum,161373,5.65556e+09,6.49982e+07,4.35993e+08,1.60294e+06,3.43191e+10,528,,Surface,1,,Image 1,,1,
Intensity Sum,218726,3.33496e+09,4.22346e+07,2.6688e+08,1.5658e+06,2.22998e+10,528,,Surface,2,,Image 1,,1,
Intensity Sum,422496,8.62071e+09,9.27685e+07,6.13609e+08,2.72599e+06,4.89818e+10,528,,Surface,3,,Image 1,,1,
Intensity Sum,946953,2.33292e+10,2.00988e+08,1.49389e+09,3.69067e+06,1.06122e+11,528,,Surface,4,,Image 1,,1,
Intensity Sum,0,3.29309e+09,2.77057e+07,2.06734e+08,301550,1.46286e+10,528,,Surface,5,,Image 1,,1,
Intensity Sum,0,1.67588e+09,1.54042e+07,1.07749e+08,352266,8.13342e+09,528,,Surface,6,,Image 1,,1,
Intensity Sum,0,4.20593e+08,1.35096e+06,1.92238e+07,0,7.13307e+08,528,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,528,528,,Surface,,,,,1,
Position X,0.841057,353.141,177.478,100.723,179.53,93708.5,528,um,Surface,,Position,,,1,
Position Y,0.73813,352.648,187.714,97.7184,191.288,99113.1,528,um,Surface,,Position,,,1,
Position Z,5.5709,16.2584,10.4253,3.12437,9.91987,5504.56,528,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,-0.388286,22.6836,5.09812,4.63541,4.07835,2691.81,528,,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-1.5351,3.61729,0.153172,0.489286,0,80.8748,528,,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-1.3879,9.37612,0.951702,1.7407,0,502.499,528,,Surface,,,,Surfaces 1,1,
Sphericity,0.215928,0.969929,0.728113,0.139109,0.749395,384.443,528,,Surface,,,,,1,
Time,0,0,0,0,0,0,528,s,Surface,,,,,1,
Time Index,1,1,1,0,1,528,528,,Surface,,,,,1,
Volume,1.38167,41456.8,517.739,3323.4,14.7186,273366,528,um^3,Surface,,,,,1,
