
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,11.9823,20725.7,376.689,1783.86,36.7112,155949,414,um^2,Surface,,,,,1,
Distance from Origin,32.994,493.406,273.836,93.1832,289.713,113368,414,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,164.145,53.888,41.9559,48.3443,22309.6,414,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0770523,0.843836,0.392947,0.143958,0.372837,162.68,414,,Surface,,,,,1,
Ellipticity (prolate),0.0338334,0.831989,0.436739,0.164336,0.431952,180.81,414,,Surface,,,,,1,
Intensity Max,3385,60725,11929,9794.24,8219,4.9386e+06,414,,Surface,1,,Image 1,,1,
Intensity Max,1675,38938,4359.04,3358.17,3665,1.80464e+06,414,,Surface,2,,Image 1,,1,
Intensity Max,1692,65535,11779.1,11598.3,7274,4.87654e+06,414,,Surface,3,,Image 1,,1,
Intensity Max,7665,65535,14845.1,10585,11847.5,6.14589e+06,414,,Surface,4,,Image 1,,1,
Intensity Max,0,58351,7172.29,10522.3,5253,2.96933e+06,414,,Surface,5,,Image 1,,1,
Intensity Max,0,20164,2605.93,2836.64,2562.5,1.07886e+06,414,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,9533.21,12835.7,8074,3.94675e+06,414,,Surface,7,,Image 1,,1,
Intensity Mean,948.169,13040.5,2918.04,1660.73,2456.86,1.20807e+06,414,,Surface,1,,Image 1,,1,
Intensity Mean,612.603,7387.56,1319.27,426.626,1271.01,546176,414,,Surface,2,,Image 1,,1,
Intensity Mean,811.313,21695.7,2750.48,2033.01,2289.64,1.1387e+06,414,,Surface,3,,Image 1,,1,
Intensity Mean,5185.09,14862.5,6238.24,1224.38,5988.8,2.58263e+06,414,,Surface,4,,Image 1,,1,
Intensity Mean,0,12132.7,663.057,1203.55,157.617,274506,414,,Surface,5,,Image 1,,1,
Intensity Mean,0,7387.56,327.224,597.971,88.5446,135471,414,,Surface,6,,Image 1,,1,
Intensity Mean,0,9925.53,1418.86,2034.9,385.089,587407,414,,Surface,7,,Image 1,,1,
Intensity Median,827.344,12623.1,2638.41,1530,2251.65,1.0923e+06,414,,Surface,1,,Image 1,,1,
Intensity Median,551.62,7337.41,1238.25,418.319,1197.05,512637,414,,Surface,2,,Image 1,,1,
Intensity Median,789.6,19631.3,2428.4,1815.07,2060.31,1.00536e+06,414,,Surface,3,,Image 1,,1,
Intensity Median,5138.86,8804.42,5898.84,511.858,5820.25,2.44212e+06,414,,Surface,4,,Image 1,,1,
Intensity Median,0,10434.8,328.864,1034.83,1.5805,136150,414,,Surface,5,,Image 1,,1,
Intensity Median,0,7337.41,193.002,593.057,0.72975,79902.9,414,,Surface,6,,Image 1,,1,
Intensity Median,0,6709.08,747.971,1866.65,2.4515,309660,414,,Surface,7,,Image 1,,1,
Intensity Min,0,5616,157.374,485.121,0,65153,414,,Surface,1,,Image 1,,1,
Intensity Min,14,1603,196.459,123.912,176,81334,414,,Surface,2,,Image 1,,1,
Intensity Min,146,6984,698.36,560.764,595.5,289121,414,,Surface,3,,Image 1,,1,
Intensity Min,1013,3622,2577.84,488.588,2627.5,1.06723e+06,414,,Surface,4,,Image 1,,1,
Intensity Min,0,839,8.86715,69.5684,0,3671,414,,Surface,5,,Image 1,,1,
Intensity Min,0,1603,10.0749,91.1724,0,4171,414,,Surface,6,,Image 1,,1,
Intensity Min,0,3098,61.1039,411.708,0,25297,414,,Surface,7,,Image 1,,1,
Intensity StdDev,710.047,6971.75,1658.09,925.754,1279.83,686449,414,,Surface,1,,Image 1,,1,
Intensity StdDev,265.342,2392.69,583.871,185.97,551.678,241723,414,,Surface,2,,Image 1,,1,
Intensity StdDev,267.093,12095.9,1358.85,1310.81,872.139,562563,414,,Surface,3,,Image 1,,1,
Intensity StdDev,875.369,14905.4,1858.67,1781,1482.21,769491,414,,Surface,4,,Image 1,,1,
Intensity StdDev,0,7216.66,914.023,1121.23,672.503,378406,414,,Surface,5,,Image 1,,1,
Intensity StdDev,0,2392.69,380.404,374.318,344.2,157487,414,,Surface,6,,Image 1,,1,
Intensity StdDev,0,16799.4,1776.58,2434.45,1428.79,735504,414,,Surface,7,,Image 1,,1,
Intensity Sum,179002,5.29035e+09,7.86923e+07,4.93311e+08,1.45646e+06,3.25786e+10,414,,Surface,1,,Image 1,,1,
Intensity Sum,117450,2.3467e+09,3.16088e+07,1.97225e+08,686440,1.30861e+10,414,,Surface,2,,Image 1,,1,
Intensity Sum,180310,6.27689e+09,8.36154e+07,5.19529e+08,1.28316e+06,3.46168e+10,414,,Surface,3,,Image 1,,1,
Intensity Sum,807832,2.47955e+10,3.00486e+08,2.02898e+09,3.08332e+06,1.24401e+11,414,,Surface,4,,Image 1,,1,
Intensity Sum,0,2.48996e+09,3.54324e+07,2.27261e+08,93700,1.4669e+10,414,,Surface,5,,Image 1,,1,
Intensity Sum,0,9.23604e+08,1.17415e+07,7.51122e+07,46731.5,4.861e+09,414,,Surface,6,,Image 1,,1,
Intensity Sum,0,1.43398e+10,1.62426e+08,1.14855e+09,200758,6.72445e+10,414,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,414,414,,Surface,,,,,1,
Position X,0.474428,353.12,179.813,107.82,168.722,74442.8,414,um,Surface,,Position,,,1,
Position Y,0.390024,353.045,173.116,97.8422,165.285,71670.2,414,um,Surface,,Position,,,1,
Position Z,5.57576,21.9412,12.2076,4.46615,10.8026,5053.96,414,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,-0.870223,31.645,6.45571,5.87655,5.33039,2672.66,414,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.933896,6.6421,0.477874,1.05587,0,197.84,414,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-0.957624,6.51786,1.09754,1.47551,0.346421,454.382,414,um,Surface,,,,Surfaces 1,1,
Sphericity,0.274061,0.961411,0.731623,0.130827,0.75052,302.892,414,,Surface,,,,,1,
Time,0,0,0,0,0,0,414,s,Surface,,,,,1,
Time Index,1,1,1,0,1,414,414,,Surface,,,,,1,
Volume,1.5509,53864.8,731.718,4516.02,14.0447,302931,414,um^3,Surface,,,,,1,
