
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,14.3632,52607,360.406,2571.25,47.7573,171553,476,um^2,Surface,,,,,1,
Distance from Origin,24.9747,497.446,267.504,103.412,285.019,127332,476,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,143.301,49.4869,35.694,46.6963,23555.8,476,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.085721,0.8869,0.411633,0.154871,0.385643,195.937,476,,Surface,,,,,1,
Ellipticity (prolate),0.0072805,0.845875,0.39386,0.174682,0.391724,187.477,476,,Surface,,,,,1,
Intensity Max,4002,65535,16672.6,15447.9,9216,7.93615e+06,476,,Surface,1,,Image 1,,1,
Intensity Max,2956,65535,9553.86,9468.21,6530,4.54764e+06,476,,Surface,2,,Image 1,,1,
Intensity Max,3879,65535,19416.5,15317,14593.5,9.24224e+06,476,,Surface,3,,Image 1,,1,
Intensity Max,10816,65535,20180.6,9775.82,17474.5,9.60595e+06,476,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,9995.79,14431.1,6116,4.758e+06,476,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,6206.81,8112.28,4957,2.95444e+06,476,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,13048.3,13173.8,12822,6.21097e+06,476,,Surface,7,,Image 1,,1,
Intensity Mean,865.491,22299.2,3776.89,2707.58,2968.86,1.7978e+06,476,,Surface,1,,Image 1,,1,
Intensity Mean,846.355,46750.9,2582.03,2276.61,2238.82,1.22905e+06,476,,Surface,2,,Image 1,,1,
Intensity Mean,2032.03,21702.7,4713.08,2665.28,3980.25,2.24343e+06,476,,Surface,3,,Image 1,,1,
Intensity Mean,7414.55,18641.8,9059.25,1357.57,8706.18,4.3122e+06,476,,Surface,4,,Image 1,,1,
Intensity Mean,0,18590.4,814.87,1685.21,192.286,387878,476,,Surface,5,,Image 1,,1,
Intensity Mean,0,4865.06,564.536,864.324,172.839,268719,476,,Surface,6,,Image 1,,1,
Intensity Mean,0,13466.6,1778.17,2565.7,565.191,846409,476,,Surface,7,,Image 1,,1,
Intensity Median,687.892,21055.1,3276.35,2218.64,2752.7,1.55954e+06,476,,Surface,1,,Image 1,,1,
Intensity Median,755.84,45925.5,2374.56,2161.76,2106.96,1.13029e+06,476,,Surface,2,,Image 1,,1,
Intensity Median,1880.42,19909,4176.72,2398.12,3512.33,1.98812e+06,476,,Surface,3,,Image 1,,1,
Intensity Median,7435.92,12186,8592.3,640.181,8423.18,4.08994e+06,476,,Surface,4,,Image 1,,1,
Intensity Median,0,9843.19,353.412,1232.17,1.71375,168224,476,,Surface,5,,Image 1,,1,
Intensity Median,0,4936.39,268.807,796.268,1.37538,127952,476,,Surface,6,,Image 1,,1,
Intensity Median,0,10493.1,891.057,2454.98,3.84125,424143,476,,Surface,7,,Image 1,,1,
Intensity Min,0,4980,170.216,511.633,0,81023,476,,Surface,1,,Image 1,,1,
Intensity Min,10,15485,418.519,738.245,336,199215,476,,Surface,2,,Image 1,,1,
Intensity Min,142,8949,1236.55,807.199,1093.5,588596,476,,Surface,3,,Image 1,,1,
Intensity Min,1783,5377,3937.63,608.423,3928,1.87431e+06,476,,Surface,4,,Image 1,,1,
Intensity Min,0,1361,7.10714,72.4968,0,3383,476,,Surface,5,,Image 1,,1,
Intensity Min,0,1009,15.6618,109.262,0,7455,476,,Surface,6,,Image 1,,1,
Intensity Min,0,5377,88.9622,611.685,0,42346,476,,Surface,7,,Image 1,,1,
Intensity StdDev,707.645,17370.8,2374.22,2198.13,1387.58,1.13013e+06,476,,Surface,1,,Image 1,,1,
Intensity StdDev,466.164,11110.4,1180.56,997.097,921.025,561945,476,,Surface,2,,Image 1,,1,
Intensity StdDev,532.398,12172,2279.95,1806.26,1723.2,1.08526e+06,476,,Surface,3,,Image 1,,1,
Intensity StdDev,1141.61,15520.8,2510.37,1818.78,2108.79,1.19494e+06,476,,Surface,4,,Image 1,,1,
Intensity StdDev,0,19040.5,1284.08,1879.59,762.51,611224,476,,Surface,5,,Image 1,,1,
Intensity StdDev,0,6560.1,826.619,902.957,655.49,393471,476,,Surface,6,,Image 1,,1,
Intensity StdDev,0,17515.6,2444.62,2715.33,2084.02,1.16364e+06,476,,Surface,7,,Image 1,,1,
Intensity Sum,188677,1.90522e+10,8.20082e+07,9.02433e+08,2.61665e+06,3.90359e+10,476,,Surface,1,,Image 1,,1,
Intensity Sum,255866,9.33184e+09,4.31851e+07,4.44908e+08,1.80448e+06,2.05561e+10,476,,Surface,2,,Image 1,,1,
Intensity Sum,416566,2.10814e+10,1.01172e+08,1.01799e+09,3.55316e+06,4.8158e+10,476,,Surface,3,,Image 1,,1,
Intensity Sum,1.63858e+06,6.35687e+10,2.68995e+08,3.03204e+09,6.46968e+06,1.28042e+11,476,,Surface,4,,Image 1,,1,
Intensity Sum,0,7.33143e+09,2.98304e+07,3.4871e+08,207718,1.41993e+10,476,,Surface,5,,Image 1,,1,
Intensity Sum,0,3.00949e+09,1.35293e+07,1.44678e+08,169616,6.43996e+09,476,,Surface,6,,Image 1,,1,
Intensity Sum,0,3.0671e+10,1.18084e+08,1.46358e+09,621114,5.62081e+10,476,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,476,476,,Surface,,,,,1,
Position X,0.930235,353.076,178.288,104.578,168.896,84865.2,476,um,Surface,,Position,,,1,
Position Y,0.996253,352.3,167.722,105.476,168.065,79835.6,476,um,Surface,,Position,,,1,
