
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,14.8388,16113.6,260.683,1089.4,49.2548,149371,573,um^2,Surface,,,,,1,
Distance from Origin,18.3518,498.821,287.744,90.9029,296.312,164878,573,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,161.995,57.6264,41.9425,52.4408,33019.9,573,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0522057,0.927028,0.403968,0.149895,0.387613,231.474,573,,Surface,,,,,1,
Ellipticity (prolate),0.039193,0.90746,0.401497,0.170274,0.393296,230.058,573,,Surface,,,,,1,
Intensity Max,2137,65535,16597.1,17241.6,7848,9.51016e+06,573,,Surface,1,,Image 1,,1,
Intensity Max,2875,65535,12135,14704.5,6191,6.95337e+06,573,,Surface,2,,Image 1,,1,
Intensity Max,4021,65535,16706.5,12930.1,12452,9.57281e+06,573,,Surface,3,,Image 1,,1,
Intensity Max,11321,65535,21143.2,10125.8,18394,1.21151e+07,573,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,10319.3,16019.6,4749,5.91295e+06,573,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,6966.4,11556.2,4487,3.99175e+06,573,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,1586.68,6735.45,0,909170,573,,Surface,7,,Image 1,,1,
Intensity Mean,430.124,35714,3100.74,3634.28,1880.81,1.77672e+06,573,,Surface,1,,Image 1,,1,
Intensity Mean,732.365,39326.3,2764.09,2637.5,2092.76,1.58382e+06,573,,Surface,2,,Image 1,,1,
Intensity Mean,1711.32,14008.8,4261.87,1647.17,3917.16,2.44205e+06,573,,Surface,3,,Image 1,,1,
Intensity Mean,8308.2,20698.3,9923.58,1551.69,9505.96,5.68621e+06,573,,Surface,4,,Image 1,,1,
Intensity Mean,0,26824.5,798.817,2124.47,144.66,457722,573,,Surface,5,,Image 1,,1,
Intensity Mean,0,27495.7,633.253,1629.28,180.082,362854,573,,Surface,6,,Image 1,,1,
Intensity Mean,0,8171.01,82.891,584.67,0,47496.6,573,,Surface,7,,Image 1,,1,
Intensity Median,266.536,35217.2,2536.45,3335.24,1679.07,1.45338e+06,573,,Surface,1,,Image 1,,1,
Intensity Median,643.176,35138.6,2431.67,2223.54,1966.76,1.39335e+06,573,,Surface,2,,Image 1,,1,
Intensity Median,1542.37,13535.6,3825.68,1427.94,3539.95,2.19211e+06,573,,Surface,3,,Image 1,,1,
Intensity Median,8198.44,14067.1,9412.5,727.834,9237.44,5.39336e+06,573,,Surface,4,,Image 1,,1,
Intensity Median,0,26288.9,300.002,1725.27,1.196,171901,573,,Surface,5,,Image 1,,1,
Intensity Median,0,23980.7,282.289,1373.39,1.22925,161751,573,,Surface,6,,Image 1,,1,
Intensity Median,0,9045.14,30.6253,509.303,0,17548.3,573,,Surface,7,,Image 1,,1,
Intensity Min,0,17700,112.387,871.827,0,64398,573,,Surface,1,,Image 1,,1,
Intensity Min,1,12226,405.061,677.361,285,232100,573,,Surface,2,,Image 1,,1,
Intensity Min,233,7652,1202.37,621.884,1085,688959,573,,Surface,3,,Image 1,,1,
Intensity Min,2153,6083,4367.21,686.028,4401,2.50241e+06,573,,Surface,4,,Image 1,,1,
Intensity Min,0,5375,22.9808,323.841,0,13168,573,,Surface,5,,Image 1,,1,
Intensity Min,0,1022,7.11518,78.5832,0,4077,573,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,573,,Surface,7,,Image 1,,1,
Intensity StdDev,445.495,16702.7,2393.79,2655.1,1117.28,1.37164e+06,573,,Surface,1,,Image 1,,1,
Intensity StdDev,397.366,16882.9,1533.55,1938.36,849.891,878725,573,,Surface,2,,Image 1,,1,
Intensity StdDev,527.447,8663.8,1912.2,1271.54,1549.44,1.09569e+06,573,,Surface,3,,Image 1,,1,
Intensity StdDev,1260.15,16754.8,2709.59,2044.27,2163.73,1.5526e+06,573,,Surface,4,,Image 1,,1,
Intensity StdDev,0,16528.6,1307.79,2258.01,554.989,749361,573,,Surface,5,,Image 1,,1,
Intensity StdDev,0,22756,915.088,1601.48,614.016,524345,573,,Surface,6,,Image 1,,1,
Intensity StdDev,0,6039.29,163.464,761.022,0,93665.1,573,,Surface,7,,Image 1,,1,
Intensity Sum,166396,5.33074e+09,4.02766e+07,2.89302e+08,1.84006e+06,2.30785e+10,573,,Surface,1,,Image 1,,1,
Intensity Sum,261715,2.67918e+09,2.5098e+07,1.54537e+08,1.83187e+06,1.43811e+10,573,,Surface,2,,Image 1,,1,
Intensity Sum,503392,6.23556e+09,5.75031e+07,3.72071e+08,3.23376e+06,3.29493e+10,573,,Surface,3,,Image 1,,1,
