
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,11.4798,18764.5,193.599,959.828,34.4884,135132,698,um^2,Surface,,,,,1,
Distance from Origin,31.3166,494.639,298.119,87.4894,309.245,208087,698,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,171.856,62.7303,42.3951,59.1452,43785.8,698,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0793683,0.808598,0.40011,0.134364,0.381429,279.276,698,,Surface,,,,,1,
Ellipticity (prolate),0.078403,0.892313,0.408974,0.160477,0.398025,285.464,698,,Surface,,,,,1,
Intensity Max,3407,65535,17037.8,14939.3,9601.5,1.18924e+07,698,,Surface,1,,Image 1,,1,
Intensity Max,2791,65535,9309.06,9805,5938,6.49772e+06,698,,Surface,2,,Image 1,,1,
Intensity Max,3828,65535,15350.4,11773.6,11459,1.07146e+07,698,,Surface,3,,Image 1,,1,
Intensity Max,13072,65535,21128.5,8531.56,18962.5,1.47477e+07,698,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,7589.26,14160.4,0,5.2973e+06,698,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,4495.13,8189.86,0,3.1376e+06,698,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,9997.05,13081.1,0,6.97794e+06,698,,Surface,7,,Image 1,,1,
Intensity Mean,944.339,35364.7,4157.42,3744.18,2568.78,2.90188e+06,698,,Surface,1,,Image 1,,1,
Intensity Mean,973.206,19834.7,2738.16,1819.75,2271.14,1.91123e+06,698,,Surface,2,,Image 1,,1,
Intensity Mean,2052.21,17321.3,4976.25,2065,4373.38,3.47342e+06,698,,Surface,3,,Image 1,,1,
Intensity Mean,9597.3,21309,11168.8,1286.19,10922.3,7.79579e+06,698,,Surface,4,,Image 1,,1,
Intensity Mean,0,32921.5,633.66,1984.89,0,442295,698,,Surface,5,,Image 1,,1,
Intensity Mean,0,10210.2,469.262,1078.15,0,327545,698,,Surface,6,,Image 1,,1,
Intensity Mean,0,14101.6,1538.56,2714.39,0,1.07391e+06,698,,Surface,7,,Image 1,,1,
Intensity Median,803.34,34549.5,3585.91,3417.47,2360.54,2.50296e+06,698,,Surface,1,,Image 1,,1,
Intensity Median,835.12,19364.5,2525.56,1603.25,2163.3,1.76284e+06,698,,Surface,2,,Image 1,,1,
Intensity Median,1989.25,16417.3,4594.74,1808.6,4095.48,3.20713e+06,698,,Surface,3,,Image 1,,1,
Intensity Median,9461.93,15873.3,10795.4,744.765,10670.6,7.53518e+06,698,,Surface,4,,Image 1,,1,
Intensity Median,0,30993.4,307.621,1789.99,0,214719,698,,Surface,5,,Image 1,,1,
Intensity Median,0,11053.4,242.354,972.851,0,169163,698,,Surface,6,,Image 1,,1,
Intensity Median,0,13209.8,814.445,2714.19,0,568483,698,,Surface,7,,Image 1,,1,
Intensity Min,0,20827,324.563,1183.39,0,226545,698,,Surface,1,,Image 1,,1,
Intensity Min,0,6656,507.519,537.798,405,354248,698,,Surface,2,,Image 1,,1,
Intensity Min,271,5653,1664.22,787.712,1465,1.16162e+06,698,,Surface,3,,Image 1,,1,
Intensity Min,2883,8318,5671.76,808.34,5730.5,3.95889e+06,698,,Surface,4,,Image 1,,1,
Intensity Min,0,1152,1.82808,43.8176,0,1276,698,,Surface,5,,Image 1,,1,
Intensity Min,0,1229,2.91117,55.4912,0,2032,698,,Surface,6,,Image 1,,1,
Intensity Min,0,6260,17.7235,330.652,0,12371,698,,Surface,7,,Image 1,,1,
Intensity StdDev,739.443,13729.1,2563.15,2251.44,1375.32,1.78908e+06,698,,Surface,1,,Image 1,,1,
Intensity StdDev,512.86,14086.1,1240.48,1274.9,860.508,865857,698,,Surface,2,,Image 1,,1,
Intensity StdDev,569.694,12721.7,1886.2,1407.81,1477.28,1.31657e+06,698,,Surface,3,,Image 1,,1,
Intensity StdDev,1241.61,14962.2,2501.65,1541.03,2171.66,1.74615e+06,698,,Surface,4,,Image 1,,1,
Intensity StdDev,0,14654.1,978.07,1903.95,0,682693,698,,Surface,5,,Image 1,,1,
Intensity StdDev,0,14527,657.313,1225.25,0,458804,698,,Surface,6,,Image 1,,1,
Intensity StdDev,0,18349.6,2066.92,2860.25,0,1.44271e+06,698,,Surface,7,,Image 1,,1,
Intensity Sum,150248,7.54071e+09,4.00244e+07,3.38129e+08,1.80724e+06,2.79371e+10,698,,Surface,1,,Image 1,,1,
Intensity Sum,150847,2.56337e+09,2.00304e+07,1.41061e+08,1.3687e+06,1.39812e+10,698,,Surface,2,,Image 1,,1,
Intensity Sum,367679,5.1739e+09,4.74616e+07,3.08583e+08,2.44836e+06,3.31282e+10,698,,Surface,3,,Image 1,,1,
Intensity Sum,1.51793e+06,1.35137e+10,1.13657e+08,7.84778e+08,5.72178e+06,7.93324e+10,698,,Surface,4,,Image 1,,1,
Intensity Sum,0,1.11228e+09,1.02641e+07,7.59328e+07,0,7.16436e+09,698,,Surface,5,,Image 1,,1,
Intensity Sum,0,3.99047e+08,4.46352e+06,2.8898e+07,0,3.11554e+09,698,,Surface,6,,Image 1,,1,
Intensity Sum,0,4.24183e+09,3.73386e+07,2.77901e+08,0,2.60623e+10,698,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,698,698,,Surface,,,,,1,
Position X,0.671879,353.062,194.862,96.5504,205.239,136014,698,um,Surface,,Position,,,1,
Position Y,1.5939,352.766,201.468,88.6453,209.976,140625,698,um,Surface,,Position,,,1,
Position Z,21.8584,36.0021,27.8326,3.75246,26.9525,19427.1,698,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,-1.0305,18.8985,3.72233,3.58897,3.00119,2598.19,698,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.436902,9.13927,1.06994,1.60863,0,746.818,698,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-0.0390222,10.6778,1.88023,1.84792,1.48505,1312.4,698,um,Surface,,,,Surfaces 1,1,
Sphericity,0.242319,0.974422,0.759186,0.143447,0.77915,529.912,698,,Surface,,,,,1,
Time,0,0,0,0,0,0,698,s,Surface,,,,,1,
Time Index,1,1,1,0,1,698,698,,Surface,,,,,1,
Volume,2.36998,28831.1,217.985,1474.09,13.6486,152154,698,um^3,Surface,,,,,1,
