
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,11.192,33647.3,348.238,1933.46,44.0206,195013,560,um^2,Surface,,,,,1,
Distance from Origin,9.83124,482.976,267.479,100.308,279.821,149788,560,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,165.816,56.4937,44.8332,47.7634,31636.4,560,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0840123,0.846818,0.394634,0.14102,0.382122,220.995,560,,Surface,,,,,1,
Ellipticity (prolate),0.0353827,0.85474,0.430727,0.167932,0.424901,241.207,560,,Surface,,,,,1,
Intensity Max,3008,60162,11666.3,9086.02,7923,6.53311e+06,560,,Surface,1,,Image 1,,1,
Intensity Max,1767,40179,4396.64,3339.03,3552,2.46212e+06,560,,Surface,2,,Image 1,,1,
Intensity Max,1851,65535,10999.9,10504.6,7165,6.15993e+06,560,,Surface,3,,Image 1,,1,
Intensity Max,5543,65535,12967,10274.7,10395.5,7.26154e+06,560,,Surface,4,,Image 1,,1,
Intensity Max,0,60162,7542.04,9937.31,5351.5,4.22354e+06,560,,Surface,5,,Image 1,,1,
Intensity Max,0,23109,2751.08,3025.77,2613,1.5406e+06,560,,Surface,6,,Image 1,,1,
Intensity Max,0,62054,1177.19,5342.55,0,659229,560,,Surface,7,,Image 1,,1,
Intensity Mean,710.045,16978.3,2750.53,1741.82,2180.95,1.54029e+06,560,,Surface,1,,Image 1,,1,
Intensity Mean,647.729,4226.08,1225.95,396.054,1119.65,686533,560,,Surface,2,,Image 1,,1,
Intensity Mean,710.773,33848.3,2628.69,2555.95,2008.85,1.47207e+06,560,,Surface,3,,Image 1,,1,
Intensity Mean,3799.35,13014.9,4860.99,934.729,4658.57,2.72216e+06,560,,Surface,4,,Image 1,,1,
Intensity Mean,0,16978.3,845.167,1656.37,203.658,473294,560,,Surface,5,,Image 1,,1,
Intensity Mean,0,3137.87,351.857,545.394,99.2232,197040,560,,Surface,6,,Image 1,,1,
Intensity Mean,0,3054.67,45.5175,303.024,0,25489.8,560,,Surface,7,,Image 1,,1,
Intensity Median,515.974,17592.5,2468.47,1655.23,1991.01,1.38234e+06,560,,Surface,1,,Image 1,,1,
Intensity Median,595.42,3684.68,1132.17,339.451,1042.06,634013,560,,Surface,2,,Image 1,,1,
Intensity Median,651.384,33735.2,2340.98,2428.44,1791.41,1.31095e+06,560,,Surface,3,,Image 1,,1,
Intensity Median,3679.57,7147.43,4548.87,385.38,4474.26,2.54737e+06,560,,Surface,4,,Image 1,,1,
Intensity Median,0,17592.5,525.363,1593.78,1.428,294203,560,,Surface,5,,Image 1,,1,
Intensity Median,0,3093.59,221.807,520.237,0.728,124212,560,,Surface,6,,Image 1,,1,
Intensity Median,0,3545.6,16.9247,229.201,0,9477.83,560,,Surface,7,,Image 1,,1,
Intensity Min,0,4981,101.061,400.627,0,56594,560,,Surface,1,,Image 1,,1,
Intensity Min,0,894,155.591,103.998,138.5,87131,560,,Surface,2,,Image 1,,1,
Intensity Min,90,14947,596.214,849.376,461,333880,560,,Surface,3,,Image 1,,1,
Intensity Min,610,2557,1626.93,378.232,1637.5,911081,560,,Surface,4,,Image 1,,1,
Intensity Min,0,2414,14.8,138.472,0,8288,560,,Surface,5,,Image 1,,1,
Intensity Min,0,603,9.19107,53.9443,0,5147,560,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,560,,Surface,7,,Image 1,,1,
Intensity StdDev,646.118,7761.98,1636.28,979.083,1206.68,916317,560,,Surface,1,,Image 1,,1,
Intensity StdDev,321.822,4383.99,584.631,272.954,521.656,327393,560,,Surface,2,,Image 1,,1,
Intensity StdDev,269.86,13668.7,1299.75,1415.54,827.577,727861,560,,Surface,3,,Image 1,,1,
Intensity StdDev,753.922,13058,1673.07,1430.81,1351.81,936918,560,,Surface,4,,Image 1,,1,
Intensity StdDev,0,7825.79,991.007,1208.86,735.453,554964,560,,Surface,5,,Image 1,,1,
Intensity StdDev,0,3956.94,392.919,406.584,357.541,220034,560,,Surface,6,,Image 1,,1,
Intensity StdDev,0,3558.22,89.9617,422.23,0,50378.5,560,,Surface,7,,Image 1,,1,
Intensity Sum,110767,7.01078e+09,5.10428e+07,3.89645e+08,1.57878e+06,2.8584e+10,560,,Surface,1,,Image 1,,1,
Intensity Sum,103210,2.52087e+09,1.93856e+07,1.40607e+08,764258,1.08559e+10,560,,Surface,2,,Image 1,,1,
Intensity Sum,205853,6.37188e+09,5.30889e+07,3.8095e+08,1.50307e+06,2.97298e+10,560,,Surface,3,,Image 1,,1,
Intensity Sum,603336,1.97579e+10,1.51112e+08,1.1941e+09,2.95428e+06,8.46229e+10,560,,Surface,4,,Image 1,,1,
Intensity Sum,0,4.14691e+09,2.73403e+07,2.29119e+08,152548,1.53105e+10,560,,Surface,5,,Image 1,,1,
Intensity Sum,0,1.16612e+09,8.24702e+06,6.5051e+07,86908.5,4.61833e+09,560,,Surface,6,,Image 1,,1,
Intensity Sum,0,2.05899e+08,935616,1.09907e+07,0,5.23945e+08,560,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,560,560,,Surface,,,,,1,
Position X,0.53619,352.833,169.722,102.649,158.75,95044.3,560,um,Surface,,Position,,,1,
Position Y,1.12963,352.528,179.854,98.7578,179.847,100718,560,um,Surface,,Position,,,1,
Position Z,4.1791,22.5192,11.7152,5.16229,10.6692,6560.49,560,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,0,26.3137,5.40495,4.60041,4.65884,3026.77,560,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-1.63276,8.94337,0.541235,1.24863,0,303.092,560,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-0.585812,9.54308,0.939092,1.57402,0,525.892,560,um,Surface,,,,Surfaces 1,1,
Sphericity,0.223606,0.946757,0.72205,0.13295,0.73678,404.348,560,,Surface,,,,,1,
Time,0,0,0,0,0,0,560,s,Surface,,,,,1,
Time Index,1,1,1,0,1,560,560,,Surface,,,,,1,
Volume,1.36863,61365.5,512.844,3638.28,17.5695,287193,560,um^3,Surface,,,,,1,
