
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,23.4378,22226.3,482.289,2144.67,90.52,162531,337,um^2,Surface,,,,,1,
Distance from Origin,20.9169,473.294,280.289,92.8484,289.41,94457.4,337,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,154.479,57.799,43.9622,50.7832,19478.3,337,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0963634,0.917084,0.425202,0.162511,0.402704,143.293,337,,Surface,,,,,1,
Ellipticity (prolate),0.0254827,0.861429,0.365108,0.194206,0.369567,123.041,337,,Surface,,,,,1,
Intensity Max,3974,52502,13059.1,8628.29,10062,4.40093e+06,337,,Surface,1,,Image 1,,1,
Intensity Max,2345,58957,5171.15,5418.03,3809,1.74268e+06,337,,Surface,2,,Image 1,,1,
Intensity Max,2425,64619,10493,8516.18,7855,3.53615e+06,337,,Surface,3,,Image 1,,1,
Intensity Max,7331,65535,13807.3,8915.07,11541,4.65305e+06,337,,Surface,4,,Image 1,,1,
Intensity Max,0,52502,8764.73,9018.9,6608,2.95371e+06,337,,Surface,5,,Image 1,,1,
Intensity Max,0,49270,3334.05,3945.14,3109,1.12357e+06,337,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,974.95,5041.42,0,328558,337,,Surface,7,,Image 1,,1,
Intensity Mean,919.935,12122.4,2968.76,1818.21,2280.56,1.00047e+06,337,,Surface,1,,Image 1,,1,
Intensity Mean,720.869,14706.2,1272.64,838.509,1164.79,428878,337,,Surface,2,,Image 1,,1,
Intensity Mean,828.022,14184.2,1974.55,1194.97,1725.01,665422,337,,Surface,3,,Image 1,,1,
Intensity Mean,4618.55,12553,5531.77,908.43,5378.26,1.86421e+06,337,,Surface,4,,Image 1,,1,
Intensity Mean,0,12122.4,643.965,1091.99,293.211,217016,337,,Surface,5,,Image 1,,1,
Intensity Mean,0,5641.49,277.705,452.993,139.447,93586.7,337,,Surface,6,,Image 1,,1,
Intensity Mean,0,6162.54,36.5767,398.089,0,12326.3,337,,Surface,7,,Image 1,,1,
Intensity Median,778.342,11571.9,2691.68,1726.79,2065.39,907097,337,,Surface,1,,Image 1,,1,
Intensity Median,628.224,12954,1174.9,732.022,1086.22,395942,337,,Surface,2,,Image 1,,1,
Intensity Median,769.652,14468,1750.89,1147.81,1556.25,590051,337,,Surface,3,,Image 1,,1,
Intensity Median,4577,7696.19,5263.1,416.658,5220.98,1.77366e+06,337,,Surface,4,,Image 1,,1,
Intensity Median,0,11571.9,201.123,900.778,1.923,67778.3,337,,Surface,5,,Image 1,,1,
Intensity Median,0,5236.89,103.666,424.079,0.9645,34935.4,337,,Surface,6,,Image 1,,1,
Intensity Median,0,5928.5,32.2332,412.793,0,10862.6,337,,Surface,7,,Image 1,,1,
Intensity Min,0,2863,100.279,352.762,0,33794,337,,Surface,1,,Image 1,,1,
Intensity Min,0,2237,130.602,149.594,112,44013,337,,Surface,2,,Image 1,,1,
Intensity Min,21,5386,388.786,421.23,337,131021,337,,Surface,3,,Image 1,,1,
Intensity Min,951,3059,2035.88,351.798,2051,686091,337,,Surface,4,,Image 1,,1,
Intensity Min,0,2863,11.2582,159.619,0,3794,337,,Surface,5,,Image 1,,1,
Intensity Min,0,1319,9.06528,83.9994,0,3055,337,,Surface,6,,Image 1,,1,
Intensity Min,0,3059,9.07715,166.387,0,3059,337,,Surface,7,,Image 1,,1,
Intensity StdDev,754.602,7748.1,1668.36,860.716,1314.98,562237,337,,Surface,1,,Image 1,,1,
Intensity StdDev,405.009,8349.69,615.215,506.189,531.877,207327,337,,Surface,2,,Image 1,,1,
Intensity StdDev,319.645,4288.46,1004.41,673.94,799.837,338487,337,,Surface,3,,Image 1,,1,
Intensity StdDev,833.617,13704.1,1609.54,1342.29,1367.85,542414,337,,Surface,4,,Image 1,,1,
Intensity StdDev,0,9132.32,1071.06,1084.3,866.806,360949,337,,Surface,5,,Image 1,,1,
Intensity StdDev,0,2288.68,420.632,326.727,439.937,141753,337,,Surface,6,,Image 1,,1,
Intensity StdDev,0,2749.19,52.1334,283.65,0,17568.9,337,,Surface,7,,Image 1,,1,
Intensity Sum,341296,4.72717e+09,6.96085e+07,4.19431e+08,4.88526e+06,2.34581e+10,337,,Surface,1,,Image 1,,1,
Intensity Sum,306949,2.05914e+09,3.07697e+07,1.86691e+08,2.12752e+06,1.03694e+10,337,,Surface,2,,Image 1,,1,
Intensity Sum,324697,4.82609e+09,6.47956e+07,4.19409e+08,3.04612e+06,2.18361e+10,337,,Surface,3,,Image 1,,1,
Intensity Sum,1.79277e+06,1.81773e+10,2.50297e+08,1.72222e+09,8.98368e+06,8.435e+10,337,,Surface,4,,Image 1,,1,
Intensity Sum,0,2.43066e+09,2.97562e+07,2.12271e+08,538803,1.00278e+10,337,,Surface,5,,Image 1,,1,
Intensity Sum,0,1.04371e+09,1.16963e+07,8.387e+07,260765,3.94165e+09,337,,Surface,6,,Image 1,,1,
Intensity Sum,0,3.98779e+08,1.69453e+06,2.22123e+07,0,5.71055e+08,337,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,337,337,,Surface,,,,,1,
Position X,1.48299,352.553,175.635,100.426,168.063,59189,337,um,Surface,,Position,,,1,
Position Y,1.81418,352.532,191.459,95.6344,194.727,64521.7,337,um,Surface,,Position,,,1,
Position Z,14.8987,30.996,20.638,4.60773,19.2631,6955.01,337,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,-1.40783,4.43876,0.198514,0.632319,0,66.8993,337,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-0.381543,24.3305,5.16003,4.9829,3.99678,1738.93,337,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.591768,6.49199,0.46133,1.03594,0,155.468,337,um,Surface,,,,Surfaces 1,1,
Sphericity,0.258624,0.941105,0.661443,0.141164,0.676772,222.906,337,,Surface,,,,,1,
Time,0,0,0,0,0,0,337,s,Surface,,,,,1,
Time Index,1,1,1,0,1,337,337,,Surface,,,,,1,
Volume,6.3487,51869.2,782.146,4792.57,42.9562,263583,337,um^3,Surface,,,,,1,
