
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,5.39512,21515,214.083,1336.28,16.5487,88630.2,414,um^2,Surface,,,,,1,
Distance from Origin,16.8588,469.936,274.685,82.585,280.091,113720,414,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,172.142,69.3907,44.6628,67.1387,28727.8,414,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0537533,0.780636,0.391996,0.145288,0.389315,162.286,414,,Surface,,,,,1,
Ellipticity (prolate),0.0662068,0.933096,0.437598,0.171669,0.412895,181.166,414,,Surface,,,,,1,
Intensity Max,3042,65535,10144,11394.5,6082.5,4.19963e+06,414,,Surface,1,,Image 1,,1,
Intensity Max,1965,65535,5373.4,5883.18,4044,2.22459e+06,414,,Surface,2,,Image 1,,1,
Intensity Max,2519,65535,11095.8,10129,7627,4.59367e+06,414,,Surface,3,,Image 1,,1,
Intensity Max,9443,65535,15807.7,7932.36,13432.5,6.54441e+06,414,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,7008.65,11685.8,4382.5,2.90158e+06,414,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,3515.43,5511.52,3102,1.45539e+06,414,,Surface,6,,Image 1,,1,
Intensity Max,0,43608,956.172,4754.43,0,395855,414,,Surface,7,,Image 1,,1,
Intensity Mean,857.418,28331.3,2608.7,2443.38,1961.05,1.08e+06,414,,Surface,1,,Image 1,,1,
Intensity Mean,798.322,7749.19,1741.37,723.841,1582.35,720926,414,,Surface,2,,Image 1,,1,
Intensity Mean,979.598,28251,3777.37,1757.67,3547.22,1.56383e+06,414,,Surface,3,,Image 1,,1,
Intensity Mean,7647.72,16555.1,8832.18,990.608,8598.2,3.65652e+06,414,,Surface,4,,Image 1,,1,
Intensity Mean,0,28292.7,944.497,2264.25,310.92,391022,414,,Surface,5,,Image 1,,1,
Intensity Mean,0,5798.66,573.794,817.77,245.419,237551,414,,Surface,6,,Image 1,,1,
Intensity Mean,0,8752.9,97.3881,787.561,0,40318.7,414,,Surface,7,,Image 1,,1,
Intensity Median,681.012,26635.4,2326.6,2184.76,1820.51,963211,414,,Surface,1,,Image 1,,1,
Intensity Median,711.41,6805.94,1643.71,657.528,1511.3,680494,414,,Surface,2,,Image 1,,1,
Intensity Median,881.4,26830,3535.05,1602.71,3345.52,1.46351e+06,414,,Surface,3,,Image 1,,1,
Intensity Median,7509.18,12766.4,8611.34,635.591,8491.38,3.56509e+06,414,,Surface,4,,Image 1,,1,
Intensity Median,0,26635.4,626.612,2120.46,1.39325,259417,414,,Surface,5,,Image 1,,1,
Intensity Median,0,5362.44,410.355,816.394,0.982,169887,414,,Surface,6,,Image 1,,1,
Intensity Median,0,8605.7,91.5633,828.754,0,37907.2,414,,Surface,7,,Image 1,,1,
Intensity Min,0,10037,160.643,651.627,0,66506,414,,Surface,1,,Image 1,,1,
Intensity Min,1,2025,338.563,244.148,283.5,140165,414,,Surface,2,,Image 1,,1,
Intensity Min,160,14834,1407.75,965.135,1253.5,582808,414,,Surface,3,,Image 1,,1,
Intensity Min,2224,6986,4767.64,772.044,4857,1.9738e+06,414,,Surface,4,,Image 1,,1,
Intensity Min,0,1655,11.7029,94.9334,0,4845,414,,Surface,5,,Image 1,,1,
Intensity Min,0,2025,43.4372,210.091,0,17983,414,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,414,,Surface,7,,Image 1,,1,
Intensity StdDev,671.688,12069.8,1560.62,1416.61,1066.89,646097,414,,Surface,1,,Image 1,,1,
Intensity StdDev,370.17,4259.04,744.684,417.465,653.419,308299,414,,Surface,2,,Image 1,,1,
Intensity StdDev,441.298,8281.63,1355.89,956.573,1018.62,561339,414,,Surface,3,,Image 1,,1,
Intensity StdDev,904.487,11820.5,1833.91,1101.92,1555.17,759239,414,,Surface,4,,Image 1,,1,
Intensity StdDev,0,12154.2,1037.2,1497.06,812.744,429400,414,,Surface,5,,Image 1,,1,
Intensity StdDev,0,3143.69,566.652,549.126,563.587,234594,414,,Surface,6,,Image 1,,1,
Intensity StdDev,0,9562.67,104.523,660.469,0,43272.3,414,,Surface,7,,Image 1,,1,
Intensity Sum,84027,2.15189e+09,2.10194e+07,1.45853e+08,440866,8.70204e+09,414,,Surface,1,,Image 1,,1,
Intensity Sum,62221,1.32737e+09,1.2909e+07,9.01143e+07,346142,5.34431e+09,414,,Surface,2,,Image 1,,1,
Intensity Sum,85225,3.13896e+09,3.72225e+07,2.48191e+08,681008,1.54101e+10,414,,Surface,3,,Image 1,,1,
Intensity Sum,575774,8.68041e+09,1.11403e+08,7.72311e+08,1.66371e+06,4.6121e+10,414,,Surface,4,,Image 1,,1,
