
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,8.33705,6391.79,299.607,1029.15,22.1238,38948.9,130,um^2,Surface,,,,,1,
Distance from Origin,74.3629,471.264,350.9,73.4085,364.252,45617,130,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,139.084,45.0705,37.4731,34.8237,5859.17,130,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0636406,0.922546,0.377111,0.158126,0.348383,49.0244,130,,Surface,,,,,1,
Ellipticity (prolate),0.0418844,0.894573,0.424054,0.179854,0.415208,55.1271,130,,Surface,,,,,1,
Intensity Max,3659,63149,16255.3,11278.6,12757,2.11319e+06,130,,Surface,1,,Image 1,,1,
Intensity Max,4167,65535,11974.4,9872.42,9474.5,1.55668e+06,130,,Surface,2,,Image 1,,1,
Intensity Max,5602,65535,18419.3,15432.1,12047.5,2.3945e+06,130,,Surface,3,,Image 1,,1,
Intensity Max,24865,65535,34772.3,10902.4,31107.5,4.5204e+06,130,,Surface,4,,Image 1,,1,
Intensity Max,0,63149,10507.2,13183.3,6297,1.36593e+06,130,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,7071.22,8311.12,7097,919259,130,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,23522.4,19915.2,27442,3.05791e+06,130,,Surface,7,,Image 1,,1,
Intensity Mean,1177.25,20888.5,3918.43,2787.55,3108.2,509396,130,,Surface,1,,Image 1,,1,
Intensity Mean,1558.19,18412.4,5073.09,2777.7,4597.03,659502,130,,Surface,2,,Image 1,,1,
Intensity Mean,3026.5,17022.4,6693.51,2160.86,6271.98,870156,130,,Surface,3,,Image 1,,1,
Intensity Mean,20267.8,35993,22664.5,2966.54,21608.4,2.94638e+06,130,,Surface,4,,Image 1,,1,
Intensity Mean,0,20888.5,1432.11,2726.59,471.097,186175,130,,Surface,5,,Image 1,,1,
Intensity Mean,0,6259.82,1401.27,1570.55,853.587,182165,130,,Surface,6,,Image 1,,1,
Intensity Mean,0,24831.7,7212.02,7817.57,4695.81,937563,130,,Surface,7,,Image 1,,1,
Intensity Median,1016.17,19155.6,3446.79,2641.74,2672.46,448083,130,,Surface,1,,Image 1,,1,
Intensity Median,1475.92,17139.7,4885.69,2559.18,4501.58,635140,130,,Surface,2,,Image 1,,1,
Intensity Median,2917.38,14765.1,6296.7,1830.97,6022.76,818571,130,,Surface,3,,Image 1,,1,
Intensity Median,20090.4,33073.8,22203.4,2199.4,21422.8,2.88644e+06,130,,Surface,4,,Image 1,,1,
Intensity Median,0,19155.6,828.527,2524.14,1.6255,107709,130,,Surface,5,,Image 1,,1,
Intensity Median,0,6956.27,911.337,1735.29,1.65097,118474,130,,Surface,6,,Image 1,,1,
Intensity Median,0,25821.1,5145.94,9079.88,6.77332,668972,130,,Surface,7,,Image 1,,1,
Intensity Min,0,9137,324.677,997.972,19.5,42208,130,,Surface,1,,Image 1,,1,
Intensity Min,61,8464,1659.88,1193.71,1402,215784,130,,Surface,2,,Image 1,,1,
Intensity Min,461,6612,2725.41,1045.15,2562,354303,130,,Surface,3,,Image 1,,1,
Intensity Min,9764,17174,14383.8,1667.34,14589.5,1.86989e+06,130,,Surface,4,,Image 1,,1,
Intensity Min,0,9137,130.185,952.639,0,16924,130,,Surface,5,,Image 1,,1,
Intensity Min,0,2416,74.5615,362.571,0,9693,130,,Surface,6,,Image 1,,1,
Intensity Min,0,16156,681.477,3105.42,0,88592,130,,Surface,7,,Image 1,,1,
Intensity StdDev,804.108,8399.51,2336.61,1342.26,1890.19,303759,130,,Surface,1,,Image 1,,1,
Intensity StdDev,666.209,11124,1590.09,1345.13,1308.14,206712,130,,Surface,2,,Image 1,,1,
Intensity StdDev,805.317,10692.4,2159.26,1627.03,1595.8,280703,130,,Surface,3,,Image 1,,1,
Intensity StdDev,1925.42,15139.7,3607.44,2552.14,2652.29,468968,130,,Surface,4,,Image 1,,1,
Intensity StdDev,0,8511.57,1517.09,1780.24,1146.88,197222,130,,Surface,5,,Image 1,,1,
Intensity StdDev,0,7609.94,1381.9,1303.27,1328.06,179647,130,,Surface,6,,Image 1,,1,
Intensity StdDev,0,22372.7,6315.22,5664.08,7096.68,820979,130,,Surface,7,,Image 1,,1,
Intensity Sum,161928,9.99395e+08,3.6027e+07,1.40661e+08,1.09313e+06,4.68351e+09,130,,Surface,1,,Image 1,,1,
Intensity Sum,315416,1.22811e+09,4.60303e+07,1.8501e+08,1.30252e+06,5.98394e+09,130,,Surface,2,,Image 1,,1,
Intensity Sum,439229,2.3468e+09,9.10396e+07,3.48773e+08,1.77199e+06,1.18351e+10,130,,Surface,3,,Image 1,,1,
Intensity Sum,2.0406e+06,1.00922e+10,3.52186e+08,1.39695e+09,5.57335e+06,4.57842e+10,130,,Surface,4,,Image 1,,1,
Intensity Sum,0,4.84932e+08,1.56231e+07,6.28198e+07,178686,2.031e+09,130,,Surface,5,,Image 1,,1,
Intensity Sum,0,5.71832e+08,1.93206e+07,8.12357e+07,299000,2.51168e+09,130,,Surface,6,,Image 1,,1,
Intensity Sum,0,4.76725e+09,1.65289e+08,7.0484e+08,1.54338e+06,2.14876e+10,130,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,130,130,,Surface,,,,,1,
Position X,50.5203,352.346,230.957,76.4838,219.665,30024.4,130,um,Surface,,Position,,,1,
Position Y,48.307,351.307,247.591,88.4566,282.371,32186.8,130,um,Surface,,Position,,,1,
Position Z,9.72979,21.5458,13.9937,2.71857,13.0403,1819.18,130,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,0,21.921,6.7497,5.58408,5.64957,877.462,130,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.623038,5.27609,0.411071,0.990612,0,53.4393,130,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,0,7.8388,1.65335,1.81075,1.10443,214.936,130,um,Surface,,,,Surfaces 1,1,
Sphericity,0.214223,0.9649,0.698121,0.149992,0.719532,90.7557,130,,Surface,,,,,1,
Time,0,0,0,0,0,0,130,s,Surface,,,,,1,
Time Index,1,1,1,0,1,130,130,,Surface,,,,,1,
Volume,1.13019,9042.19,338.488,1284.46,5.55716,44003.5,130,um^3,Surface,,,,,1,
