
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,7.84812,9920.18,204.889,835.536,31.0112,103879,507,um^2,Surface,,,,,1,
Distance from Origin,26.0073,488.977,269.096,93.8251,275.876,136431,507,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,171.862,58.9914,43.5137,49.624,29908.6,507,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0668914,0.924214,0.419644,0.165647,0.389848,212.76,507,,Surface,,,,,1,
Ellipticity (prolate),0.032555,0.934961,0.39309,0.18536,0.377344,199.297,507,,Surface,,,,,1,
Intensity Max,3328,65535,15776.6,15877.8,8277,7.99875e+06,507,,Surface,1,,Image 1,,1,
Intensity Max,2605,65535,9306.65,9178.13,6252,4.71847e+06,507,,Surface,2,,Image 1,,1,
Intensity Max,3385,65535,15818.1,13714.9,11239,8.01978e+06,507,,Surface,3,,Image 1,,1,
Intensity Max,15399,65535,26533.8,11208.7,23169,1.34526e+07,507,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,9164.28,15057.6,5318,4.64629e+06,507,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,5697.68,7541.54,4276,2.88872e+06,507,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,16105.2,16534.9,17027,8.16531e+06,507,,Surface,7,,Image 1,,1,
Intensity Mean,1046.75,20584.9,3716.23,2830,2778.41,1.88413e+06,507,,Surface,1,,Image 1,,1,
Intensity Mean,871.661,20976.7,2720.98,1523.49,2322.25,1.37954e+06,507,,Surface,2,,Image 1,,1,
Intensity Mean,1671.16,16507.7,4281.87,2160.97,3561,2.17091e+06,507,,Surface,3,,Image 1,,1,
Intensity Mean,11521.6,29086.2,13668.3,2359.91,13070.3,6.92982e+06,507,,Surface,4,,Image 1,,1,
Intensity Mean,0,19812.1,896.477,1878.5,150.098,454514,507,,Surface,5,,Image 1,,1,
Intensity Mean,0,18291.1,730.806,1467.82,137.527,370519,507,,Surface,6,,Image 1,,1,
Intensity Mean,0,19156.5,2931.46,4213.47,667.557,1.48625e+06,507,,Surface,7,,Image 1,,1,
Intensity Median,888.696,21630.1,3231.88,2348.78,2593.22,1.63856e+06,507,,Surface,1,,Image 1,,1,
Intensity Median,763.436,22166.8,2496.51,1357.06,2186.95,1.26573e+06,507,,Surface,2,,Image 1,,1,
Intensity Median,1622.53,16748.7,3819.33,1918.02,3260.5,1.9364e+06,507,,Surface,3,,Image 1,,1,
Intensity Median,11444,22312.4,13071,1408.4,12728.9,6.62702e+06,507,,Surface,4,,Image 1,,1,
Intensity Median,0,13228.4,437.806,1466.21,1.408,221968,507,,Surface,5,,Image 1,,1,
Intensity Median,0,22113.6,430.638,1526.59,1.136,218333,507,,Surface,6,,Image 1,,1,
Intensity Median,0,17031.7,1616.18,4123.96,5.0085,819405,507,,Surface,7,,Image 1,,1,
Intensity Min,0,4608,226.625,548.613,2,114899,507,,Surface,1,,Image 1,,1,
Intensity Min,2,5068,509.008,446.166,415,258067,507,,Surface,2,,Image 1,,1,
Intensity Min,169,8016,1233.78,803.587,1085,625525,507,,Surface,3,,Image 1,,1,
Intensity Min,2534,9274,6673.5,1127.49,6757,3.38347e+06,507,,Surface,4,,Image 1,,1,
Intensity Min,0,1543,9.0789,101.365,0,4603,507,,Surface,5,,Image 1,,1,
Intensity Min,0,2393,18.2998,168.355,0,9278,507,,Surface,6,,Image 1,,1,
Intensity Min,0,8917,114.748,916.72,0,58177,507,,Surface,7,,Image 1,,1,
Intensity StdDev,756.937,16412.4,2347.05,2319.94,1345.07,1.18996e+06,507,,Surface,1,,Image 1,,1,
Intensity StdDev,470.262,10381.7,1253.38,1149.45,911.058,635463,507,,Surface,2,,Image 1,,1,
Intensity StdDev,515.946,10222.7,1973.07,1517.02,1462.67,1.00035e+06,507,,Surface,3,,Image 1,,1,
Intensity StdDev,1455.77,19154.8,3433.6,2535.68,2738.32,1.74083e+06,507,,Surface,4,,Image 1,,1,
Intensity StdDev,0,16441.4,1268.16,2057.03,661.476,642958,507,,Surface,5,,Image 1,,1,
Intensity StdDev,0,11049.6,877.756,1144.6,604.18,445022,507,,Surface,6,,Image 1,,1,
Intensity StdDev,0,22977,3489.91,3992,2744.03,1.76938e+06,507,,Surface,7,,Image 1,,1,
Intensity Sum,132381,3.5387e+09,3.70642e+07,2.27142e+08,1.431e+06,1.87915e+10,507,,Surface,1,,Image 1,,1,
Intensity Sum,150793,1.18214e+09,1.79377e+07,9.28716e+07,1.06034e+06,9.09443e+09,507,,Surface,2,,Image 1,,1,
Intensity Sum,216350,3.51908e+09,4.4816e+07,2.52221e+08,1.70327e+06,2.27217e+10,507,,Surface,3,,Image 1,,1,
Intensity Sum,1.2025e+06,1.44281e+10,1.72753e+08,1.04495e+09,5.27026e+06,8.75857e+10,507,,Surface,4,,Image 1,,1,
Intensity Sum,0,1.99668e+09,1.71445e+07,1.20299e+08,107514,8.69225e+09,507,,Surface,5,,Image 1,,1,
Intensity Sum,0,5.144e+08,6.64058e+06,3.99186e+07,109400,3.36678e+09,507,,Surface,6,,Image 1,,1,
Intensity Sum,0,8.49938e+09,8.09561e+07,5.58742e+08,520468,4.10447e+10,507,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,507,507,,Surface,,,,,1,
Position X,0.834899,353.029,173.133,96.8469,174.856,87778.4,507,um,Surface,,Position,,,1,
Position Y,0.782525,352.59,177.017,101.256,179.331,89747.7,507,um,Surface,,Position,,,1,
Position Z,11.3048,22.23,16.1799,3.4079,15.4857,8203.2,507,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,0,24.4627,5.47897,4.65197,4.53893,2777.84,507,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.46894,6.01476,0.508476,1.02841,0,257.797,507,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,0,11.9845,1.76377,2.00286,1.18073,894.229,507,um,Surface,,,,Surfaces 1,1,
Sphericity,0.244951,0.947268,0.727736,0.130524,0.734199,368.962,507,,Surface,,,,,1,
Time,0,0,0,0,0,0,507,s,Surface,,,,,1,
Time Index,1,1,1,0,1,507,507,,Surface,,,,,1,
Volume,1.1353,16674.3,233.286,1245.22,10.1033,118276,507,um^3,Surface,,,,,1,
