
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,11.7913,29253.9,256.341,1441.65,35.7882,152779,596,um^2,Surface,,,,,1,
Distance from Origin,27.522,457.028,282.141,93.0816,293.22,168156,596,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,166.694,64.01,41.597,61.2692,38149.9,596,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0839699,0.845969,0.391365,0.138061,0.371527,233.254,596,,Surface,,,,,1,
Ellipticity (prolate),0.0343463,0.863891,0.42135,0.16443,0.400787,251.125,596,,Surface,,,,,1,
Intensity Max,4777,64337,19798.3,10846,17430.5,1.17998e+07,596,,Surface,1,,Image 1,,1,
Intensity Max,2751,65535,11429.2,11067.3,7779.5,6.81179e+06,596,,Surface,2,,Image 1,,1,
Intensity Max,3044,65535,13756,9322.87,11172,8.19859e+06,596,,Surface,3,,Image 1,,1,
Intensity Max,11043,65535,19965.8,11127.8,16190,1.18996e+07,596,,Surface,4,,Image 1,,1,
Intensity Max,0,60327,11646.7,11685.8,9930.5,6.94145e+06,596,,Surface,5,,Image 1,,1,
Intensity Max,0,65535,7485.08,9071.92,6939,4.46111e+06,596,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,4644.51,10228.8,0,2.76813e+06,596,,Surface,7,,Image 1,,1,
Intensity Mean,1311.53,22621,5198.5,3028.4,4542.24,3.09831e+06,596,,Surface,1,,Image 1,,1,
Intensity Mean,967.261,20647.4,3477.73,1550.16,3220.2,2.07273e+06,596,,Surface,2,,Image 1,,1,
Intensity Mean,1586.3,13708.4,5217.41,1338.19,5154.2,3.10958e+06,596,,Surface,3,,Image 1,,1,
Intensity Mean,8218.72,22225.1,9765.62,1859.73,9223.85,5.82031e+06,596,,Surface,4,,Image 1,,1,
Intensity Mean,0,22621,1319.75,2074.94,529.774,786569,596,,Surface,5,,Image 1,,1,
Intensity Mean,0,9956.11,1071.53,1334.55,581.533,638629,596,,Surface,6,,Image 1,,1,
Intensity Mean,0,10938.2,440.443,1463.31,0,262504,596,,Surface,7,,Image 1,,1,
Intensity Median,1078.68,22482.1,4624.49,2921.59,3911.48,2.7562e+06,596,,Surface,1,,Image 1,,1,
Intensity Median,870.704,18291.7,3253.93,1285.41,3064.06,1.93934e+06,596,,Surface,2,,Image 1,,1,
Intensity Median,1543.82,12499.7,5005.88,1255.64,4939.53,2.98351e+06,596,,Surface,3,,Image 1,,1,
Intensity Median,8114.98,16518.2,9306.9,1080.14,9004.17,5.54691e+06,596,,Surface,4,,Image 1,,1,
Intensity Median,0,22482.1,772.041,2073.7,2.26175,460137,596,,Surface,5,,Image 1,,1,
Intensity Median,0,6848.2,689.91,1364.76,1.6995,411186,596,,Surface,6,,Image 1,,1,
Intensity Median,0,10531.6,288.479,1521.64,0,171934,596,,Surface,7,,Image 1,,1,
Intensity Min,0,9196,448.71,993.031,58.5,267431,596,,Surface,1,,Image 1,,1,
Intensity Min,19,3523,771.044,478.263,687,459542,596,,Surface,2,,Image 1,,1,
Intensity Min,209,5564,2001.07,844.364,2004,1.19264e+06,596,,Surface,3,,Image 1,,1,
Intensity Min,1080,6471,4686.9,765.429,4770,2.79339e+06,596,,Surface,4,,Image 1,,1,
Intensity Min,0,9196,18.9228,379.492,0,11278,596,,Surface,5,,Image 1,,1,
Intensity Min,0,1435,9.80705,109.893,0,5845,596,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,596,,Surface,7,,Image 1,,1,
Intensity StdDev,848.091,8560.73,2923.51,1455.28,2610.19,1.74241e+06,596,,Surface,1,,Image 1,,1,
Intensity StdDev,524.378,12484.9,1414,1257.22,1083.28,842743,596,,Surface,2,,Image 1,,1,
Intensity StdDev,503.02,4809.79,1524.52,677.629,1369.93,908616,596,,Surface,3,,Image 1,,1,
Intensity StdDev,1081.94,17753.8,2466.31,2128.5,1804.33,1.46992e+06,596,,Surface,4,,Image 1,,1,
Intensity StdDev,0,9965.14,1682.53,1695.41,1406.97,1.00279e+06,596,,Surface,5,,Image 1,,1,
Intensity StdDev,0,11773.8,1234.37,1189.89,1275.91,735685,596,,Surface,6,,Image 1,,1,
Intensity StdDev,0,9115.96,668.312,1516.77,0,398314,596,,Surface,7,,Image 1,,1,
Intensity Sum,296912,7.40035e+09,5.78457e+07,4.02974e+08,2.57127e+06,3.44761e+10,596,,Surface,1,,Image 1,,1,
Intensity Sum,274702,3.4731e+09,3.15407e+07,2.02842e+08,1.76664e+06,1.87983e+10,596,,Surface,2,,Image 1,,1,
Intensity Sum,440992,5.60087e+09,5.64205e+07,3.5821e+08,2.78928e+06,3.36266e+10,596,,Surface,3,,Image 1,,1,
Intensity Sum,1.25102e+06,1.50519e+10,1.60507e+08,1.08083e+09,5.17501e+06,9.56621e+10,596,,Surface,4,,Image 1,,1,
Intensity Sum,0,1.35152e+09,1.41462e+07,9.57606e+07,393321,8.43114e+09,596,,Surface,5,,Image 1,,1,
Intensity Sum,0,7.06561e+08,8.50126e+06,5.26777e+07,384832,5.06675e+09,596,,Surface,6,,Image 1,,1,
Intensity Sum,0,5.33917e+08,4.09743e+06,3.11078e+07,0,2.44207e+09,596,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,596,596,,Surface,,,,,1,
Position X,1.03417,352.54,189.61,93.1935,198.041,113007,596,um,Surface,,Position,,,1,
Position Y,1.40893,352.541,185.287,95.5555,184.884,110431,596,um,Surface,,Position,,,1,
Position Z,8.37798,21.39,12.5339,3.39892,11.1082,7470.2,596,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,0,22.6244,3.20616,3.35867,2.29731,1910.87,596,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.0353396,8.52916,0.448888,1.10542,0,267.537,596,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,0,6.53562,0.855541,1.12374,0.420727,509.902,596,um,Surface,,,,Surfaces 1,1,
Sphericity,0.168719,0.970531,0.734621,0.142956,0.749268,437.834,596,,Surface,,,,,1,
Time,0,0,0,0,0,0,596,s,Surface,,,,,1,
Time Index,1,1,1,0,1,596,596,,Surface,,,,,1,
Volume,2.02994,32605.8,315.563,2009.06,13.8553,188076,596,um^3,Surface,,,,,1,
