
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,21.0468,15916.8,501.632,1719.38,69.635,146477,292,um^2,Surface,,,,,1,
Distance from Origin,42.0847,489.704,262.452,96.8458,254.105,76636,292,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,172.163,65.6886,43.0178,65.937,19181.1,292,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.111078,0.804781,0.420794,0.149124,0.394745,122.872,292,,Surface,,,,,1,
Ellipticity (prolate),0.0419887,0.851806,0.414962,0.172058,0.401977,121.169,292,,Surface,,,,,1,
Intensity Max,4340,65535,14772.5,14288.4,8803.5,4.31356e+06,292,,Surface,1,,Image 1,,1,
Intensity Max,2592,37581,6370.64,4167.6,5048.5,1.86023e+06,292,,Surface,2,,Image 1,,1,
Intensity Max,5382,65535,19759.5,13340.4,14887,5.76976e+06,292,,Surface,3,,Image 1,,1,
Intensity Max,14538,65535,25658.6,12801.9,21051,7.49231e+06,292,,Surface,4,,Image 1,,1,
Intensity Max,0,65535,11062.9,14502.1,6594.5,3.23037e+06,292,,Surface,5,,Image 1,,1,
Intensity Max,0,31840,4952.95,4304.52,4447,1.44626e+06,292,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,3027.1,11088.4,0,883914,292,,Surface,7,,Image 1,,1,
Intensity Mean,1368.05,9719.4,2587.3,1160.61,2201.99,755492,292,,Surface,1,,Image 1,,1,
Intensity Mean,1015.34,3945.39,1972.72,432.839,1917.32,576035,292,,Surface,2,,Image 1,,1,
Intensity Mean,3092.18,13203.7,5380.65,1307.51,5175.54,1.57115e+06,292,,Surface,3,,Image 1,,1,
Intensity Mean,10152.7,24712,12191.9,2266.74,11524.2,3.56003e+06,292,,Surface,4,,Image 1,,1,
Intensity Mean,0,8345.62,651.002,901.623,346,190093,292,,Surface,5,,Image 1,,1,
Intensity Mean,0,3708.23,502.695,615.962,306.02,146787,292,,Surface,6,,Image 1,,1,
Intensity Mean,0,1310.17,17.4999,96.6031,0,5109.97,292,,Surface,7,,Image 1,,1,
Intensity Median,1243.57,7180.26,2249.38,818.674,2036.52,656820,292,,Surface,1,,Image 1,,1,
Intensity Median,983.83,3619.33,1885.33,409.042,1821.36,550516,292,,Surface,2,,Image 1,,1,
Intensity Median,3044.99,12734.7,4990.08,1097.51,4914.31,1.4571e+06,292,,Surface,3,,Image 1,,1,
Intensity Median,10033,17837.2,11563.3,1218.83,11264.1,3.37648e+06,292,,Surface,4,,Image 1,,1,
Intensity Median,0,7151.64,220.395,700.548,2.10275,64355.2,292,,Surface,5,,Image 1,,1,
Intensity Median,0,3619.33,227.716,625.731,1.396,66493.1,292,,Surface,6,,Image 1,,1,
Intensity Median,0,24.818,0.997486,3.5796,0,291.266,292,,Surface,7,,Image 1,,1,
Intensity Min,0,1895,23.7363,123.636,0,6931,292,,Surface,1,,Image 1,,1,
Intensity Min,29,1027,332.764,174.5,296.5,97167,292,,Surface,2,,Image 1,,1,
Intensity Min,224,5291,1963.76,702.211,1915.5,573418,292,,Surface,3,,Image 1,,1,
Intensity Min,2609,7615,5884.74,798.847,6005.5,1.71834e+06,292,,Surface,4,,Image 1,,1,
Intensity Min,0,248,1.13014,15.244,0,330,292,,Surface,5,,Image 1,,1,
Intensity Min,0,1027,8.2637,82.668,0,2413,292,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,292,,Surface,7,,Image 1,,1,
Intensity StdDev,866.216,9641.94,1740.77,1292.97,1201.96,508304,292,,Surface,1,,Image 1,,1,
Intensity StdDev,453.712,1932.02,750.07,180.243,698.876,219020,292,,Surface,2,,Image 1,,1,
Intensity StdDev,686.315,6928.63,1887.24,1012.69,1522.18,551073,292,,Surface,3,,Image 1,,1,
Intensity StdDev,1342.38,16169.9,3079.6,2616.19,2232.56,899244,292,,Surface,4,,Image 1,,1,
Intensity StdDev,0,6273.86,1150.96,1150.7,1007.14,336080,292,,Surface,5,,Image 1,,1,
Intensity StdDev,0,1967.79,706.232,498.113,761.842,206220,292,,Surface,6,,Image 1,,1,
Intensity StdDev,0,3868.26,133.06,501.475,0,38853.5,292,,Surface,7,,Image 1,,1,
Intensity Sum,476558,4.59202e+09,9.42451e+07,4.34184e+08,3.06001e+06,2.75196e+10,292,,Surface,1,,Image 1,,1,
Intensity Sum,353339,2.54397e+09,5.73936e+07,2.51395e+08,2.40084e+06,1.67589e+10,292,,Surface,2,,Image 1,,1,
Intensity Sum,1.1084e+06,7.24281e+09,1.75948e+08,7.62246e+08,6.49824e+06,5.13768e+10,292,,Surface,3,,Image 1,,1,
Intensity Sum,3.2244e+06,2.49366e+10,5.99721e+08,2.72647e+09,1.37787e+07,1.75119e+11,292,,Surface,4,,Image 1,,1,
Intensity Sum,0,1.94114e+09,3.75202e+07,1.84451e+08,414767,1.09559e+10,292,,Surface,5,,Image 1,,1,
Intensity Sum,0,8.79148e+08,1.95739e+07,9.04306e+07,347563,5.71558e+09,292,,Surface,6,,Image 1,,1,
Intensity Sum,0,1.04674e+08,2.12831e+06,1.17079e+07,0,6.21467e+08,292,,Surface,7,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,292,292,,Surface,,,,,1,
Position X,6.01673,352.793,172.251,94.1931,155.009,50297.2,292,um,Surface,,Position,,,1,
Position Y,5.30684,352.712,177.072,90.4505,177.995,51705.1,292,um,Surface,,Position,,,1,
Position Z,7.46355,23.9167,12.6753,4.57288,11.3257,3701.19,292,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,0,18.8952,3.84083,3.74151,3.02987,1121.52,292,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-0.338978,4.27428,0.15274,0.536703,0,44.6001,292,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,0,7.9017,1.08182,1.46219,0.45912,315.892,292,um,Surface,,,,Surfaces 1,1,
Sphericity,0.320522,0.943237,0.710115,0.129282,0.724031,207.353,292,,Surface,,,,,1,
Time,0,0,0,0,0,0,292,s,Surface,,,,,1,
Time Index,1,1,1,0,1,292,292,,Surface,,,,,1,
