
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,21.5035,19538.7,523.964,1992.6,72.1995,180244,344,um^2,Surface,,,,,1,
Distance from Origin,10.7476,490.787,278.117,96.4103,284.36,95672.3,344,um,Surface,,Distance from Origin,,,1,
Distance to Image Border XY,0,162.434,60.1257,44.2743,55.5382,20683.3,344,um,Surface,,,Image 1,,1,
Ellipticity (oblate),0.0958944,0.890312,0.407725,0.152911,0.392571,140.257,344,,Surface,,,,,1,
Ellipticity (prolate),0.0157916,0.856371,0.41607,0.178923,0.409708,143.128,344,,Surface,,,,,1,
Intensity Max,3175,57854,12645.7,8942.04,9298.5,4.35012e+06,344,,Surface,1,,Image 1,,1,
Intensity Max,2167,35171,5030.65,3653.03,3947,1.73054e+06,344,,Surface,2,,Image 1,,1,
Intensity Max,1869,58292,12832.2,10872.4,8140,4.41429e+06,344,,Surface,3,,Image 1,,1,
Intensity Max,7675,65535,15952.9,11657.8,12575,5.48781e+06,344,,Surface,4,,Image 1,,1,
Intensity Max,0,57854,8863.74,9916.43,6399,3.04913e+06,344,,Surface,5,,Image 1,,1,
Intensity Max,0,35171,3667.15,3923.69,3364.5,1.2615e+06,344,,Surface,6,,Image 1,,1,
Intensity Max,0,65535,2270.19,7702.26,0,780945,344,,Surface,7,,Image 1,,1,
Intensity Max,0,65535,2270.19,7702.26,0,780945,344,,Surface,8,,Image 1,,1,
Intensity Mean,949.961,11848.6,2706.62,1326.45,2317.69,931079,344,,Surface,1,,Image 1,,1,
Intensity Mean,817.133,4652.94,1356.17,389.566,1281.82,466522,344,,Surface,2,,Image 1,,1,
Intensity Mean,757.778,24590,2742.71,2340.59,2156.2,943492,344,,Surface,3,,Image 1,,1,
Intensity Mean,4898.16,13458.1,5991.94,1171.28,5696.99,2.06123e+06,344,,Surface,4,,Image 1,,1,
Intensity Mean,0,11848.6,793.109,1308.94,363.182,272829,344,,Surface,5,,Image 1,,1,
Intensity Mean,0,3641.47,392.919,550.807,197.907,135164,344,,Surface,6,,Image 1,,1,
Intensity Mean,0,5668,110.709,598.242,0,38083.8,344,,Surface,7,,Image 1,,1,
Intensity Mean,0,5668,110.709,598.242,0,38083.8,344,,Surface,8,,Image 1,,1,
Intensity Median,869.4,11155.6,2441.43,1243.31,2088.42,839853,344,,Surface,1,,Image 1,,1,
Intensity Median,744.01,4044.21,1269.7,354.912,1196.22,436777,344,,Surface,2,,Image 1,,1,
Intensity Median,733.06,22866.1,2451.58,2224.94,1972.2,843342,344,,Surface,3,,Image 1,,1,
Intensity Median,4890.48,8622.4,5604.35,477.564,5497.65,1.92789e+06,344,,Surface,4,,Image 1,,1,
Intensity Median,0,11155.6,408.896,1225.42,2.061,140660,344,,Surface,5,,Image 1,,1,
Intensity Median,0,3493.96,214.321,549.252,1.03525,73726.3,344,,Surface,6,,Image 1,,1,
Intensity Median,0,5697.65,71.273,586.956,0,24517.9,344,,Surface,7,,Image 1,,1,
Intensity Median,0,5697.65,71.273,586.956,0,24517.9,344,,Surface,8,,Image 1,,1,
Intensity Min,0,2249,63.9012,235.177,0,21982,344,,Surface,1,,Image 1,,1,
Intensity Min,3,698,173.695,102.509,151,59751,344,,Surface,2,,Image 1,,1,
Intensity Min,130,10329,673.965,968.763,514.5,231844,344,,Surface,3,,Image 1,,1,
Intensity Min,475,3151,2195.31,403.111,2236,755188,344,,Surface,4,,Image 1,,1,
Intensity Min,0,2249,15.0756,142.3,0,5186,344,,Surface,5,,Image 1,,1,
Intensity Min,0,584,12.314,73.0084,0,4236,344,,Surface,6,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,344,,Surface,7,,Image 1,,1,
Intensity Min,0,0,0,0,0,0,344,,Surface,8,,Image 1,,1,
Intensity StdDev,697.929,4992.46,1586.77,708.94,1309.92,545848,344,,Surface,1,,Image 1,,1,
Intensity StdDev,384.014,2425.55,607.011,221.349,548.394,208812,344,,Surface,2,,Image 1,,1,
Intensity StdDev,250.82,8183,1311.58,1119.16,852.863,451184,344,,Surface,3,,Image 1,,1,
Intensity StdDev,833.131,13438.5,1943.58,1848.33,1484.66,668591,344,,Surface,4,,Image 1,,1,
Intensity StdDev,0,5079.89,1049.56,980.092,939.672,361050,344,,Surface,5,,Image 1,,1,
Intensity StdDev,0,2156.69,484.675,371.344,512.116,166728,344,,Surface,6,,Image 1,,1,
Intensity StdDev,0,3863.12,175.916,609.373,0,60515.2,344,,Surface,7,,Image 1,,1,
Intensity StdDev,0,3863.12,175.916,609.373,0,60515.2,344,,Surface,8,,Image 1,,1,
Intensity Sum,314437,3.84761e+09,7.87805e+07,3.79516e+08,3.40909e+06,2.71005e+10,344,,Surface,1,,Image 1,,1,
Intensity Sum,270471,1.57933e+09,3.68359e+07,1.73783e+08,1.7306e+06,1.26716e+10,344,,Surface,2,,Image 1,,1,
Intensity Sum,344031,4.55128e+09,9.45358e+07,4.68012e+08,3.38214e+06,3.25203e+10,344,,Surface,3,,Image 1,,1,
Intensity Sum,1.51456e+06,1.77313e+10,3.06578e+08,1.68427e+09,7.0973e+06,1.05463e+11,344,,Surface,4,,Image 1,,1,
Intensity Sum,0,2.22361e+09,3.8093e+07,2.03655e+08,478240,1.3104e+10,344,,Surface,5,,Image 1,,1,
Intensity Sum,0,8.0533e+08,1.59496e+07,8.14051e+07,286929,5.48665e+09,344,,Surface,6,,Image 1,,1,
Intensity Sum,0,4.53946e+08,2.60218e+06,2.55111e+07,0,8.9515e+08,344,,Surface,7,,Image 1,,1,
Intensity Sum,0,4.53946e+08,2.60218e+06,2.55111e+07,0,8.9515e+08,344,,Surface,8,,Image 1,,1,
Number of Disconnected Components,1,1,1,0,1,344,344,,Surface,,,,,1,
Position X,1.04139,353.092,180.433,99.3686,179.227,62069.1,344,um,Surface,,Position,,,1,
Position Y,1.35496,353.07,188.005,92.8598,189.107,64673.8,344,um,Surface,,Position,,,1,
Position Z,7.96886,23.211,15.063,4.23686,14.6371,5181.66,344,um,Surface,,Position,,,1,
Shortest Distance to Surfaces,-0.372678,20.6333,3.63281,4.01597,2.78374,1249.69,344,um,Surface,,,,Surfaces 2,1,
Shortest Distance to Surfaces,-1.44878,6.12047,0.224856,0.772248,0,77.3506,344,um,Surface,,,,Surfaces 3,1,
Shortest Distance to Surfaces,-0.23853,6.27332,0.496207,1.05864,0,170.695,344,um,Surface,,,,Surfaces 1,1,
Sphericity,0.253854,0.9355,0.698769,0.133421,0.707369,240.376,344,,Surface,,,,,1,
Time,0,0,0,0,0,0,344,s,Surface,,,,,1,
Time Index,1,1,1,0,1,344,344,,Surface,,,,,1,
Volume,4.27665,40648.2,890.274,4319.81,35.6704,306254,344,um^3,Surface,,,,,1,
