
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
65535,,Surface,1,Image 1,1,0,
10217,,Surface,1,Image 1,1,1,
62850,,Surface,1,Image 1,1,2,
44585,,Surface,1,Image 1,1,3,
50359,,Surface,1,Image 1,1,4,
65535,,Surface,1,Image 1,1,5,
64843,,Surface,1,Image 1,1,6,
37053,,Surface,1,Image 1,1,7,
60368,,Surface,1,Image 1,1,8,
48561,,Surface,1,Image 1,1,9,
52279,,Surface,1,Image 1,1,10,
41050,,Surface,1,Image 1,1,11,
32480,,Surface,1,Image 1,1,12,
64978,,Surface,1,Image 1,1,13,
65535,,Surface,1,Image 1,1,14,
37952,,Surface,1,Image 1,1,15,
63314,,Surface,1,Image 1,1,16,
60592,,Surface,1,Image 1,1,17,
63890,,Surface,1,Image 1,1,18,
