
Area
 ==================== 
Area,Unit,Category,Time,ID,
33269,um^2,Surface,1,0,
1165.13,um^2,Surface,1,1,
4018.1,um^2,Surface,1,2,
2523.91,um^2,Surface,1,3,
1514.72,um^2,Surface,1,4,
2779.63,um^2,Surface,1,5,
2782.22,um^2,Surface,1,6,
1076.62,um^2,Surface,1,7,
1864.51,um^2,Surface,1,8,
2386.54,um^2,Surface,1,9,
1366.94,um^2,Surface,1,10,
2328.29,um^2,Surface,1,11,
1419.56,um^2,Surface,1,12,
2570.88,um^2,Surface,1,13,
14772.8,um^2,Surface,1,14,
2379.16,um^2,Surface,1,15,
6528.41,um^2,Surface,1,16,
1158.83,um^2,Surface,1,17,
2448.54,um^2,Surface,1,18,
