
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1921.97,,Surface,2,Image 1,1,0,
1619.42,,Surface,2,Image 1,1,1,
1707.33,,Surface,2,Image 1,1,2,
1677.81,,Surface,2,Image 1,1,3,
2945.93,,Surface,2,Image 1,1,4,
2335.44,,Surface,2,Image 1,1,5,
1821.18,,Surface,2,Image 1,1,6,
3098.16,,Surface,2,Image 1,1,7,
2461.54,,Surface,2,Image 1,1,8,
2789.95,,Surface,2,Image 1,1,9,
2558.25,,Surface,2,Image 1,1,10,
2393.41,,Surface,2,Image 1,1,11,
2393.67,,Surface,2,Image 1,1,12,
2371,,Surface,2,Image 1,1,13,
2135.97,,Surface,2,Image 1,1,14,
2264.93,,Surface,2,Image 1,1,15,
2062.91,,Surface,2,Image 1,1,16,
2243.56,,Surface,2,Image 1,1,17,
2214.03,,Surface,2,Image 1,1,18,
