
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
151.163,293.484,9.0358,um,Surface,Position,1,0,
348.447,249.98,10.9744,um,Surface,Position,1,1,
283.948,298.51,10.3954,um,Surface,Position,1,2,
346.858,96.132,10.9161,um,Surface,Position,1,3,
231.48,192.653,8.31574,um,Surface,Position,1,4,
300.71,134.432,7.10897,um,Surface,Position,1,5,
334.807,47.4143,6.79414,um,Surface,Position,1,6,
150.325,202.103,10.1481,um,Surface,Position,1,7,
225.865,137.74,7.41722,um,Surface,Position,1,8,
107.907,231.8,7.90404,um,Surface,Position,1,9,
129.731,164.173,6.12746,um,Surface,Position,1,10,
106.398,176.48,9.30281,um,Surface,Position,1,11,
28.3582,218.909,7.6564,um,Surface,Position,1,12,
60.006,202.651,9.84563,um,Surface,Position,1,13,
217.192,60.4699,8.43793,um,Surface,Position,1,14,
57.3173,157.267,7.97106,um,Surface,Position,1,15,
110.08,108.323,9.69706,um,Surface,Position,1,16,
139.78,7.32676,7.26524,um,Surface,Position,1,17,
23.0583,93.9764,6.8479,um,Surface,Position,1,18,
