
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3330.71,,Surface,5,Image 1,1,0,
1210.89,,Surface,5,Image 1,1,1,
4035.85,,Surface,5,Image 1,1,2,
3039.32,,Surface,5,Image 1,1,3,
2926.02,,Surface,5,Image 1,1,4,
5061.33,,Surface,5,Image 1,1,5,
5769.95,,Surface,5,Image 1,1,6,
1971.39,,Surface,5,Image 1,1,7,
3190.53,,Surface,5,Image 1,1,8,
2837.36,,Surface,5,Image 1,1,9,
2332.34,,Surface,5,Image 1,1,10,
1914.76,,Surface,5,Image 1,1,11,
1650.41,,Surface,5,Image 1,1,12,
4341.2,,Surface,5,Image 1,1,13,
5741.8,,Surface,5,Image 1,1,14,
1894.55,,Surface,5,Image 1,1,15,
5374.36,,Surface,5,Image 1,1,16,
7447.17,,Surface,5,Image 1,1,17,
7236.07,,Surface,5,Image 1,1,18,
