
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.01412,,Surface,1,0,
0.422479,,Surface,1,1,
0.0885906,,Surface,1,2,
0.234695,,Surface,1,3,
0.352272,,Surface,1,4,
0.0803678,,Surface,1,5,
0.0964151,,Surface,1,6,
0.211064,,Surface,1,7,
0.149147,,Surface,1,8,
0.318735,,Surface,1,9,
0.046272,,Surface,1,10,
0.18301,,Surface,1,11,
0.137092,,Surface,1,12,
0.158256,,Surface,1,13,
0.0360844,,Surface,1,14,
0.180951,,Surface,1,15,
0.0524566,,Surface,1,16,
0.160388,,Surface,1,17,
0.216325,,Surface,1,18,
