
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
0,,Surface,2,Image 1,1,0,
0,,Surface,2,Image 1,1,1,
19,,Surface,2,Image 1,1,2,
19,,Surface,2,Image 1,1,3,
129,,Surface,2,Image 1,1,4,
102,,Surface,2,Image 1,1,5,
87,,Surface,2,Image 1,1,6,
246,,Surface,2,Image 1,1,7,
115,,Surface,2,Image 1,1,8,
164,,Surface,2,Image 1,1,9,
262,,Surface,2,Image 1,1,10,
71,,Surface,2,Image 1,1,11,
89,,Surface,2,Image 1,1,12,
78,,Surface,2,Image 1,1,13,
31,,Surface,2,Image 1,1,14,
67,,Surface,2,Image 1,1,15,
13,,Surface,2,Image 1,1,16,
165,,Surface,2,Image 1,1,17,
89,,Surface,2,Image 1,1,18,
