
Area
 ==================== 
Area,Unit,Category,Time,ID,
1365.3,um^2,Surface,1,0,
1525.19,um^2,Surface,1,1,
2670.69,um^2,Surface,1,2,
1343.38,um^2,Surface,1,3,
4729.69,um^2,Surface,1,4,
7476.9,um^2,Surface,1,5,
911.828,um^2,Surface,1,6,
6381.85,um^2,Surface,1,7,
1779.81,um^2,Surface,1,8,
6525.84,um^2,Surface,1,9,
2895.83,um^2,Surface,1,10,
8063.7,um^2,Surface,1,11,
8421.49,um^2,Surface,1,12,
1833.06,um^2,Surface,1,13,
4826.54,um^2,Surface,1,14,
1243.65,um^2,Surface,1,15,
2445.98,um^2,Surface,1,16,
6021.92,um^2,Surface,1,17,
4968.31,um^2,Surface,1,18,
2293.61,um^2,Surface,1,19,
