
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2606.2,,Surface,1,Image 1,1,0,
5299.42,,Surface,1,Image 1,1,1,
4295.41,,Surface,1,Image 1,1,2,
5320,,Surface,1,Image 1,1,3,
4163.35,,Surface,1,Image 1,1,4,
4949.3,,Surface,1,Image 1,1,5,
5227.48,,Surface,1,Image 1,1,6,
7298.69,,Surface,1,Image 1,1,7,
4032.68,,Surface,1,Image 1,1,8,
6420.06,,Surface,1,Image 1,1,9,
5879.58,,Surface,1,Image 1,1,10,
6012.61,,Surface,1,Image 1,1,11,
4481.31,,Surface,1,Image 1,1,12,
6573.75,,Surface,1,Image 1,1,13,
4692.87,,Surface,1,Image 1,1,14,
3030.23,,Surface,1,Image 1,1,15,
3559.04,,Surface,1,Image 1,1,16,
4256.68,,Surface,1,Image 1,1,17,
3595.35,,Surface,1,Image 1,1,18,
4540.54,,Surface,1,Image 1,1,19,
