
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.326491,,Surface,1,0,
0.117501,,Surface,1,1,
0.144557,,Surface,1,2,
0.553138,,Surface,1,3,
0.143644,,Surface,1,4,
0.0347362,,Surface,1,5,
0.264854,,Surface,1,6,
0.0393832,,Surface,1,7,
0.094024,,Surface,1,8,
0.0848609,,Surface,1,9,
0.159925,,Surface,1,10,
0.0557161,,Surface,1,11,
0.158055,,Surface,1,12,
0.217565,,Surface,1,13,
0.129744,,Surface,1,14,
0.520115,,Surface,1,15,
0.128606,,Surface,1,16,
0.108646,,Surface,1,17,
0.109222,,Surface,1,18,
0.715013,,Surface,1,19,
