
Intensity Median Ch=3 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
5458.46,,Surface,3,Image 1,1,0,
5697.7,,Surface,3,Image 1,1,1,
5214.34,,Surface,3,Image 1,1,2,
4640.58,,Surface,3,Image 1,1,3,
5562.23,,Surface,3,Image 1,1,4,
5483.17,,Surface,3,Image 1,1,5,
5277.14,,Surface,3,Image 1,1,6,
5502.17,,Surface,3,Image 1,1,7,
5636.86,,Surface,3,Image 1,1,8,
5729.47,,Surface,3,Image 1,1,9,
5074.36,,Surface,3,Image 1,1,10,
5136.15,,Surface,3,Image 1,1,11,
4857.3,,Surface,3,Image 1,1,12,
5023.41,,Surface,3,Image 1,1,13,
5117.99,,Surface,3,Image 1,1,14,
2992.2,,Surface,3,Image 1,1,15,
4252.19,,Surface,3,Image 1,1,16,
4814.21,,Surface,3,Image 1,1,17,
4659.96,,Surface,3,Image 1,1,18,
4235.87,,Surface,3,Image 1,1,19,
