
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.57373,,Surface,1,0,
0.464794,,Surface,1,1,
0.476468,,Surface,1,2,
0.426957,,Surface,1,3,
0.421121,,Surface,1,4,
0.353937,,Surface,1,5,
0.719632,,Surface,1,6,
0.2452,,Surface,1,7,
0.3771,,Surface,1,8,
0.345818,,Surface,1,9,
0.599882,,Surface,1,10,
0.307835,,Surface,1,11,
0.383184,,Surface,1,12,
0.542131,,Surface,1,13,
0.499357,,Surface,1,14,
0.692291,,Surface,1,15,
0.358183,,Surface,1,16,
0.529097,,Surface,1,17,
0.541132,,Surface,1,18,
0.485947,,Surface,1,19,
